
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.0000000000,-0.0000630000,1.0006790161,0.0000090000,0.0004550000,0.1534399986,0.0000000000,1.0000000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_INF_20191221,,Exported,"Aqua4Plus 1.9.10"
# Records,  5367 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,0.75,14.133,
,Maximum,10.13,14.636,
,Mean,5.03,14.403,
,Variance,2.886,0.0096,
,Std Deviation,1.699,0.0980,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1388,5-Feb-19 01:15:00,5.19,14.314
1389,5-Feb-19 01:30:00,5.19,14.314
1390,5-Feb-19 01:45:00,5.25,14.311
1391,5-Feb-19 02:00:00,5.25,14.314
1392,5-Feb-19 02:15:00,5.31,14.313
1393,5-Feb-19 02:30:00,5.31,14.313
1394,5-Feb-19 02:45:00,5.25,14.311
1395,5-Feb-19 03:00:00,5.25,14.308
1396,5-Feb-19 03:15:00,5.25,14.307
1397,5-Feb-19 03:30:00,5.19,14.306
1398,5-Feb-19 03:45:00,5.19,14.308
1399,5-Feb-19 04:00:00,5.19,14.310
1400,5-Feb-19 04:15:00,5.25,14.309
1401,5-Feb-19 04:30:00,5.25,14.309
1402,5-Feb-19 04:45:00,5.25,14.310
1403,5-Feb-19 05:00:00,5.19,14.313
1404,5-Feb-19 05:15:00,5.13,14.315
1405,5-Feb-19 05:30:00,5.13,14.318
1406,5-Feb-19 05:45:00,5.13,14.321
1407,5-Feb-19 06:00:00,5.13,14.320
1408,5-Feb-19 06:15:00,5.13,14.324
1409,5-Feb-19 06:30:00,5.06,14.326
1410,5-Feb-19 06:45:00,5.06,14.330
1411,5-Feb-19 07:00:00,5.06,14.332
1412,5-Feb-19 07:15:00,5.06,14.333
1413,5-Feb-19 07:30:00,5.06,14.334
1414,5-Feb-19 07:45:00,5.06,14.335
1415,5-Feb-19 08:00:00,5.00,14.339
1416,5-Feb-19 08:15:00,5.06,14.341
1417,5-Feb-19 08:30:00,5.13,14.345
1418,5-Feb-19 08:45:00,5.25,14.345
1419,5-Feb-19 09:00:00,5.31,14.343
1420,5-Feb-19 09:15:00,5.38,14.343
1421,5-Feb-19 09:30:00,5.44,14.346
1422,5-Feb-19 09:45:00,5.50,14.343
1423,5-Feb-19 10:00:00,5.63,14.343
1424,5-Feb-19 10:15:00,5.75,14.350
1425,5-Feb-19 10:30:00,5.88,14.348
1426,5-Feb-19 10:45:00,6.06,14.346
1427,5-Feb-19 11:00:00,6.19,14.345
1428,5-Feb-19 11:15:00,6.38,14.345
1429,5-Feb-19 11:30:00,6.56,14.348
1430,5-Feb-19 11:45:00,6.75,14.344
1431,5-Feb-19 12:00:00,7.00,14.342
1432,5-Feb-19 12:15:00,7.13,14.345
1433,5-Feb-19 12:30:00,7.19,14.343
1434,5-Feb-19 12:45:00,7.44,14.343
1435,5-Feb-19 13:00:00,7.50,14.340
1436,5-Feb-19 13:15:00,7.63,14.341
1437,5-Feb-19 13:30:00,7.75,14.340
1438,5-Feb-19 13:45:00,7.94,14.339
1439,5-Feb-19 14:00:00,8.00,14.339
1440,5-Feb-19 14:15:00,7.94,14.338
1441,5-Feb-19 14:30:00,7.81,14.338
1442,5-Feb-19 14:45:00,7.75,14.338
1443,5-Feb-19 15:00:00,7.75,14.335
1444,5-Feb-19 15:15:00,7.75,14.339
1445,5-Feb-19 15:30:00,7.63,14.340
1446,5-Feb-19 15:45:00,7.63,14.341
1447,5-Feb-19 16:00:00,7.50,14.344
1448,5-Feb-19 16:15:00,7.38,14.346
1449,5-Feb-19 16:30:00,7.31,14.346
1450,5-Feb-19 16:45:00,7.25,14.346
1451,5-Feb-19 17:00:00,7.13,14.349
1452,5-Feb-19 17:15:00,7.00,14.346
1453,5-Feb-19 17:30:00,6.88,14.350
1454,5-Feb-19 17:45:00,6.75,14.350
1455,5-Feb-19 18:00:00,6.63,14.350
1456,5-Feb-19 18:15:00,6.56,14.352
1457,5-Feb-19 18:30:00,6.44,14.353
1458,5-Feb-19 18:45:00,6.38,14.357
1459,5-Feb-19 19:00:00,6.31,14.355
1460,5-Feb-19 19:15:00,6.25,14.355
1461,5-Feb-19 19:30:00,6.19,14.362
1462,5-Feb-19 19:45:00,6.19,14.362
1463,5-Feb-19 20:00:00,6.13,14.361
1464,5-Feb-19 20:15:00,6.13,14.362
1465,5-Feb-19 20:30:00,6.06,14.362
1466,5-Feb-19 20:45:00,6.00,14.363
1467,5-Feb-19 21:00:00,6.00,14.364
1468,5-Feb-19 21:15:00,6.00,14.367
1469,5-Feb-19 21:30:00,5.94,14.367
1470,5-Feb-19 21:45:00,5.94,14.371
1471,5-Feb-19 22:00:00,5.88,14.369
1472,5-Feb-19 22:15:00,5.88,14.364
1473,5-Feb-19 22:30:00,5.88,14.366
1474,5-Feb-19 22:45:00,5.81,14.369
1475,5-Feb-19 23:00:00,5.88,14.372
1476,5-Feb-19 23:15:00,5.88,14.369
1477,5-Feb-19 23:30:00,5.81,14.369
1478,5-Feb-19 23:45:00,5.81,14.366
1479,6-Feb-19 00:00:00,5.81,14.369
1480,6-Feb-19 00:15:00,5.88,14.370
1481,6-Feb-19 00:30:00,5.81,14.370
1482,6-Feb-19 00:45:00,5.81,14.368
1483,6-Feb-19 01:00:00,5.81,14.369
1484,6-Feb-19 01:15:00,5.81,14.365
1485,6-Feb-19 01:30:00,5.75,14.358
1486,6-Feb-19 01:45:00,5.81,14.363
1487,6-Feb-19 02:00:00,5.75,14.365
1488,6-Feb-19 02:15:00,5.75,14.369
1489,6-Feb-19 02:30:00,5.75,14.367
1490,6-Feb-19 02:45:00,5.75,14.370
1491,6-Feb-19 03:00:00,5.81,14.370
1492,6-Feb-19 03:15:00,5.81,14.368
1493,6-Feb-19 03:30:00,5.81,14.366
1494,6-Feb-19 03:45:00,5.81,14.369
1495,6-Feb-19 04:00:00,5.81,14.368
1496,6-Feb-19 04:15:00,5.81,14.364
1497,6-Feb-19 04:30:00,5.75,14.363
1498,6-Feb-19 04:45:00,5.81,14.367
1499,6-Feb-19 05:00:00,5.81,14.362
1500,6-Feb-19 05:15:00,5.75,14.362
1501,6-Feb-19 05:30:00,5.75,14.360
1502,6-Feb-19 05:45:00,5.75,14.361
1503,6-Feb-19 06:00:00,5.69,14.366
1504,6-Feb-19 06:15:00,5.75,14.363
1505,6-Feb-19 06:30:00,5.75,14.364
1506,6-Feb-19 06:45:00,5.69,14.361
1507,6-Feb-19 07:00:00,5.69,14.364
1508,6-Feb-19 07:15:00,5.69,14.364
1509,6-Feb-19 07:30:00,5.75,14.365
1510,6-Feb-19 07:45:00,5.75,14.365
1511,6-Feb-19 08:00:00,5.81,14.365
1512,6-Feb-19 08:15:00,5.88,14.368
1513,6-Feb-19 08:30:00,5.88,14.366
1514,6-Feb-19 08:45:00,5.94,14.367
1515,6-Feb-19 09:00:00,6.00,14.361
1516,6-Feb-19 09:15:00,6.06,14.360
1517,6-Feb-19 09:30:00,6.06,14.361
1518,6-Feb-19 09:45:00,6.19,14.361
1519,6-Feb-19 10:00:00,6.25,14.358
1520,6-Feb-19 10:15:00,6.25,14.359
1521,6-Feb-19 10:30:00,6.31,14.357
1522,6-Feb-19 10:45:00,6.44,14.355
1523,6-Feb-19 11:00:00,6.50,14.356
1524,6-Feb-19 11:15:00,6.56,14.350
1525,6-Feb-19 11:30:00,6.56,14.351
1526,6-Feb-19 11:45:00,6.63,14.350
1527,6-Feb-19 12:00:00,6.56,14.344
1528,6-Feb-19 12:15:00,6.63,14.342
1529,6-Feb-19 12:30:00,6.75,14.338
1530,6-Feb-19 12:45:00,6.75,14.333
1531,6-Feb-19 13:00:00,6.88,14.330
1532,6-Feb-19 13:15:00,7.00,14.327
1533,6-Feb-19 13:30:00,7.13,14.327
1534,6-Feb-19 13:45:00,7.19,14.322
1535,6-Feb-19 14:00:00,7.25,14.326
1536,6-Feb-19 14:15:00,7.19,14.323
1537,6-Feb-19 14:30:00,7.19,14.320
1538,6-Feb-19 14:45:00,7.19,14.318
1539,6-Feb-19 15:00:00,7.19,14.316
1540,6-Feb-19 15:15:00,7.13,14.316
1541,6-Feb-19 15:30:00,7.06,14.317
1542,6-Feb-19 15:45:00,7.00,14.314
1543,6-Feb-19 16:00:00,7.00,14.313
1544,6-Feb-19 16:15:00,6.94,14.319
1545,6-Feb-19 16:30:00,6.88,14.316
1546,6-Feb-19 16:45:00,6.81,14.316
1547,6-Feb-19 17:00:00,6.81,14.315
1548,6-Feb-19 17:15:00,6.75,14.314
1549,6-Feb-19 17:30:00,6.75,14.314
1550,6-Feb-19 17:45:00,6.69,14.315
1551,6-Feb-19 18:00:00,6.69,14.318
1552,6-Feb-19 18:15:00,6.69,14.318
1553,6-Feb-19 18:30:00,6.69,14.319
1554,6-Feb-19 18:45:00,6.69,14.317
1555,6-Feb-19 19:00:00,6.69,14.318
1556,6-Feb-19 19:15:00,6.69,14.317
1557,6-Feb-19 19:30:00,6.69,14.315
1558,6-Feb-19 19:45:00,6.69,14.317
1559,6-Feb-19 20:00:00,6.69,14.315
1560,6-Feb-19 20:15:00,6.69,14.318
1561,6-Feb-19 20:30:00,6.63,14.317
1562,6-Feb-19 20:45:00,6.63,14.319
1563,6-Feb-19 21:00:00,6.63,14.318
1564,6-Feb-19 21:15:00,6.69,14.321
1565,6-Feb-19 21:30:00,6.63,14.321
1566,6-Feb-19 21:45:00,6.63,14.321
1567,6-Feb-19 22:00:00,6.63,14.324
1568,6-Feb-19 22:15:00,6.63,14.325
1569,6-Feb-19 22:30:00,6.69,14.323
1570,6-Feb-19 22:45:00,6.69,14.322
1571,6-Feb-19 23:00:00,6.69,14.322
1572,6-Feb-19 23:15:00,6.69,14.320
1573,6-Feb-19 23:30:00,6.63,14.317
1574,6-Feb-19 23:45:00,6.63,14.319
1575,7-Feb-19 00:00:00,6.69,14.311
1576,7-Feb-19 00:15:00,6.63,14.314
1577,7-Feb-19 00:30:00,6.63,14.315
1578,7-Feb-19 00:45:00,6.63,14.312
1579,7-Feb-19 01:00:00,6.63,14.312
1580,7-Feb-19 01:15:00,6.63,14.316
1581,7-Feb-19 01:30:00,6.63,14.314
1582,7-Feb-19 01:45:00,6.63,14.310
1583,7-Feb-19 02:00:00,6.63,14.311
1584,7-Feb-19 02:15:00,6.63,14.310
1585,7-Feb-19 02:30:00,6.69,14.311
1586,7-Feb-19 02:45:00,6.69,14.308
1587,7-Feb-19 03:00:00,6.69,14.308
1588,7-Feb-19 03:15:00,6.69,14.313
1589,7-Feb-19 03:30:00,6.75,14.315
1590,7-Feb-19 03:45:00,6.75,14.310
1591,7-Feb-19 04:00:00,6.81,14.317
1592,7-Feb-19 04:15:00,6.88,14.317
1593,7-Feb-19 04:30:00,6.88,14.318
1594,7-Feb-19 04:45:00,6.88,14.313
1595,7-Feb-19 05:00:00,6.94,14.315
1596,7-Feb-19 05:15:00,7.00,14.314
1597,7-Feb-19 05:30:00,7.00,14.311
1598,7-Feb-19 05:45:00,6.94,14.315
1599,7-Feb-19 06:00:00,6.88,14.304
1600,7-Feb-19 06:15:00,6.88,14.303
1601,7-Feb-19 06:30:00,6.88,14.310
1602,7-Feb-19 06:45:00,6.88,14.313
1603,7-Feb-19 07:00:00,6.81,14.315
1604,7-Feb-19 07:15:00,6.75,14.317
1605,7-Feb-19 07:30:00,6.75,14.316
1606,7-Feb-19 07:45:00,6.81,14.318
1607,7-Feb-19 08:00:00,6.81,14.319
1608,7-Feb-19 08:15:00,6.88,14.330
1609,7-Feb-19 08:30:00,6.88,14.333
1610,7-Feb-19 08:45:00,6.88,14.340
1611,7-Feb-19 09:00:00,7.00,14.342
1612,7-Feb-19 09:15:00,7.00,14.344
1613,7-Feb-19 09:30:00,7.06,14.350
1614,7-Feb-19 09:45:00,7.25,14.350
1615,7-Feb-19 10:00:00,7.31,14.349
1616,7-Feb-19 10:15:00,7.44,14.343
1617,7-Feb-19 10:30:00,7.50,14.346
1618,7-Feb-19 10:45:00,7.63,14.343
1619,7-Feb-19 11:00:00,7.75,14.336
1620,7-Feb-19 11:15:00,7.81,14.332
1621,7-Feb-19 11:30:00,7.88,14.330
1622,7-Feb-19 11:45:00,7.88,14.335
1623,7-Feb-19 12:00:00,7.94,14.328
1624,7-Feb-19 12:15:00,8.06,14.326
1625,7-Feb-19 12:30:00,8.13,14.323
1626,7-Feb-19 12:45:00,8.13,14.321
1627,7-Feb-19 13:00:00,8.25,14.317
1628,7-Feb-19 13:15:00,8.38,14.317
1629,7-Feb-19 13:30:00,8.44,14.317
1630,7-Feb-19 13:45:00,8.50,14.313
1631,7-Feb-19 14:00:00,8.50,14.309
1632,7-Feb-19 14:15:00,8.50,14.311
1633,7-Feb-19 14:30:00,8.50,14.310
1634,7-Feb-19 14:45:00,8.50,14.311
1635,7-Feb-19 15:00:00,8.63,14.311
1636,7-Feb-19 15:15:00,8.63,14.311
1637,7-Feb-19 15:30:00,8.63,14.309
1638,7-Feb-19 15:45:00,8.63,14.306
1639,7-Feb-19 16:00:00,8.69,14.306
1640,7-Feb-19 16:15:00,8.69,14.307
1641,7-Feb-19 16:30:00,8.69,14.303
1642,7-Feb-19 16:45:00,8.69,14.308
1643,7-Feb-19 17:00:00,8.69,14.309
1644,7-Feb-19 17:15:00,8.63,14.307
1645,7-Feb-19 17:30:00,8.56,14.306
1646,7-Feb-19 17:45:00,8.50,14.307
1647,7-Feb-19 18:00:00,8.44,14.304
1648,7-Feb-19 18:15:00,8.38,14.304
1649,7-Feb-19 18:30:00,8.31,14.302
1650,7-Feb-19 18:45:00,8.25,14.306
1651,7-Feb-19 19:00:00,8.19,14.302
1652,7-Feb-19 19:15:00,8.19,14.306
1653,7-Feb-19 19:30:00,8.13,14.306
1654,7-Feb-19 19:45:00,8.06,14.306
1655,7-Feb-19 20:00:00,8.06,14.304
1656,7-Feb-19 20:15:00,8.06,14.307
1657,7-Feb-19 20:30:00,8.00,14.303
1658,7-Feb-19 20:45:00,7.94,14.307
1659,7-Feb-19 21:00:00,7.88,14.306
1660,7-Feb-19 21:15:00,7.75,14.300
1661,7-Feb-19 21:30:00,7.69,14.297
1662,7-Feb-19 21:45:00,7.69,14.304
1663,7-Feb-19 22:00:00,7.63,14.302
1664,7-Feb-19 22:15:00,7.56,14.296
1665,7-Feb-19 22:30:00,7.56,14.294
1666,7-Feb-19 22:45:00,7.56,14.300
1667,7-Feb-19 23:00:00,7.50,14.300
1668,7-Feb-19 23:15:00,7.50,14.293
1669,7-Feb-19 23:30:00,7.50,14.290
1670,7-Feb-19 23:45:00,7.50,14.294
1671,8-Feb-19 00:00:00,7.50,14.293
1672,8-Feb-19 00:15:00,7.50,14.289
1673,8-Feb-19 00:30:00,7.50,14.287
1674,8-Feb-19 00:45:00,7.50,14.284
1675,8-Feb-19 01:00:00,7.50,14.284
1676,8-Feb-19 01:15:00,7.56,14.281
1677,8-Feb-19 01:30:00,7.56,14.280
1678,8-Feb-19 01:45:00,7.56,14.280
1679,8-Feb-19 02:00:00,7.63,14.271
1680,8-Feb-19 02:15:00,7.63,14.280
1681,8-Feb-19 02:30:00,7.69,14.279
1682,8-Feb-19 02:45:00,7.69,14.282
1683,8-Feb-19 03:00:00,7.75,14.290
1684,8-Feb-19 03:15:00,7.81,14.295
1685,8-Feb-19 03:30:00,7.94,14.305
1686,8-Feb-19 03:45:00,8.00,14.304
1687,8-Feb-19 04:00:00,8.00,14.315
1688,8-Feb-19 04:15:00,8.00,14.310
1689,8-Feb-19 04:30:00,8.00,14.320
1690,8-Feb-19 04:45:00,8.00,14.317
1691,8-Feb-19 05:00:00,7.94,14.319
1692,8-Feb-19 05:15:00,7.94,14.315
1693,8-Feb-19 05:30:00,7.88,14.318
1694,8-Feb-19 05:45:00,7.88,14.317
1695,8-Feb-19 06:00:00,7.81,14.320
1696,8-Feb-19 06:15:00,7.75,14.317
1697,8-Feb-19 06:30:00,7.75,14.321
1698,8-Feb-19 06:45:00,7.75,14.317
1699,8-Feb-19 07:00:00,7.69,14.325
1700,8-Feb-19 07:15:00,7.69,14.328
1701,8-Feb-19 07:30:00,7.63,14.320
1702,8-Feb-19 07:45:00,7.63,14.323
1703,8-Feb-19 08:00:00,7.63,14.324
1704,8-Feb-19 08:15:00,7.63,14.330
1705,8-Feb-19 08:30:00,7.63,14.342
1706,8-Feb-19 08:45:00,7.56,14.347
1707,8-Feb-19 09:00:00,7.56,14.350
1708,8-Feb-19 09:15:00,7.50,14.354
1709,8-Feb-19 09:30:00,7.38,14.358
1710,8-Feb-19 09:45:00,7.31,14.357
1711,8-Feb-19 10:00:00,7.19,14.365
1712,8-Feb-19 10:15:00,7.19,14.366
1713,8-Feb-19 10:30:00,7.06,14.371
1714,8-Feb-19 10:45:00,7.00,14.378
1715,8-Feb-19 11:00:00,7.00,14.384
1716,8-Feb-19 11:15:00,7.06,14.380
1717,8-Feb-19 11:30:00,7.13,14.387
1718,8-Feb-19 11:45:00,7.25,14.385
1719,8-Feb-19 12:00:00,7.31,14.380
1720,8-Feb-19 12:15:00,7.38,14.379
1721,8-Feb-19 12:30:00,7.50,14.382
1722,8-Feb-19 12:45:00,7.56,14.381
1723,8-Feb-19 13:00:00,7.63,14.386
1724,8-Feb-19 13:15:00,7.69,14.385
1725,8-Feb-19 13:30:00,7.56,14.388
1726,8-Feb-19 13:45:00,7.56,14.390
1727,8-Feb-19 14:00:00,7.56,14.390
1728,8-Feb-19 14:15:00,7.44,14.395
1729,8-Feb-19 14:30:00,7.38,14.398
1730,8-Feb-19 14:45:00,7.31,14.400
1731,8-Feb-19 15:00:00,7.19,14.403
1732,8-Feb-19 15:15:00,7.06,14.405
1733,8-Feb-19 15:30:00,6.94,14.411
1734,8-Feb-19 15:45:00,6.81,14.410
1735,8-Feb-19 16:00:00,6.75,14.409
1736,8-Feb-19 16:15:00,6.69,14.410
1737,8-Feb-19 16:30:00,6.56,14.412
1738,8-Feb-19 16:45:00,6.44,14.414
1739,8-Feb-19 17:00:00,6.38,14.411
1740,8-Feb-19 17:15:00,6.25,14.416
1741,8-Feb-19 17:30:00,6.13,14.421
1742,8-Feb-19 17:45:00,6.06,14.425
1743,8-Feb-19 18:00:00,5.94,14.433
1744,8-Feb-19 18:15:00,5.81,14.433
1745,8-Feb-19 18:30:00,5.81,14.438
1746,8-Feb-19 18:45:00,5.69,14.443
1747,8-Feb-19 19:00:00,5.63,14.445
1748,8-Feb-19 19:15:00,5.56,14.449
1749,8-Feb-19 19:30:00,5.50,14.453
1750,8-Feb-19 19:45:00,5.44,14.459
1751,8-Feb-19 20:00:00,5.38,14.459
1752,8-Feb-19 20:15:00,5.31,14.462
1753,8-Feb-19 20:30:00,5.31,14.469
1754,8-Feb-19 20:45:00,5.25,14.470
1755,8-Feb-19 21:00:00,5.25,14.474
1756,8-Feb-19 21:15:00,5.25,14.477
1757,8-Feb-19 21:30:00,5.19,14.482
1758,8-Feb-19 21:45:00,5.13,14.482
1759,8-Feb-19 22:00:00,5.06,14.483
1760,8-Feb-19 22:15:00,5.00,14.488
1761,8-Feb-19 22:30:00,4.94,14.494
1762,8-Feb-19 22:45:00,4.88,14.494
1763,8-Feb-19 23:00:00,4.75,14.493
1764,8-Feb-19 23:15:00,4.69,14.491
1765,8-Feb-19 23:30:00,4.63,14.495
1766,8-Feb-19 23:45:00,4.63,14.495
1767,9-Feb-19 00:00:00,4.56,14.493
1768,9-Feb-19 00:15:00,4.50,14.502
1769,9-Feb-19 00:30:00,4.50,14.501
1770,9-Feb-19 00:45:00,4.44,14.501
1771,9-Feb-19 01:00:00,4.44,14.508
1772,9-Feb-19 01:15:00,4.44,14.511
1773,9-Feb-19 01:30:00,4.44,14.508
1774,9-Feb-19 01:45:00,4.38,14.514
1775,9-Feb-19 02:00:00,4.38,14.518
1776,9-Feb-19 02:15:00,4.31,14.512
1777,9-Feb-19 02:30:00,4.31,14.516
1778,9-Feb-19 02:45:00,4.25,14.520
1779,9-Feb-19 03:00:00,4.25,14.517
1780,9-Feb-19 03:15:00,4.25,14.516
1781,9-Feb-19 03:30:00,4.19,14.520
1782,9-Feb-19 03:45:00,4.19,14.519
1783,9-Feb-19 04:00:00,4.13,14.522
1784,9-Feb-19 04:15:00,4.13,14.526
1785,9-Feb-19 04:30:00,4.13,14.528
1786,9-Feb-19 04:45:00,4.13,14.533
1787,9-Feb-19 05:00:00,4.06,14.535
1788,9-Feb-19 05:15:00,4.00,14.542
1789,9-Feb-19 05:30:00,3.94,14.542
1790,9-Feb-19 05:45:00,3.88,14.539
1791,9-Feb-19 06:00:00,3.75,14.545
1792,9-Feb-19 06:15:00,3.75,14.554
1793,9-Feb-19 06:30:00,3.75,14.557
1794,9-Feb-19 06:45:00,3.75,14.558
1795,9-Feb-19 07:00:00,3.75,14.556
1796,9-Feb-19 07:15:00,3.69,14.559
1797,9-Feb-19 07:30:00,3.69,14.563
1798,9-Feb-19 07:45:00,3.69,14.567
1799,9-Feb-19 08:00:00,3.75,14.569
1800,9-Feb-19 08:15:00,3.75,14.578
1801,9-Feb-19 08:30:00,3.75,14.586
1802,9-Feb-19 08:45:00,3.81,14.590
1803,9-Feb-19 09:00:00,3.88,14.596
1804,9-Feb-19 09:15:00,3.94,14.598
1805,9-Feb-19 09:30:00,3.94,14.600
1806,9-Feb-19 09:45:00,4.00,14.600
1807,9-Feb-19 10:00:00,4.13,14.606
1808,9-Feb-19 10:15:00,4.19,14.609
1809,9-Feb-19 10:30:00,4.19,14.603
1810,9-Feb-19 10:45:00,4.31,14.609
1811,9-Feb-19 11:00:00,4.38,14.603
1812,9-Feb-19 11:15:00,4.44,14.607
1813,9-Feb-19 11:30:00,4.50,14.611
1814,9-Feb-19 11:45:00,4.63,14.611
1815,9-Feb-19 12:00:00,4.69,14.606
1816,9-Feb-19 12:15:00,4.81,14.604
1817,9-Feb-19 12:30:00,4.88,14.606
1818,9-Feb-19 12:45:00,4.94,14.602
1819,9-Feb-19 13:00:00,5.06,14.600
1820,9-Feb-19 13:15:00,5.19,14.598
1821,9-Feb-19 13:30:00,5.19,14.597
1822,9-Feb-19 13:45:00,5.31,14.600
1823,9-Feb-19 14:00:00,5.38,14.596
1824,9-Feb-19 14:15:00,5.44,14.595
1825,9-Feb-19 14:30:00,5.44,14.594
1826,9-Feb-19 14:45:00,5.44,14.595
1827,9-Feb-19 15:00:00,5.44,14.595
1828,9-Feb-19 15:15:00,5.44,14.595
1829,9-Feb-19 15:30:00,5.38,14.592
1830,9-Feb-19 15:45:00,5.38,14.592
1831,9-Feb-19 16:00:00,5.31,14.589
1832,9-Feb-19 16:15:00,5.25,14.593
1833,9-Feb-19 16:30:00,5.13,14.593
1834,9-Feb-19 16:45:00,5.06,14.593
1835,9-Feb-19 17:00:00,5.00,14.594
1836,9-Feb-19 17:15:00,4.88,14.593
1837,9-Feb-19 17:30:00,4.75,14.594
1838,9-Feb-19 17:45:00,4.63,14.590
1839,9-Feb-19 18:00:00,4.56,14.589
1840,9-Feb-19 18:15:00,4.44,14.586
1841,9-Feb-19 18:30:00,4.38,14.587
1842,9-Feb-19 18:45:00,4.31,14.588
1843,9-Feb-19 19:00:00,4.25,14.590
1844,9-Feb-19 19:15:00,4.19,14.593
1845,9-Feb-19 19:30:00,4.13,14.590
1846,9-Feb-19 19:45:00,4.06,14.591
1847,9-Feb-19 20:00:00,4.06,14.593
1848,9-Feb-19 20:15:00,4.00,14.593
1849,9-Feb-19 20:30:00,3.94,14.592
1850,9-Feb-19 20:45:00,3.88,14.594
1851,9-Feb-19 21:00:00,3.88,14.592
1852,9-Feb-19 21:15:00,3.88,14.596
1853,9-Feb-19 21:30:00,3.81,14.598
1854,9-Feb-19 21:45:00,3.81,14.598
1855,9-Feb-19 22:00:00,3.75,14.599
1856,9-Feb-19 22:15:00,3.75,14.599
1857,9-Feb-19 22:30:00,3.69,14.598
1858,9-Feb-19 22:45:00,3.69,14.597
1859,9-Feb-19 23:00:00,3.69,14.595
1860,9-Feb-19 23:15:00,3.69,14.596
1861,9-Feb-19 23:30:00,3.63,14.592
1862,9-Feb-19 23:45:00,3.63,14.589
1863,10-Feb-19 00:00:00,3.63,14.591
1864,10-Feb-19 00:15:00,3.63,14.591
1865,10-Feb-19 00:30:00,3.56,14.589
1866,10-Feb-19 00:45:00,3.50,14.590
1867,10-Feb-19 01:00:00,3.50,14.594
1868,10-Feb-19 01:15:00,3.50,14.592
1869,10-Feb-19 01:30:00,3.44,14.588
1870,10-Feb-19 01:45:00,3.44,14.592
1871,10-Feb-19 02:00:00,3.38,14.591
1872,10-Feb-19 02:15:00,3.38,14.592
1873,10-Feb-19 02:30:00,3.31,14.596
1874,10-Feb-19 02:45:00,3.31,14.594
1875,10-Feb-19 03:00:00,3.25,14.591
1876,10-Feb-19 03:15:00,3.25,14.588
1877,10-Feb-19 03:30:00,3.25,14.592
1878,10-Feb-19 03:45:00,3.19,14.583
1879,10-Feb-19 04:00:00,3.19,14.587
1880,10-Feb-19 04:15:00,3.13,14.587
1881,10-Feb-19 04:30:00,3.13,14.590
1882,10-Feb-19 04:45:00,3.13,14.588
1883,10-Feb-19 05:00:00,3.06,14.583
1884,10-Feb-19 05:15:00,3.06,14.586
1885,10-Feb-19 05:30:00,3.06,14.589
1886,10-Feb-19 05:45:00,3.00,14.585
1887,10-Feb-19 06:00:00,3.00,14.589
1888,10-Feb-19 06:15:00,2.94,14.587
1889,10-Feb-19 06:30:00,2.94,14.585
1890,10-Feb-19 06:45:00,2.94,14.585
1891,10-Feb-19 07:00:00,3.00,14.583
1892,10-Feb-19 07:15:00,3.00,14.580
1893,10-Feb-19 07:30:00,3.00,14.580
1894,10-Feb-19 07:45:00,3.00,14.583
1895,10-Feb-19 08:00:00,3.06,14.583
1896,10-Feb-19 08:15:00,3.06,14.586
1897,10-Feb-19 08:30:00,3.13,14.580
1898,10-Feb-19 08:45:00,3.19,14.579
1899,10-Feb-19 09:00:00,3.25,14.585
1900,10-Feb-19 09:15:00,3.31,14.578
1901,10-Feb-19 09:30:00,3.44,14.578
1902,10-Feb-19 09:45:00,3.50,14.568
1903,10-Feb-19 10:00:00,3.63,14.571
1904,10-Feb-19 10:15:00,3.69,14.567
1905,10-Feb-19 10:30:00,3.75,14.565
1906,10-Feb-19 10:45:00,3.75,14.561
1907,10-Feb-19 11:00:00,3.81,14.562
1908,10-Feb-19 11:15:00,3.94,14.558
1909,10-Feb-19 11:30:00,4.00,14.559
1910,10-Feb-19 11:45:00,4.06,14.555
1911,10-Feb-19 12:00:00,4.19,14.554
1912,10-Feb-19 12:15:00,4.25,14.552
1913,10-Feb-19 12:30:00,4.25,14.540
1914,10-Feb-19 12:45:00,4.31,14.535
1915,10-Feb-19 13:00:00,4.38,14.529
1916,10-Feb-19 13:15:00,4.38,14.524
1917,10-Feb-19 13:30:00,4.44,14.518
1918,10-Feb-19 13:45:00,4.56,14.512
1919,10-Feb-19 14:00:00,4.56,14.509
1920,10-Feb-19 14:15:00,4.63,14.505
1921,10-Feb-19 14:30:00,4.63,14.502
1922,10-Feb-19 14:45:00,4.63,14.501
