
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,25-Mar-13 09:51:57,0.0000000000,-0.0000630000,1.0006790161,0.0000090000,0.0004550000,0.1534399986,0.0000000000,1.0000000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21309003 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 9"
Sensor Name,INW Smart Sensor,,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_INF_20181119,,Exported,"Aqua4Plus 1.9.10"
# Records,  6050 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,30 psia,
,Minimum,0.13,14.022,
,Maximum,9.69,14.614,
,Mean,5.25,14.369,
,Variance,2.315,0.0113,
,Std Deviation,1.522,0.1063,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
84,20-Nov-18 10:45:00,8.81,14.357
85,20-Nov-18 11:00:00,8.81,14.353
86,20-Nov-18 11:15:00,8.81,14.351
87,20-Nov-18 11:30:00,8.88,14.355
88,20-Nov-18 11:45:00,8.94,14.350
89,20-Nov-18 12:00:00,9.00,14.341
90,20-Nov-18 12:15:00,9.00,14.346
91,20-Nov-18 12:30:00,9.06,14.341
92,20-Nov-18 12:45:00,9.06,14.343
93,20-Nov-18 13:00:00,9.13,14.341
94,20-Nov-18 13:15:00,9.06,14.346
95,20-Nov-18 13:30:00,9.06,14.340
96,20-Nov-18 13:45:00,9.13,14.350
97,20-Nov-18 14:00:00,9.19,14.354
98,20-Nov-18 14:15:00,9.25,14.352
99,20-Nov-18 14:30:00,9.25,14.357
100,20-Nov-18 14:45:00,9.25,14.358
101,20-Nov-18 15:00:00,9.19,14.362
102,20-Nov-18 15:15:00,9.13,14.363
103,20-Nov-18 15:30:00,9.06,14.367
104,20-Nov-18 15:45:00,8.88,14.368
105,20-Nov-18 16:00:00,8.75,14.370
106,20-Nov-18 16:15:00,8.63,14.375
107,20-Nov-18 16:30:00,8.56,14.375
108,20-Nov-18 16:45:00,8.50,14.378
109,20-Nov-18 17:00:00,8.44,14.378
110,20-Nov-18 17:15:00,8.38,14.380
111,20-Nov-18 17:30:00,8.31,14.378
112,20-Nov-18 17:45:00,8.25,14.381
113,20-Nov-18 18:00:00,8.13,14.379
114,20-Nov-18 18:15:00,8.06,14.380
115,20-Nov-18 18:30:00,8.00,14.380
116,20-Nov-18 18:45:00,8.00,14.385
117,20-Nov-18 19:00:00,8.06,14.391
118,20-Nov-18 19:15:00,8.00,14.386
119,20-Nov-18 19:30:00,7.94,14.388
120,20-Nov-18 19:45:00,7.88,14.387
121,20-Nov-18 20:00:00,7.88,14.394
122,20-Nov-18 20:15:00,7.88,14.391
123,20-Nov-18 20:30:00,7.81,14.395
124,20-Nov-18 20:45:00,7.81,14.392
125,20-Nov-18 21:00:00,7.75,14.396
126,20-Nov-18 21:15:00,7.69,14.396
127,20-Nov-18 21:30:00,7.69,14.394
128,20-Nov-18 21:45:00,7.63,14.397
129,20-Nov-18 22:00:00,7.69,14.403
130,20-Nov-18 22:15:00,7.69,14.399
131,20-Nov-18 22:30:00,7.69,14.401
132,20-Nov-18 22:45:00,7.63,14.403
133,20-Nov-18 23:00:00,7.63,14.406
134,20-Nov-18 23:15:00,7.69,14.404
135,20-Nov-18 23:30:00,7.63,14.406
136,20-Nov-18 23:45:00,7.63,14.402
137,21-Nov-18 00:00:00,7.63,14.405
138,21-Nov-18 00:15:00,7.56,14.400
139,21-Nov-18 00:30:00,7.50,14.400
140,21-Nov-18 00:45:00,7.44,14.398
141,21-Nov-18 01:00:00,7.38,14.397
142,21-Nov-18 01:15:00,7.31,14.389
143,21-Nov-18 01:30:00,7.25,14.397
144,21-Nov-18 01:45:00,7.25,14.394
145,21-Nov-18 02:00:00,7.19,14.395
146,21-Nov-18 02:15:00,7.19,14.390
147,21-Nov-18 02:30:00,7.13,14.395
148,21-Nov-18 02:45:00,7.13,14.395
149,21-Nov-18 03:00:00,7.13,14.396
150,21-Nov-18 03:15:00,7.06,14.392
151,21-Nov-18 03:30:00,7.06,14.386
152,21-Nov-18 03:45:00,7.00,14.390
153,21-Nov-18 04:00:00,6.94,14.390
154,21-Nov-18 04:15:00,6.94,14.387
155,21-Nov-18 04:30:00,6.94,14.385
156,21-Nov-18 04:45:00,6.94,14.391
157,21-Nov-18 05:00:00,6.88,14.393
158,21-Nov-18 05:15:00,6.88,14.393
159,21-Nov-18 05:30:00,6.81,14.391
160,21-Nov-18 05:45:00,6.81,14.390
161,21-Nov-18 06:00:00,6.81,14.394
162,21-Nov-18 06:15:00,6.81,14.393
163,21-Nov-18 06:30:00,6.81,14.392
164,21-Nov-18 06:45:00,6.81,14.390
165,21-Nov-18 07:00:00,6.81,14.389
166,21-Nov-18 07:15:00,6.81,14.392
167,21-Nov-18 07:30:00,6.81,14.398
168,21-Nov-18 07:45:00,6.75,14.399
169,21-Nov-18 08:00:00,6.75,14.406
170,21-Nov-18 08:15:00,6.75,14.408
171,21-Nov-18 08:30:00,6.75,14.403
172,21-Nov-18 08:45:00,6.75,14.405
173,21-Nov-18 09:00:00,6.75,14.407
174,21-Nov-18 09:15:00,6.81,14.409
175,21-Nov-18 09:30:00,6.88,14.410
176,21-Nov-18 09:45:00,6.94,14.414
177,21-Nov-18 10:00:00,7.00,14.404
178,21-Nov-18 10:15:00,7.06,14.415
179,21-Nov-18 10:30:00,7.13,14.405
180,21-Nov-18 10:45:00,7.25,14.405
181,21-Nov-18 11:00:00,7.31,14.405
182,21-Nov-18 11:15:00,7.44,14.407
183,21-Nov-18 11:30:00,7.56,14.401
184,21-Nov-18 11:45:00,7.63,14.399
185,21-Nov-18 12:00:00,7.75,14.394
186,21-Nov-18 12:15:00,7.88,14.394
187,21-Nov-18 12:30:00,7.94,14.390
188,21-Nov-18 12:45:00,8.06,14.391
189,21-Nov-18 13:00:00,8.13,14.395
190,21-Nov-18 13:15:00,8.25,14.391
191,21-Nov-18 13:30:00,8.31,14.389
192,21-Nov-18 13:45:00,8.38,14.389
193,21-Nov-18 14:00:00,8.44,14.381
194,21-Nov-18 14:15:00,8.50,14.385
195,21-Nov-18 14:30:00,8.50,14.386
196,21-Nov-18 14:45:00,8.50,14.383
197,21-Nov-18 15:00:00,8.50,14.386
198,21-Nov-18 15:15:00,8.44,14.384
199,21-Nov-18 15:30:00,8.44,14.389
200,21-Nov-18 15:45:00,8.38,14.387
201,21-Nov-18 16:00:00,8.31,14.389
202,21-Nov-18 16:15:00,8.25,14.392
203,21-Nov-18 16:30:00,8.19,14.390
204,21-Nov-18 16:45:00,8.13,14.392
205,21-Nov-18 17:00:00,8.06,14.395
206,21-Nov-18 17:15:00,8.00,14.402
207,21-Nov-18 17:30:00,7.94,14.400
208,21-Nov-18 17:45:00,7.88,14.402
209,21-Nov-18 18:00:00,7.81,14.406
210,21-Nov-18 18:15:00,7.75,14.410
211,21-Nov-18 18:30:00,7.75,14.410
212,21-Nov-18 18:45:00,7.69,14.406
213,21-Nov-18 19:00:00,7.63,14.411
214,21-Nov-18 19:15:00,7.63,14.416
215,21-Nov-18 19:30:00,7.63,14.410
216,21-Nov-18 19:45:00,7.56,14.416
217,21-Nov-18 20:00:00,7.56,14.418
218,21-Nov-18 20:15:00,7.56,14.419
219,21-Nov-18 20:30:00,7.56,14.419
220,21-Nov-18 20:45:00,7.56,14.420
221,21-Nov-18 21:00:00,7.50,14.420
222,21-Nov-18 21:15:00,7.50,14.421
223,21-Nov-18 21:30:00,7.44,14.418
224,21-Nov-18 21:45:00,7.38,14.421
225,21-Nov-18 22:00:00,7.38,14.420
226,21-Nov-18 22:15:00,7.38,14.417
227,21-Nov-18 22:30:00,7.31,14.421
228,21-Nov-18 22:45:00,7.25,14.427
229,21-Nov-18 23:00:00,7.25,14.431
230,21-Nov-18 23:15:00,7.19,14.428
231,21-Nov-18 23:30:00,7.25,14.434
232,21-Nov-18 23:45:00,7.19,14.436
233,22-Nov-18 00:00:00,7.19,14.435
234,22-Nov-18 00:15:00,7.13,14.434
235,22-Nov-18 00:30:00,7.13,14.439
236,22-Nov-18 00:45:00,7.13,14.436
237,22-Nov-18 01:00:00,7.06,14.435
238,22-Nov-18 01:15:00,7.06,14.438
239,22-Nov-18 01:30:00,7.06,14.437
240,22-Nov-18 01:45:00,7.06,14.442
241,22-Nov-18 02:00:00,7.00,14.438
242,22-Nov-18 02:15:00,7.00,14.441
243,22-Nov-18 02:30:00,7.00,14.442
244,22-Nov-18 02:45:00,7.00,14.442
245,22-Nov-18 03:00:00,6.94,14.439
246,22-Nov-18 03:15:00,6.94,14.441
247,22-Nov-18 03:30:00,6.94,14.440
248,22-Nov-18 03:45:00,6.88,14.443
249,22-Nov-18 04:00:00,6.88,14.441
250,22-Nov-18 04:15:00,6.88,14.441
251,22-Nov-18 04:30:00,6.81,14.447
252,22-Nov-18 04:45:00,6.81,14.447
253,22-Nov-18 05:00:00,6.81,14.447
254,22-Nov-18 05:15:00,6.81,14.451
255,22-Nov-18 05:30:00,6.81,14.457
256,22-Nov-18 05:45:00,6.81,14.455
257,22-Nov-18 06:00:00,6.81,14.457
258,22-Nov-18 06:15:00,6.75,14.462
259,22-Nov-18 06:30:00,6.75,14.454
260,22-Nov-18 06:45:00,6.75,14.461
261,22-Nov-18 07:00:00,6.75,14.463
262,22-Nov-18 07:15:00,6.75,14.466
263,22-Nov-18 07:30:00,6.69,14.465
264,22-Nov-18 07:45:00,6.75,14.468
265,22-Nov-18 08:00:00,6.75,14.470
266,22-Nov-18 08:15:00,6.75,14.473
267,22-Nov-18 08:30:00,6.75,14.478
268,22-Nov-18 08:45:00,6.75,14.481
269,22-Nov-18 09:00:00,6.81,14.482
270,22-Nov-18 09:15:00,6.88,14.484
271,22-Nov-18 09:30:00,6.94,14.479
272,22-Nov-18 09:45:00,7.00,14.486
273,22-Nov-18 10:00:00,7.00,14.485
274,22-Nov-18 10:15:00,7.13,14.483
275,22-Nov-18 10:30:00,7.19,14.484
276,22-Nov-18 10:45:00,7.25,14.484
277,22-Nov-18 11:00:00,7.38,14.484
278,22-Nov-18 11:15:00,7.44,14.476
279,22-Nov-18 11:30:00,7.56,14.480
280,22-Nov-18 11:45:00,7.75,14.473
281,22-Nov-18 12:00:00,7.88,14.477
282,22-Nov-18 12:15:00,7.94,14.473
283,22-Nov-18 12:30:00,8.00,14.472
284,22-Nov-18 12:45:00,8.13,14.468
285,22-Nov-18 13:00:00,8.13,14.470
286,22-Nov-18 13:15:00,8.19,14.469
287,22-Nov-18 13:30:00,8.25,14.469
288,22-Nov-18 13:45:00,8.25,14.462
289,22-Nov-18 14:00:00,8.31,14.464
290,22-Nov-18 14:15:00,8.31,14.459
291,22-Nov-18 14:30:00,8.31,14.457
292,22-Nov-18 14:45:00,8.25,14.457
293,22-Nov-18 15:00:00,8.31,14.452
294,22-Nov-18 15:15:00,8.25,14.455
295,22-Nov-18 15:30:00,8.19,14.455
296,22-Nov-18 15:45:00,8.19,14.458
297,22-Nov-18 16:00:00,8.13,14.457
298,22-Nov-18 16:15:00,8.06,14.459
299,22-Nov-18 16:30:00,8.00,14.464
300,22-Nov-18 16:45:00,8.00,14.458
301,22-Nov-18 17:00:00,7.94,14.464
302,22-Nov-18 17:15:00,7.94,14.473
303,22-Nov-18 17:30:00,7.81,14.470
304,22-Nov-18 17:45:00,7.81,14.472
305,22-Nov-18 18:00:00,7.75,14.473
306,22-Nov-18 18:15:00,7.69,14.480
307,22-Nov-18 18:30:00,7.63,14.475
308,22-Nov-18 18:45:00,7.56,14.483
309,22-Nov-18 19:00:00,7.56,14.483
310,22-Nov-18 19:15:00,7.50,14.484
311,22-Nov-18 19:30:00,7.44,14.491
312,22-Nov-18 19:45:00,7.38,14.491
313,22-Nov-18 20:00:00,7.31,14.494
314,22-Nov-18 20:15:00,7.25,14.496
315,22-Nov-18 20:30:00,7.19,14.494
316,22-Nov-18 20:45:00,7.13,14.498
317,22-Nov-18 21:00:00,7.06,14.505
318,22-Nov-18 21:15:00,7.00,14.502
319,22-Nov-18 21:30:00,6.94,14.505
320,22-Nov-18 21:45:00,6.94,14.508
321,22-Nov-18 22:00:00,6.88,14.511
322,22-Nov-18 22:15:00,6.88,14.508
323,22-Nov-18 22:30:00,6.81,14.508
324,22-Nov-18 22:45:00,6.75,14.514
325,22-Nov-18 23:00:00,6.69,14.516
326,22-Nov-18 23:15:00,6.69,14.516
327,22-Nov-18 23:30:00,6.63,14.513
328,22-Nov-18 23:45:00,6.56,14.517
329,23-Nov-18 00:00:00,6.56,14.514
330,23-Nov-18 00:15:00,6.50,14.522
331,23-Nov-18 00:30:00,6.50,14.519
332,23-Nov-18 00:45:00,6.44,14.520
333,23-Nov-18 01:00:00,6.38,14.521
334,23-Nov-18 01:15:00,6.38,14.520
335,23-Nov-18 01:30:00,6.38,14.516
336,23-Nov-18 01:45:00,6.31,14.516
337,23-Nov-18 02:00:00,6.31,14.519
338,23-Nov-18 02:15:00,6.31,14.520
339,23-Nov-18 02:30:00,6.25,14.519
340,23-Nov-18 02:45:00,6.25,14.513
341,23-Nov-18 03:00:00,6.25,14.513
342,23-Nov-18 03:15:00,6.19,14.512
343,23-Nov-18 03:30:00,6.13,14.506
344,23-Nov-18 03:45:00,6.13,14.507
345,23-Nov-18 04:00:00,6.13,14.504
346,23-Nov-18 04:15:00,6.13,14.501
347,23-Nov-18 04:30:00,6.06,14.505
348,23-Nov-18 04:45:00,6.06,14.505
349,23-Nov-18 05:00:00,6.00,14.510
350,23-Nov-18 05:15:00,6.00,14.507
351,23-Nov-18 05:30:00,6.00,14.510
352,23-Nov-18 05:45:00,5.94,14.507
353,23-Nov-18 06:00:00,5.94,14.509
354,23-Nov-18 06:15:00,5.88,14.512
355,23-Nov-18 06:30:00,5.88,14.513
356,23-Nov-18 06:45:00,5.81,14.518
357,23-Nov-18 07:00:00,5.81,14.518
358,23-Nov-18 07:15:00,5.81,14.513
359,23-Nov-18 07:30:00,5.81,14.514
360,23-Nov-18 07:45:00,5.75,14.518
361,23-Nov-18 08:00:00,5.75,14.519
362,23-Nov-18 08:15:00,5.75,14.515
363,23-Nov-18 08:30:00,5.75,14.512
364,23-Nov-18 08:45:00,5.75,14.518
365,23-Nov-18 09:00:00,5.75,14.522
366,23-Nov-18 09:15:00,5.81,14.512
367,23-Nov-18 09:30:00,5.88,14.515
368,23-Nov-18 09:45:00,5.88,14.521
369,23-Nov-18 10:00:00,5.88,14.520
370,23-Nov-18 10:15:00,5.94,14.522
371,23-Nov-18 10:30:00,5.94,14.522
372,23-Nov-18 10:45:00,6.06,14.516
373,23-Nov-18 11:00:00,6.06,14.516
374,23-Nov-18 11:15:00,6.13,14.504
375,23-Nov-18 11:30:00,6.25,14.505
376,23-Nov-18 11:45:00,6.31,14.503
377,23-Nov-18 12:00:00,6.38,14.496
378,23-Nov-18 12:15:00,6.44,14.494
379,23-Nov-18 12:30:00,6.44,14.487
380,23-Nov-18 12:45:00,6.50,14.483
381,23-Nov-18 13:00:00,6.50,14.478
382,23-Nov-18 13:15:00,6.50,14.472
383,23-Nov-18 13:30:00,6.56,14.471
384,23-Nov-18 13:45:00,6.50,14.471
385,23-Nov-18 14:00:00,6.50,14.462
386,23-Nov-18 14:15:00,6.50,14.466
387,23-Nov-18 14:30:00,6.44,14.466
388,23-Nov-18 14:45:00,6.44,14.462
389,23-Nov-18 15:00:00,6.38,14.451
390,23-Nov-18 15:15:00,6.31,14.460
391,23-Nov-18 15:30:00,6.31,14.455
392,23-Nov-18 15:45:00,6.25,14.447
393,23-Nov-18 16:00:00,6.19,14.457
394,23-Nov-18 16:15:00,6.13,14.458
395,23-Nov-18 16:30:00,6.13,14.453
396,23-Nov-18 16:45:00,6.13,14.452
397,23-Nov-18 17:00:00,6.00,14.450
398,23-Nov-18 17:15:00,6.00,14.456
399,23-Nov-18 17:30:00,6.00,14.462
400,23-Nov-18 17:45:00,5.94,14.461
401,23-Nov-18 18:00:00,5.94,14.456
402,23-Nov-18 18:15:00,5.94,14.456
403,23-Nov-18 18:30:00,5.94,14.448
404,23-Nov-18 18:45:00,5.94,14.451
405,23-Nov-18 19:00:00,5.88,14.442
406,23-Nov-18 19:15:00,5.88,14.443
407,23-Nov-18 19:30:00,5.88,14.443
408,23-Nov-18 19:45:00,5.81,14.441
409,23-Nov-18 20:00:00,5.88,14.434
410,23-Nov-18 20:15:00,5.81,14.431
411,23-Nov-18 20:30:00,5.81,14.431
412,23-Nov-18 20:45:00,5.81,14.421
413,23-Nov-18 21:00:00,5.75,14.421
414,23-Nov-18 21:15:00,5.75,14.418
415,23-Nov-18 21:30:00,5.75,14.420
416,23-Nov-18 21:45:00,5.75,14.414
417,23-Nov-18 22:00:00,5.75,14.415
418,23-Nov-18 22:15:00,5.75,14.418
419,23-Nov-18 22:30:00,5.75,14.417
420,23-Nov-18 22:45:00,5.69,14.415
421,23-Nov-18 23:00:00,5.69,14.413
422,23-Nov-18 23:15:00,5.69,14.407
423,23-Nov-18 23:30:00,5.69,14.402
424,23-Nov-18 23:45:00,5.63,14.403
425,24-Nov-18 00:00:00,5.69,14.392
426,24-Nov-18 00:15:00,5.69,14.387
427,24-Nov-18 00:30:00,5.69,14.385
428,24-Nov-18 00:45:00,5.69,14.385
429,24-Nov-18 01:00:00,5.75,14.384
430,24-Nov-18 01:15:00,5.75,14.376
431,24-Nov-18 01:30:00,5.75,14.371
432,24-Nov-18 01:45:00,5.75,14.370
433,24-Nov-18 02:00:00,5.75,14.365
434,24-Nov-18 02:15:00,5.75,14.362
435,24-Nov-18 02:30:00,5.75,14.360
436,24-Nov-18 02:45:00,5.81,14.353
437,24-Nov-18 03:00:00,5.75,14.349
438,24-Nov-18 03:15:00,5.81,14.349
439,24-Nov-18 03:30:00,5.81,14.341
440,24-Nov-18 03:45:00,5.81,14.335
441,24-Nov-18 04:00:00,5.81,14.327
442,24-Nov-18 04:15:00,5.81,14.324
443,24-Nov-18 04:30:00,5.81,14.317
444,24-Nov-18 04:45:00,5.81,14.313
445,24-Nov-18 05:00:00,5.88,14.311
446,24-Nov-18 05:15:00,5.88,14.307
447,24-Nov-18 05:30:00,5.94,14.302
448,24-Nov-18 05:45:00,5.94,14.302
449,24-Nov-18 06:00:00,5.94,14.299
450,24-Nov-18 06:15:00,6.00,14.296
451,24-Nov-18 06:30:00,6.00,14.293
452,24-Nov-18 06:45:00,6.06,14.285
453,24-Nov-18 07:00:00,6.06,14.286
454,24-Nov-18 07:15:00,6.06,14.271
455,24-Nov-18 07:30:00,6.06,14.268
456,24-Nov-18 07:45:00,6.06,14.262
457,24-Nov-18 08:00:00,6.06,14.257
458,24-Nov-18 08:15:00,6.06,14.263
459,24-Nov-18 08:30:00,6.00,14.266
460,24-Nov-18 08:45:00,5.94,14.286
461,24-Nov-18 09:00:00,5.81,14.292
462,24-Nov-18 09:15:00,5.81,14.304
463,24-Nov-18 09:30:00,5.81,14.301
464,24-Nov-18 09:45:00,5.81,14.294
465,24-Nov-18 10:00:00,5.81,14.290
466,24-Nov-18 10:15:00,5.88,14.293
467,24-Nov-18 10:30:00,5.88,14.279
468,24-Nov-18 10:45:00,5.88,14.281
469,24-Nov-18 11:00:00,5.94,14.276
470,24-Nov-18 11:15:00,5.94,14.276
471,24-Nov-18 11:30:00,5.94,14.272
472,24-Nov-18 11:45:00,5.94,14.279
473,24-Nov-18 12:00:00,6.00,14.269
474,24-Nov-18 12:15:00,6.13,14.278
475,24-Nov-18 12:30:00,6.25,14.283
476,24-Nov-18 12:45:00,6.44,14.269
477,24-Nov-18 13:00:00,6.63,14.257
478,24-Nov-18 13:15:00,6.69,14.255
479,24-Nov-18 13:30:00,6.75,14.247
480,24-Nov-18 13:45:00,6.81,14.236
481,24-Nov-18 14:00:00,6.94,14.233
482,24-Nov-18 14:15:00,7.00,14.227
483,24-Nov-18 14:30:00,7.19,14.222
484,24-Nov-18 14:45:00,7.31,14.220
485,24-Nov-18 15:00:00,7.31,14.223
486,24-Nov-18 15:15:00,7.38,14.224
487,24-Nov-18 15:30:00,7.38,14.226
488,24-Nov-18 15:45:00,7.38,14.221
489,24-Nov-18 16:00:00,7.38,14.227
490,24-Nov-18 16:15:00,7.31,14.222
491,24-Nov-18 16:30:00,7.25,14.220
492,24-Nov-18 16:45:00,7.19,14.218
493,24-Nov-18 17:00:00,7.13,14.223
494,24-Nov-18 17:15:00,7.06,14.222
495,24-Nov-18 17:30:00,7.00,14.220
496,24-Nov-18 17:45:00,7.00,14.228
497,24-Nov-18 18:00:00,6.94,14.228
498,24-Nov-18 18:15:00,6.88,14.229
499,24-Nov-18 18:30:00,6.81,14.232
500,24-Nov-18 18:45:00,6.81,14.230
501,24-Nov-18 19:00:00,6.81,14.228
502,24-Nov-18 19:15:00,6.81,14.229
503,24-Nov-18 19:30:00,6.81,14.231
504,24-Nov-18 19:45:00,6.81,14.227
505,24-Nov-18 20:00:00,6.81,14.232
506,24-Nov-18 20:15:00,6.75,14.232
507,24-Nov-18 20:30:00,6.75,14.227
508,24-Nov-18 20:45:00,6.75,14.232
509,24-Nov-18 21:00:00,6.75,14.234
510,24-Nov-18 21:15:00,6.75,14.233
511,24-Nov-18 21:30:00,6.75,14.235
512,24-Nov-18 21:45:00,6.75,14.238
513,24-Nov-18 22:00:00,6.75,14.240
514,24-Nov-18 22:15:00,6.75,14.240
515,24-Nov-18 22:30:00,6.75,14.247
516,24-Nov-18 22:45:00,6.75,14.247
517,24-Nov-18 23:00:00,6.75,14.252
518,24-Nov-18 23:15:00,6.75,14.251
519,24-Nov-18 23:30:00,6.75,14.255
520,24-Nov-18 23:45:00,6.69,14.259
521,25-Nov-18 00:00:00,6.75,14.264
522,25-Nov-18 00:15:00,6.69,14.260
523,25-Nov-18 00:30:00,6.69,14.262
524,25-Nov-18 00:45:00,6.75,14.262
525,25-Nov-18 01:00:00,6.75,14.269
526,25-Nov-18 01:15:00,6.75,14.263
527,25-Nov-18 01:30:00,6.81,14.262
528,25-Nov-18 01:45:00,6.81,14.262
529,25-Nov-18 02:00:00,6.81,14.260
530,25-Nov-18 02:15:00,6.81,14.262
531,25-Nov-18 02:30:00,6.81,14.268
532,25-Nov-18 02:45:00,6.75,14.265
