
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,4-Jun-12 14:50:11,0.0000040000,-0.0002440000,1.0035119057,-0.0000720000,0.0041340003,0.0370159969,0.0000000000,1.0000000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21204020 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 7"
Sensor Name,Barometric Pressure (2),,Uploaded,"Aqua4Plus 1.9.10"
File Name,BV_20190208,,Exported,"Aqua4Plus 1.9.10"
# Records,  3630 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,15 psia,
,Minimum,-7.19,13.681,
,Maximum,20.81,14.187,
,Mean,5.13,13.931,
,Variance,29.015,0.0088,
,Std Deviation,5.387,0.0941,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
3102,12-Mar-19 22:15:00,2.88,14.009
3103,12-Mar-19 22:30:00,2.69,14.011
3104,12-Mar-19 22:45:00,2.44,14.011
3105,12-Mar-19 23:00:00,2.19,14.010
3106,12-Mar-19 23:15:00,2.00,14.010
3107,12-Mar-19 23:30:00,1.88,14.010
3108,12-Mar-19 23:45:00,1.75,14.008
3109,13-Mar-19 00:00:00,1.63,14.008
3110,13-Mar-19 00:15:00,1.44,14.005
3111,13-Mar-19 00:30:00,1.25,14.005
3112,13-Mar-19 00:45:00,1.13,14.000
3113,13-Mar-19 01:00:00,1.06,14.000
3114,13-Mar-19 01:15:00,1.00,14.000
3115,13-Mar-19 01:30:00,0.88,14.003
3116,13-Mar-19 01:45:00,0.81,14.004
3117,13-Mar-19 02:00:00,0.69,14.005
3118,13-Mar-19 02:15:00,0.56,14.004
3119,13-Mar-19 02:30:00,0.38,14.002
3120,13-Mar-19 02:45:00,0.25,14.003
3121,13-Mar-19 03:00:00,0.13,14.000
3122,13-Mar-19 03:15:00,0.06,13.995
3123,13-Mar-19 03:30:00,0.00,13.992
3124,13-Mar-19 03:45:00,-0.06,13.992
3125,13-Mar-19 04:00:00,-0.06,13.991
3126,13-Mar-19 04:15:00,-0.13,13.990
3127,13-Mar-19 04:30:00,-0.13,13.993
3128,13-Mar-19 04:45:00,-0.13,13.996
3129,13-Mar-19 05:00:00,-0.19,14.001
3130,13-Mar-19 05:15:00,-0.25,14.002
3131,13-Mar-19 05:30:00,-0.25,14.002
3132,13-Mar-19 05:45:00,-0.31,14.006
3133,13-Mar-19 06:00:00,-0.38,14.007
3134,13-Mar-19 06:15:00,-0.31,14.006
3135,13-Mar-19 06:30:00,-0.38,14.009
3136,13-Mar-19 06:45:00,-0.38,14.008
3137,13-Mar-19 07:00:00,-0.19,14.006
3138,13-Mar-19 07:15:00,0.06,14.007
3139,13-Mar-19 07:30:00,0.38,14.004
3140,13-Mar-19 07:45:00,0.75,14.005
3141,13-Mar-19 08:00:00,1.38,14.007
3142,13-Mar-19 08:15:00,2.38,14.013
3143,13-Mar-19 08:30:00,4.81,14.018
3144,13-Mar-19 08:45:00,6.94,14.019
3145,13-Mar-19 09:00:00,8.69,14.018
3146,13-Mar-19 09:15:00,10.19,14.019
3147,13-Mar-19 09:30:00,11.25,14.020
3148,13-Mar-19 09:45:00,12.13,14.021
3149,13-Mar-19 10:00:00,12.88,14.023
3150,13-Mar-19 10:15:00,13.81,14.015
3151,13-Mar-19 10:30:00,13.94,14.012
3152,13-Mar-19 10:45:00,13.00,14.012
3153,13-Mar-19 11:00:00,12.88,14.013
3154,13-Mar-19 11:15:00,13.06,14.010
3155,13-Mar-19 11:30:00,13.19,14.010
3156,13-Mar-19 11:45:00,14.06,14.008
3157,13-Mar-19 12:00:00,13.88,14.007
3158,13-Mar-19 12:15:00,14.38,14.003
3159,13-Mar-19 12:30:00,14.81,14.002
3160,13-Mar-19 12:45:00,15.19,13.997
3161,13-Mar-19 13:00:00,15.13,13.993
3162,13-Mar-19 13:15:00,15.19,13.989
3163,13-Mar-19 13:30:00,15.50,13.990
3164,13-Mar-19 13:45:00,15.69,13.983
3165,13-Mar-19 14:00:00,15.94,13.977
3166,13-Mar-19 14:15:00,16.13,13.972
3167,13-Mar-19 14:30:00,15.88,13.969
3168,13-Mar-19 14:45:00,15.56,13.971
3169,13-Mar-19 15:00:00,15.63,13.973
3170,13-Mar-19 15:15:00,15.94,13.978
3171,13-Mar-19 15:30:00,16.00,13.977
3172,13-Mar-19 15:45:00,15.69,13.974
3173,13-Mar-19 16:00:00,15.25,13.975
3174,13-Mar-19 16:15:00,14.94,13.979
3175,13-Mar-19 16:30:00,14.88,13.982
3176,13-Mar-19 16:45:00,14.81,13.980
3177,13-Mar-19 17:00:00,14.75,13.980
3178,13-Mar-19 17:15:00,14.31,13.980
3179,13-Mar-19 17:30:00,13.75,13.979
3180,13-Mar-19 17:45:00,13.19,13.984
3181,13-Mar-19 18:00:00,12.69,13.987
3182,13-Mar-19 18:15:00,12.19,13.986
3183,13-Mar-19 18:30:00,11.69,13.985
3184,13-Mar-19 18:45:00,11.19,13.986
3185,13-Mar-19 19:00:00,10.69,13.988
3186,13-Mar-19 19:15:00,10.06,13.988
3187,13-Mar-19 19:30:00,9.50,13.986
3188,13-Mar-19 19:45:00,9.06,13.985
3189,13-Mar-19 20:00:00,8.69,13.984
3190,13-Mar-19 20:15:00,8.38,13.986
3191,13-Mar-19 20:30:00,8.19,13.989
3192,13-Mar-19 20:45:00,7.88,13.986
3193,13-Mar-19 21:00:00,7.88,13.985
3194,13-Mar-19 21:15:00,7.88,13.985
3195,13-Mar-19 21:30:00,8.00,13.983
3196,13-Mar-19 21:45:00,8.19,13.982
3197,13-Mar-19 22:00:00,8.38,13.980
3198,13-Mar-19 22:15:00,8.63,13.980
3199,13-Mar-19 22:30:00,8.81,13.982
3200,13-Mar-19 22:45:00,8.94,13.980
3201,13-Mar-19 23:00:00,9.00,13.981
3202,13-Mar-19 23:15:00,9.06,13.980
3203,13-Mar-19 23:30:00,8.94,13.981
3204,13-Mar-19 23:45:00,8.75,13.980
3205,14-Mar-19 00:00:00,8.69,13.979
3206,14-Mar-19 00:15:00,8.63,13.977
3207,14-Mar-19 00:30:00,8.63,13.978
3208,14-Mar-19 00:45:00,8.50,13.977
3209,14-Mar-19 01:00:00,8.44,13.978
3210,14-Mar-19 01:15:00,8.19,13.978
3211,14-Mar-19 01:30:00,7.88,13.976
3212,14-Mar-19 01:45:00,7.56,13.976
3213,14-Mar-19 02:00:00,7.38,13.976
3214,14-Mar-19 02:15:00,7.56,13.972
3215,14-Mar-19 02:30:00,7.75,13.968
3216,14-Mar-19 02:45:00,7.88,13.970
3217,14-Mar-19 03:00:00,7.88,13.965
3218,14-Mar-19 03:15:00,7.81,13.962
3219,14-Mar-19 03:30:00,7.63,13.960
3220,14-Mar-19 03:45:00,7.31,13.960
3221,14-Mar-19 04:00:00,6.94,13.957
3222,14-Mar-19 04:15:00,6.63,13.956
3223,14-Mar-19 04:30:00,6.63,13.956
3224,14-Mar-19 04:45:00,6.56,13.955
3225,14-Mar-19 05:00:00,6.56,13.954
3226,14-Mar-19 05:15:00,6.88,13.953
3227,14-Mar-19 05:30:00,7.06,13.956
3228,14-Mar-19 05:45:00,6.81,13.958
3229,14-Mar-19 06:00:00,6.50,13.957
3230,14-Mar-19 06:15:00,6.44,13.957
3231,14-Mar-19 06:30:00,6.44,13.959
3232,14-Mar-19 06:45:00,6.69,13.959
3233,14-Mar-19 07:00:00,7.13,13.957
3234,14-Mar-19 07:15:00,7.50,13.955
3235,14-Mar-19 07:30:00,7.63,13.954
3236,14-Mar-19 07:45:00,8.19,13.948
3237,14-Mar-19 08:00:00,8.88,13.950
3238,14-Mar-19 08:15:00,9.19,13.951
3239,14-Mar-19 08:30:00,10.31,13.953
3240,14-Mar-19 08:45:00,12.31,13.954
3241,14-Mar-19 09:00:00,13.88,13.955
3242,14-Mar-19 09:15:00,14.13,13.957
3243,14-Mar-19 09:30:00,14.75,13.958
3244,14-Mar-19 09:45:00,15.31,13.955
3245,14-Mar-19 10:00:00,16.44,13.955
3246,14-Mar-19 10:15:00,16.31,13.956
3247,14-Mar-19 10:30:00,17.31,13.953
3248,14-Mar-19 10:45:00,17.94,13.949
3249,14-Mar-19 11:00:00,19.19,13.947
3250,14-Mar-19 11:15:00,19.00,13.944
3251,14-Mar-19 11:30:00,19.25,13.942
3252,14-Mar-19 11:45:00,20.13,13.944
3253,14-Mar-19 12:00:00,20.81,13.938
3254,14-Mar-19 12:15:00,20.31,13.940
3255,14-Mar-19 12:30:00,19.69,13.939
3256,14-Mar-19 12:45:00,19.38,13.941
3257,14-Mar-19 13:00:00,19.38,13.936
3258,14-Mar-19 13:15:00,19.25,13.931
3259,14-Mar-19 13:30:00,19.13,13.927
3260,14-Mar-19 13:45:00,19.00,13.918
3261,14-Mar-19 14:00:00,19.00,13.908
3262,14-Mar-19 14:15:00,18.94,13.909
3263,14-Mar-19 14:30:00,18.88,13.908
3264,14-Mar-19 14:45:00,18.94,13.912
3265,14-Mar-19 15:00:00,18.94,13.908
3266,14-Mar-19 15:15:00,18.69,13.905
3267,14-Mar-19 15:30:00,18.56,13.909
3268,14-Mar-19 15:45:00,18.44,13.910
3269,14-Mar-19 16:00:00,18.19,13.904
3270,14-Mar-19 16:15:00,18.00,13.905
3271,14-Mar-19 16:30:00,17.88,13.906
3272,14-Mar-19 16:45:00,17.75,13.904
3273,14-Mar-19 17:00:00,17.63,13.905
3274,14-Mar-19 17:15:00,17.50,13.904
3275,14-Mar-19 17:30:00,17.31,13.904
3276,14-Mar-19 17:45:00,17.06,13.906
3277,14-Mar-19 18:00:00,16.88,13.906
3278,14-Mar-19 18:15:00,16.63,13.903
3279,14-Mar-19 18:30:00,16.38,13.905
3280,14-Mar-19 18:45:00,16.25,13.908
3281,14-Mar-19 19:00:00,16.19,13.908
3282,14-Mar-19 19:15:00,16.00,13.908
3283,14-Mar-19 19:30:00,15.69,13.908
3284,14-Mar-19 19:45:00,15.44,13.904
3285,14-Mar-19 20:00:00,15.25,13.900
3286,14-Mar-19 20:15:00,15.25,13.901
3287,14-Mar-19 20:30:00,15.00,13.901
3288,14-Mar-19 20:45:00,14.88,13.902
3289,14-Mar-19 21:00:00,14.94,13.898
3290,14-Mar-19 21:15:00,15.06,13.892
3291,14-Mar-19 21:30:00,15.13,13.887
3292,14-Mar-19 21:45:00,15.19,13.884
3293,14-Mar-19 22:00:00,15.31,13.886
3294,14-Mar-19 22:15:00,15.31,13.884
3295,14-Mar-19 22:30:00,15.13,13.885
3296,14-Mar-19 22:45:00,14.81,13.886
3297,14-Mar-19 23:00:00,14.69,13.882
3298,14-Mar-19 23:15:00,14.81,13.877
3299,14-Mar-19 23:30:00,14.81,13.874
3300,14-Mar-19 23:45:00,14.88,13.875
3301,15-Mar-19 00:00:00,14.94,13.872
3302,15-Mar-19 00:15:00,15.06,13.865
3303,15-Mar-19 00:30:00,15.25,13.865
3304,15-Mar-19 00:45:00,15.38,13.864
3305,15-Mar-19 01:00:00,15.38,13.862
3306,15-Mar-19 01:15:00,15.44,13.862
3307,15-Mar-19 01:30:00,15.38,13.861
3308,15-Mar-19 01:45:00,15.31,13.863
3309,15-Mar-19 02:00:00,15.31,13.856
3310,15-Mar-19 02:15:00,15.31,13.859
3311,15-Mar-19 02:30:00,15.25,13.857
3312,15-Mar-19 02:45:00,15.13,13.852
3313,15-Mar-19 03:00:00,15.13,13.854
3314,15-Mar-19 03:15:00,15.31,13.854
3315,15-Mar-19 03:30:00,15.38,13.853
3316,15-Mar-19 03:45:00,15.50,13.851
3317,15-Mar-19 04:00:00,15.56,13.849
3318,15-Mar-19 04:15:00,15.56,13.850
3319,15-Mar-19 04:30:00,15.56,13.851
3320,15-Mar-19 04:45:00,15.56,13.849
3321,15-Mar-19 05:00:00,15.63,13.852
3322,15-Mar-19 05:15:00,15.69,13.852
3323,15-Mar-19 05:30:00,15.69,13.848
3324,15-Mar-19 05:45:00,15.56,13.851
3325,15-Mar-19 06:00:00,15.38,13.853
3326,15-Mar-19 06:15:00,15.44,13.852
3327,15-Mar-19 06:30:00,15.50,13.852
3328,15-Mar-19 06:45:00,15.50,13.850
3329,15-Mar-19 07:00:00,15.56,13.849
3330,15-Mar-19 07:15:00,15.69,13.851
3331,15-Mar-19 07:30:00,15.88,13.849
3332,15-Mar-19 07:45:00,16.06,13.851
3333,15-Mar-19 08:00:00,16.25,13.848
3334,15-Mar-19 08:15:00,16.44,13.847
3335,15-Mar-19 08:30:00,16.56,13.843
3336,15-Mar-19 08:45:00,16.63,13.848
3337,15-Mar-19 09:00:00,16.63,13.846
3338,15-Mar-19 09:15:00,16.81,13.848
3339,15-Mar-19 09:30:00,17.00,13.846
3340,15-Mar-19 09:45:00,16.94,13.843
3341,15-Mar-19 10:00:00,16.94,13.843
3342,15-Mar-19 10:15:00,17.06,13.845
3343,15-Mar-19 10:30:00,17.13,13.843
3344,15-Mar-19 10:45:00,17.38,13.838
3345,15-Mar-19 11:00:00,17.88,13.837
3346,15-Mar-19 11:15:00,18.25,13.833
3347,15-Mar-19 11:30:00,18.44,13.834
3348,15-Mar-19 11:45:00,18.56,13.834
3349,15-Mar-19 12:00:00,19.06,13.829
3350,15-Mar-19 12:15:00,19.38,13.827
3351,15-Mar-19 12:30:00,19.13,13.829
3352,15-Mar-19 12:45:00,18.88,13.824
3353,15-Mar-19 13:00:00,18.75,13.826
3354,15-Mar-19 13:15:00,18.31,13.822
3355,15-Mar-19 13:30:00,17.88,13.823
3356,15-Mar-19 13:45:00,17.56,13.822
3357,15-Mar-19 14:00:00,17.31,13.817
3358,15-Mar-19 14:15:00,17.44,13.814
3359,15-Mar-19 14:30:00,18.00,13.810
3360,15-Mar-19 14:45:00,18.25,13.810
3361,15-Mar-19 15:00:00,18.63,13.806
3362,15-Mar-19 15:15:00,19.25,13.806
3363,15-Mar-19 15:30:00,19.38,13.803
3364,15-Mar-19 15:45:00,19.50,13.805
3365,15-Mar-19 16:00:00,19.88,13.801
3366,15-Mar-19 16:15:00,20.13,13.800
3367,15-Mar-19 16:30:00,20.31,13.798
3368,15-Mar-19 16:45:00,20.44,13.798
3369,15-Mar-19 17:00:00,20.25,13.794
3370,15-Mar-19 17:15:00,20.06,13.792
3371,15-Mar-19 17:30:00,19.94,13.799
3372,15-Mar-19 17:45:00,19.69,13.802
3373,15-Mar-19 18:00:00,19.31,13.806
3374,15-Mar-19 18:15:00,18.94,13.807
3375,15-Mar-19 18:30:00,18.44,13.809
3376,15-Mar-19 18:45:00,18.06,13.813
3377,15-Mar-19 19:00:00,17.69,13.813
3378,15-Mar-19 19:15:00,17.44,13.816
3379,15-Mar-19 19:30:00,17.31,13.820
3380,15-Mar-19 19:45:00,17.19,13.827
3381,15-Mar-19 20:00:00,16.69,13.829
3382,15-Mar-19 20:15:00,16.19,13.837
3383,15-Mar-19 20:30:00,15.50,13.843
3384,15-Mar-19 20:45:00,14.75,13.848
3385,15-Mar-19 21:00:00,14.06,13.853
3386,15-Mar-19 21:15:00,13.50,13.856
3387,15-Mar-19 21:30:00,13.13,13.858
3388,15-Mar-19 21:45:00,12.63,13.864
3389,15-Mar-19 22:00:00,12.31,13.870
3390,15-Mar-19 22:15:00,11.94,13.874
3391,15-Mar-19 22:30:00,11.56,13.878
3392,15-Mar-19 22:45:00,11.25,13.882
3393,15-Mar-19 23:00:00,10.88,13.880
3394,15-Mar-19 23:15:00,10.50,13.884
3395,15-Mar-19 23:30:00,10.25,13.886
3396,15-Mar-19 23:45:00,9.81,13.892
3397,16-Mar-19 00:00:00,9.50,13.885
3398,16-Mar-19 00:15:00,9.13,13.893
3399,16-Mar-19 00:30:00,8.81,13.891
3400,16-Mar-19 00:45:00,8.50,13.891
3401,16-Mar-19 01:00:00,8.31,13.895
3402,16-Mar-19 01:15:00,8.06,13.896
3403,16-Mar-19 01:30:00,7.81,13.897
3404,16-Mar-19 01:45:00,7.50,13.900
3405,16-Mar-19 02:00:00,7.25,13.902
3406,16-Mar-19 02:15:00,7.00,13.903
3407,16-Mar-19 02:30:00,6.75,13.905
3408,16-Mar-19 02:45:00,6.56,13.905
3409,16-Mar-19 03:00:00,6.31,13.906
3410,16-Mar-19 03:15:00,6.13,13.906
3411,16-Mar-19 03:30:00,5.88,13.909
3412,16-Mar-19 03:45:00,5.56,13.911
3413,16-Mar-19 04:00:00,5.25,13.911
3414,16-Mar-19 04:15:00,4.88,13.912
3415,16-Mar-19 04:30:00,4.63,13.915
3416,16-Mar-19 04:45:00,4.44,13.917
3417,16-Mar-19 05:00:00,4.25,13.918
3418,16-Mar-19 05:15:00,4.00,13.921
3419,16-Mar-19 05:30:00,3.75,13.923
3420,16-Mar-19 05:45:00,3.50,13.925
3421,16-Mar-19 06:00:00,3.31,13.929
3422,16-Mar-19 06:15:00,3.13,13.932
3423,16-Mar-19 06:30:00,3.00,13.930
3424,16-Mar-19 06:45:00,2.88,13.934
3425,16-Mar-19 07:00:00,2.88,13.935
3426,16-Mar-19 07:15:00,2.88,13.936
3427,16-Mar-19 07:30:00,2.88,13.939
3428,16-Mar-19 07:45:00,3.00,13.940
3429,16-Mar-19 08:00:00,3.13,13.943
3430,16-Mar-19 08:15:00,3.69,13.942
3431,16-Mar-19 08:30:00,5.94,13.945
3432,16-Mar-19 08:45:00,6.94,13.947
3433,16-Mar-19 09:00:00,7.63,13.949
3434,16-Mar-19 09:15:00,7.81,13.952
3435,16-Mar-19 09:30:00,8.06,13.956
3436,16-Mar-19 09:45:00,8.56,13.959
3437,16-Mar-19 10:00:00,9.13,13.956
3438,16-Mar-19 10:15:00,9.19,13.956
3439,16-Mar-19 10:30:00,9.69,13.956
3440,16-Mar-19 10:45:00,10.63,13.956
3441,16-Mar-19 11:00:00,11.06,13.959
3442,16-Mar-19 11:15:00,11.50,13.959
3443,16-Mar-19 11:30:00,11.75,13.960
3444,16-Mar-19 11:45:00,12.56,13.955
3445,16-Mar-19 12:00:00,12.50,13.955
3446,16-Mar-19 12:15:00,12.06,13.950
3447,16-Mar-19 12:30:00,11.50,13.946
3448,16-Mar-19 12:45:00,11.19,13.945
3449,16-Mar-19 13:00:00,11.13,13.944
3450,16-Mar-19 13:15:00,11.38,13.938
3451,16-Mar-19 13:30:00,11.56,13.934
3452,16-Mar-19 13:45:00,11.50,13.930
3453,16-Mar-19 14:00:00,11.50,13.929
3454,16-Mar-19 14:15:00,11.63,13.927
3455,16-Mar-19 14:30:00,11.75,13.926
3456,16-Mar-19 14:45:00,11.94,13.927
3457,16-Mar-19 15:00:00,12.25,13.924
3458,16-Mar-19 15:15:00,12.50,13.925
3459,16-Mar-19 15:30:00,12.44,13.925
3460,16-Mar-19 15:45:00,12.50,13.922
3461,16-Mar-19 16:00:00,12.50,13.922
3462,16-Mar-19 16:15:00,12.44,13.923
3463,16-Mar-19 16:30:00,12.38,13.927
3464,16-Mar-19 16:45:00,12.13,13.925
3465,16-Mar-19 17:00:00,11.81,13.927
3466,16-Mar-19 17:15:00,11.50,13.926
3467,16-Mar-19 17:30:00,11.25,13.928
3468,16-Mar-19 17:45:00,11.00,13.930
3469,16-Mar-19 18:00:00,10.69,13.931
3470,16-Mar-19 18:15:00,10.31,13.936
3471,16-Mar-19 18:30:00,9.88,13.938
3472,16-Mar-19 18:45:00,9.56,13.940
3473,16-Mar-19 19:00:00,9.25,13.943
3474,16-Mar-19 19:15:00,8.88,13.945
3475,16-Mar-19 19:30:00,8.50,13.948
3476,16-Mar-19 19:45:00,8.31,13.950
3477,16-Mar-19 20:00:00,8.25,13.952
3478,16-Mar-19 20:15:00,8.06,13.956
3479,16-Mar-19 20:30:00,7.75,13.957
3480,16-Mar-19 20:45:00,7.50,13.960
3481,16-Mar-19 21:00:00,7.38,13.961
3482,16-Mar-19 21:15:00,7.19,13.961
3483,16-Mar-19 21:30:00,7.00,13.962
3484,16-Mar-19 21:45:00,6.75,13.959
3485,16-Mar-19 22:00:00,6.63,13.959
3486,16-Mar-19 22:15:00,6.38,13.960
3487,16-Mar-19 22:30:00,6.13,13.960
3488,16-Mar-19 22:45:00,5.81,13.962
3489,16-Mar-19 23:00:00,5.69,13.964
3490,16-Mar-19 23:15:00,5.50,13.966
3491,16-Mar-19 23:30:00,5.31,13.966
3492,16-Mar-19 23:45:00,5.00,13.965
3493,17-Mar-19 00:00:00,4.75,13.967
3494,17-Mar-19 00:15:00,4.44,13.964
3495,17-Mar-19 00:30:00,4.13,13.963
3496,17-Mar-19 00:45:00,4.00,13.967
3497,17-Mar-19 01:00:00,4.00,13.969
3498,17-Mar-19 01:15:00,3.75,13.965
3499,17-Mar-19 01:30:00,3.38,13.965
3500,17-Mar-19 01:45:00,3.00,13.965
3501,17-Mar-19 02:00:00,2.94,13.965
3502,17-Mar-19 02:15:00,3.06,13.964
3503,17-Mar-19 02:30:00,3.00,13.966
3504,17-Mar-19 02:45:00,2.81,13.967
3505,17-Mar-19 03:00:00,2.63,13.966
3506,17-Mar-19 03:15:00,2.38,13.965
3507,17-Mar-19 03:30:00,2.00,13.969
3508,17-Mar-19 03:45:00,1.75,13.969
3509,17-Mar-19 04:00:00,1.50,13.969
3510,17-Mar-19 04:15:00,1.25,13.971
3511,17-Mar-19 04:30:00,1.13,13.971
3512,17-Mar-19 04:45:00,1.06,13.973
3513,17-Mar-19 05:00:00,1.06,13.977
3514,17-Mar-19 05:15:00,1.00,13.980
3515,17-Mar-19 05:30:00,0.94,13.981
3516,17-Mar-19 05:45:00,0.88,13.983
3517,17-Mar-19 06:00:00,0.75,13.982
3518,17-Mar-19 06:15:00,0.81,13.983
3519,17-Mar-19 06:30:00,0.94,13.983
3520,17-Mar-19 06:45:00,1.00,13.985
3521,17-Mar-19 07:00:00,1.25,13.987
3522,17-Mar-19 07:15:00,1.44,13.986
3523,17-Mar-19 07:30:00,1.56,13.988
3524,17-Mar-19 07:45:00,1.56,13.990
3525,17-Mar-19 08:00:00,1.63,13.994
3526,17-Mar-19 08:15:00,2.38,13.994
3527,17-Mar-19 08:30:00,5.25,13.993
3528,17-Mar-19 08:45:00,6.81,13.996
3529,17-Mar-19 09:00:00,7.94,13.994
3530,17-Mar-19 09:15:00,8.44,13.998
3531,17-Mar-19 09:30:00,8.81,13.997
3532,17-Mar-19 09:45:00,9.13,13.995
3533,17-Mar-19 10:00:00,10.00,13.996
3534,17-Mar-19 10:15:00,10.69,13.994
3535,17-Mar-19 10:30:00,11.38,13.992
3536,17-Mar-19 10:45:00,11.38,13.992
3537,17-Mar-19 11:00:00,11.63,13.988
3538,17-Mar-19 11:15:00,12.06,13.985
3539,17-Mar-19 11:30:00,12.25,13.980
3540,17-Mar-19 11:45:00,12.19,13.980
3541,17-Mar-19 12:00:00,12.44,13.972
3542,17-Mar-19 12:15:00,11.94,13.969
3543,17-Mar-19 12:30:00,11.38,13.965
3544,17-Mar-19 12:45:00,10.75,13.961
3545,17-Mar-19 13:00:00,10.44,13.955
3546,17-Mar-19 13:15:00,10.44,13.949
3547,17-Mar-19 13:30:00,10.44,13.946
3548,17-Mar-19 13:45:00,10.63,13.939
3549,17-Mar-19 14:00:00,10.88,13.936
3550,17-Mar-19 14:15:00,11.06,13.933
3551,17-Mar-19 14:30:00,11.25,13.930
3552,17-Mar-19 14:45:00,11.50,13.927
3553,17-Mar-19 15:00:00,11.75,13.927
3554,17-Mar-19 15:15:00,11.94,13.927
3555,17-Mar-19 15:30:00,12.00,13.924
3556,17-Mar-19 15:45:00,12.00,13.923
3557,17-Mar-19 16:00:00,11.88,13.921
3558,17-Mar-19 16:15:00,11.56,13.922
3559,17-Mar-19 16:30:00,11.50,13.919
3560,17-Mar-19 16:45:00,11.31,13.916
3561,17-Mar-19 17:00:00,11.25,13.918
3562,17-Mar-19 17:15:00,11.19,13.918
3563,17-Mar-19 17:30:00,10.94,13.919
3564,17-Mar-19 17:45:00,10.69,13.922
3565,17-Mar-19 18:00:00,10.50,13.923
3566,17-Mar-19 18:15:00,10.06,13.927
3567,17-Mar-19 18:30:00,9.81,13.929
3568,17-Mar-19 18:45:00,9.38,13.930
3569,17-Mar-19 19:00:00,8.88,13.931
3570,17-Mar-19 19:15:00,8.13,13.933
3571,17-Mar-19 19:30:00,7.69,13.935
3572,17-Mar-19 19:45:00,7.69,13.936
3573,17-Mar-19 20:00:00,7.13,13.938
3574,17-Mar-19 20:15:00,7.00,13.938
3575,17-Mar-19 20:30:00,6.88,13.940
3576,17-Mar-19 20:45:00,6.94,13.942
3577,17-Mar-19 21:00:00,6.75,13.940
3578,17-Mar-19 21:15:00,6.63,13.943
3579,17-Mar-19 21:30:00,6.50,13.944
3580,17-Mar-19 21:45:00,6.44,13.945
3581,17-Mar-19 22:00:00,6.44,13.944
3582,17-Mar-19 22:15:00,6.06,13.943
3583,17-Mar-19 22:30:00,5.63,13.944
3584,17-Mar-19 22:45:00,5.25,13.944
3585,17-Mar-19 23:00:00,4.75,13.946
3586,17-Mar-19 23:15:00,4.31,13.946
3587,17-Mar-19 23:30:00,4.00,13.946
3588,17-Mar-19 23:45:00,3.88,13.945
3589,18-Mar-19 00:00:00,3.94,13.943
3590,18-Mar-19 00:15:00,3.94,13.942
3591,18-Mar-19 00:30:00,3.63,13.941
3592,18-Mar-19 00:45:00,3.38,13.941
3593,18-Mar-19 01:00:00,3.38,13.942
3594,18-Mar-19 01:15:00,3.50,13.941
3595,18-Mar-19 01:30:00,3.56,13.940
3596,18-Mar-19 01:45:00,3.56,13.938
3597,18-Mar-19 02:00:00,3.56,13.937
3598,18-Mar-19 02:15:00,3.56,13.935
3599,18-Mar-19 02:30:00,3.50,13.933
3600,18-Mar-19 02:45:00,3.50,13.930
3601,18-Mar-19 03:00:00,3.50,13.928
3602,18-Mar-19 03:15:00,3.31,13.928
3603,18-Mar-19 03:30:00,3.25,13.928
3604,18-Mar-19 03:45:00,3.19,13.927
3605,18-Mar-19 04:00:00,3.13,13.927
3606,18-Mar-19 04:15:00,3.06,13.929
3607,18-Mar-19 04:30:00,2.94,13.931
3608,18-Mar-19 04:45:00,2.94,13.933
3609,18-Mar-19 05:00:00,2.88,13.936
3610,18-Mar-19 05:15:00,2.88,13.941
3611,18-Mar-19 05:30:00,2.81,13.944
3612,18-Mar-19 05:45:00,2.81,13.943
3613,18-Mar-19 06:00:00,2.69,13.943
3614,18-Mar-19 06:15:00,2.44,13.947
3615,18-Mar-19 06:30:00,2.19,13.948
3616,18-Mar-19 06:45:00,1.94,13.951
3617,18-Mar-19 07:00:00,1.88,13.952
3618,18-Mar-19 07:15:00,2.25,13.955
3619,18-Mar-19 07:30:00,2.81,13.958
3620,18-Mar-19 07:45:00,3.25,13.960
3621,18-Mar-19 08:00:00,3.56,13.961
3622,18-Mar-19 08:15:00,4.63,13.965
3623,18-Mar-19 08:30:00,6.81,13.967
3624,18-Mar-19 08:45:00,7.63,13.969
3625,18-Mar-19 09:00:00,8.31,13.971
3626,18-Mar-19 09:15:00,8.69,13.971
3627,18-Mar-19 09:30:00,9.13,13.972
3628,18-Mar-19 09:45:00,9.81,13.971
3629,18-Mar-19 10:00:00,10.50,13.969
3630,18-Mar-19 10:15:00,10.50,13.974
