
Advanced Calibration Data
,Temperature,Cal Date, Tm, Tzs, Tb
,Pressure,Cal Date,m2,m1,m0,b2,b1,b0,Linear(a),Linear(b)
,Temperature,unknown,0.000000,0.00,0.000000
,Pressure,4-Jun-12 14:50:11,0.0000040000,-0.0002440000,1.0035119057,-0.0000720000,0.0041340003,0.0370159969,0.0000000000,1.0000000000

Field Calibration Data
,Temperature,Cal Date,Slope,Offset
,Pressure,Cal Date,Slope,Offset
,Temperature(degC),unknown,1.000000,0.000
,Pressure(psi),unknown,1.000000,0.0000

Sensor/File information
Sensor SN, 21204020 ,,Modbus Addr., 2 
Sensor Type,PT2X,,Initialized w/fw Rev,"2. 7"
Sensor Name,Barometric Pressure (2),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_BV_20181119,,Exported,"Aqua4Plus 1.9.10"
# Records,  7787 
Statistical Data,,Temperature(degC),Pressure(psi),
,Sensor Range,-40 - +125 degC,15 psia,
,Minimum,-13.31,13.487,
,Maximum,21.94,14.162,
,Mean,3.99,13.905,
,Variance,30.705,0.0108,
,Std Deviation,5.541,0.1037,
,,,,
,Field Cal Date,unknown,unknown,
Rec #,Date/Time,Temperature(degC),Pressure(psi)
1,19-Nov-18 12:00:00,14.38,13.912
2,19-Nov-18 12:15:00,14.06,13.907
3,19-Nov-18 12:30:00,14.25,13.902
4,19-Nov-18 12:45:00,14.38,13.899
5,19-Nov-18 13:00:00,14.44,13.895
6,19-Nov-18 13:15:00,14.50,13.894
7,19-Nov-18 13:30:00,14.69,13.889
8,19-Nov-18 13:45:00,14.88,13.887
9,19-Nov-18 14:00:00,15.06,13.886
10,19-Nov-18 14:15:00,15.00,13.885
11,19-Nov-18 14:30:00,14.94,13.881
12,19-Nov-18 14:45:00,15.13,13.880
13,19-Nov-18 15:00:00,15.38,13.877
14,19-Nov-18 15:15:00,15.50,13.876
15,19-Nov-18 15:30:00,15.38,13.876
16,19-Nov-18 15:45:00,15.31,13.874
17,19-Nov-18 16:00:00,15.13,13.873
18,19-Nov-18 16:15:00,14.81,13.873
19,19-Nov-18 16:30:00,14.38,13.870
20,19-Nov-18 16:45:00,13.81,13.871
21,19-Nov-18 17:00:00,12.94,13.868
22,19-Nov-18 17:15:00,12.13,13.868
23,19-Nov-18 17:30:00,11.44,13.867
24,19-Nov-18 17:45:00,10.88,13.870
25,19-Nov-18 18:00:00,10.25,13.870
26,19-Nov-18 18:15:00,10.00,13.867
27,19-Nov-18 18:30:00,9.56,13.868
28,19-Nov-18 18:45:00,9.25,13.867
29,19-Nov-18 19:00:00,8.94,13.869
30,19-Nov-18 19:15:00,8.88,13.867
31,19-Nov-18 19:30:00,8.94,13.868
32,19-Nov-18 19:45:00,8.88,13.865
33,19-Nov-18 20:00:00,8.88,13.866
34,19-Nov-18 20:15:00,8.75,13.865
35,19-Nov-18 20:30:00,8.44,13.861
36,19-Nov-18 20:45:00,8.13,13.864
37,19-Nov-18 21:00:00,7.94,13.859
38,19-Nov-18 21:15:00,7.94,13.859
39,19-Nov-18 21:30:00,7.94,13.858
40,19-Nov-18 21:45:00,7.88,13.859
41,19-Nov-18 22:00:00,7.88,13.858
42,19-Nov-18 22:15:00,7.94,13.856
43,19-Nov-18 22:30:00,8.00,13.854
44,19-Nov-18 22:45:00,8.06,13.853
45,19-Nov-18 23:00:00,8.00,13.850
46,19-Nov-18 23:15:00,7.75,13.850
47,19-Nov-18 23:30:00,7.50,13.849
48,19-Nov-18 23:45:00,7.31,13.848
49,20-Nov-18 00:00:00,7.06,13.846
50,20-Nov-18 00:15:00,6.94,13.846
51,20-Nov-18 00:30:00,6.69,13.845
52,20-Nov-18 00:45:00,6.63,13.845
53,20-Nov-18 01:00:00,6.75,13.844
54,20-Nov-18 01:15:00,6.88,13.843
55,20-Nov-18 01:30:00,7.50,13.840
56,20-Nov-18 01:45:00,8.88,13.842
57,20-Nov-18 02:00:00,9.63,13.844
58,20-Nov-18 02:15:00,9.88,13.843
59,20-Nov-18 02:30:00,9.63,13.842
60,20-Nov-18 02:45:00,9.25,13.841
61,20-Nov-18 03:00:00,8.94,13.842
62,20-Nov-18 03:15:00,8.63,13.839
63,20-Nov-18 03:30:00,8.31,13.840
64,20-Nov-18 03:45:00,8.25,13.839
65,20-Nov-18 04:00:00,8.25,13.838
66,20-Nov-18 04:15:00,8.38,13.838
67,20-Nov-18 04:30:00,8.81,13.841
68,20-Nov-18 04:45:00,9.38,13.840
69,20-Nov-18 05:00:00,9.56,13.841
70,20-Nov-18 05:15:00,9.69,13.844
71,20-Nov-18 05:30:00,9.75,13.843
72,20-Nov-18 05:45:00,9.75,13.846
73,20-Nov-18 06:00:00,9.75,13.849
74,20-Nov-18 06:15:00,9.69,13.850
75,20-Nov-18 06:30:00,9.63,13.852
76,20-Nov-18 06:45:00,9.63,13.856
77,20-Nov-18 07:00:00,9.63,13.856
78,20-Nov-18 07:15:00,9.56,13.854
79,20-Nov-18 07:30:00,9.50,13.856
80,20-Nov-18 07:45:00,9.50,13.861
81,20-Nov-18 08:00:00,9.56,13.863
82,20-Nov-18 08:15:00,9.50,13.865
83,20-Nov-18 08:30:00,9.50,13.867
84,20-Nov-18 08:45:00,9.69,13.870
85,20-Nov-18 09:00:00,12.00,13.869
86,20-Nov-18 09:15:00,13.38,13.875
87,20-Nov-18 09:30:00,12.94,13.877
88,20-Nov-18 09:45:00,13.56,13.880
89,20-Nov-18 10:00:00,14.31,13.881
90,20-Nov-18 10:15:00,14.25,13.883
91,20-Nov-18 10:30:00,13.88,13.887
92,20-Nov-18 10:45:00,14.69,13.887
93,20-Nov-18 11:00:00,13.88,13.890
94,20-Nov-18 11:15:00,12.31,13.891
95,20-Nov-18 11:30:00,12.69,13.891
96,20-Nov-18 11:45:00,13.25,13.889
97,20-Nov-18 12:00:00,12.69,13.885
98,20-Nov-18 12:15:00,12.25,13.889
99,20-Nov-18 12:30:00,11.81,13.887
100,20-Nov-18 12:45:00,11.44,13.883
101,20-Nov-18 13:00:00,11.19,13.884
102,20-Nov-18 13:15:00,10.94,13.884
103,20-Nov-18 13:30:00,11.06,13.886
104,20-Nov-18 13:45:00,11.44,13.887
105,20-Nov-18 14:00:00,11.56,13.890
106,20-Nov-18 14:15:00,11.56,13.894
107,20-Nov-18 14:30:00,11.19,13.895
108,20-Nov-18 14:45:00,11.19,13.899
109,20-Nov-18 15:00:00,10.94,13.900
110,20-Nov-18 15:15:00,10.50,13.902
111,20-Nov-18 15:30:00,10.13,13.905
112,20-Nov-18 15:45:00,9.50,13.908
113,20-Nov-18 16:00:00,8.88,13.909
114,20-Nov-18 16:15:00,8.56,13.915
115,20-Nov-18 16:30:00,8.25,13.914
116,20-Nov-18 16:45:00,7.75,13.917
117,20-Nov-18 17:00:00,7.38,13.919
118,20-Nov-18 17:15:00,7.13,13.922
119,20-Nov-18 17:30:00,6.81,13.920
120,20-Nov-18 17:45:00,6.56,13.923
121,20-Nov-18 18:00:00,6.38,13.924
122,20-Nov-18 18:15:00,6.13,13.926
123,20-Nov-18 18:30:00,5.94,13.928
124,20-Nov-18 18:45:00,5.75,13.930
125,20-Nov-18 19:00:00,5.69,13.932
126,20-Nov-18 19:15:00,5.63,13.932
127,20-Nov-18 19:30:00,5.44,13.932
128,20-Nov-18 19:45:00,5.19,13.936
129,20-Nov-18 20:00:00,5.06,13.938
130,20-Nov-18 20:15:00,5.00,13.939
131,20-Nov-18 20:30:00,4.81,13.940
132,20-Nov-18 20:45:00,4.69,13.938
133,20-Nov-18 21:00:00,4.56,13.940
134,20-Nov-18 21:15:00,4.31,13.942
135,20-Nov-18 21:30:00,4.19,13.942
136,20-Nov-18 21:45:00,4.19,13.944
137,20-Nov-18 22:00:00,4.19,13.948
138,20-Nov-18 22:15:00,4.19,13.947
139,20-Nov-18 22:30:00,4.13,13.949
140,20-Nov-18 22:45:00,4.13,13.951
141,20-Nov-18 23:00:00,4.06,13.951
142,20-Nov-18 23:15:00,4.06,13.952
143,20-Nov-18 23:30:00,3.94,13.953
144,20-Nov-18 23:45:00,3.69,13.953
145,21-Nov-18 00:00:00,3.50,13.951
146,21-Nov-18 00:15:00,3.13,13.950
147,21-Nov-18 00:30:00,2.69,13.948
148,21-Nov-18 00:45:00,2.56,13.947
149,21-Nov-18 01:00:00,2.75,13.945
150,21-Nov-18 01:15:00,2.69,13.943
151,21-Nov-18 01:30:00,2.44,13.942
152,21-Nov-18 01:45:00,2.38,13.944
153,21-Nov-18 02:00:00,2.31,13.942
154,21-Nov-18 02:15:00,2.19,13.939
155,21-Nov-18 02:30:00,2.13,13.940
156,21-Nov-18 02:45:00,1.88,13.942
157,21-Nov-18 03:00:00,1.75,13.941
158,21-Nov-18 03:15:00,1.75,13.940
159,21-Nov-18 03:30:00,1.75,13.939
160,21-Nov-18 03:45:00,1.75,13.939
161,21-Nov-18 04:00:00,1.56,13.939
162,21-Nov-18 04:15:00,1.44,13.937
163,21-Nov-18 04:30:00,1.38,13.938
164,21-Nov-18 04:45:00,1.38,13.936
165,21-Nov-18 05:00:00,1.31,13.936
166,21-Nov-18 05:15:00,1.50,13.935
167,21-Nov-18 05:30:00,1.56,13.939
168,21-Nov-18 05:45:00,1.50,13.940
169,21-Nov-18 06:00:00,1.44,13.942
170,21-Nov-18 06:15:00,1.44,13.941
171,21-Nov-18 06:30:00,1.44,13.942
172,21-Nov-18 06:45:00,1.31,13.941
173,21-Nov-18 07:00:00,1.31,13.944
174,21-Nov-18 07:15:00,1.38,13.945
175,21-Nov-18 07:30:00,1.56,13.945
176,21-Nov-18 07:45:00,1.75,13.954
177,21-Nov-18 08:00:00,1.94,13.955
178,21-Nov-18 08:15:00,2.06,13.954
179,21-Nov-18 08:30:00,2.13,13.956
180,21-Nov-18 08:45:00,2.44,13.957
181,21-Nov-18 09:00:00,4.75,13.958
182,21-Nov-18 09:15:00,6.00,13.959
183,21-Nov-18 09:30:00,6.38,13.963
184,21-Nov-18 09:45:00,7.38,13.963
185,21-Nov-18 10:00:00,8.88,13.963
186,21-Nov-18 10:15:00,10.06,13.962
187,21-Nov-18 10:30:00,10.81,13.962
188,21-Nov-18 10:45:00,10.88,13.963
189,21-Nov-18 11:00:00,11.25,13.960
190,21-Nov-18 11:15:00,12.00,13.959
191,21-Nov-18 11:30:00,12.00,13.956
192,21-Nov-18 11:45:00,11.94,13.950
193,21-Nov-18 12:00:00,10.88,13.949
194,21-Nov-18 12:15:00,9.94,13.946
195,21-Nov-18 12:30:00,9.69,13.943
196,21-Nov-18 12:45:00,9.75,13.942
197,21-Nov-18 13:00:00,9.75,13.943
198,21-Nov-18 13:15:00,9.75,13.945
199,21-Nov-18 13:30:00,9.81,13.943
200,21-Nov-18 13:45:00,9.94,13.943
201,21-Nov-18 14:00:00,10.13,13.944
202,21-Nov-18 14:15:00,10.50,13.941
203,21-Nov-18 14:30:00,10.94,13.940
204,21-Nov-18 14:45:00,11.31,13.939
205,21-Nov-18 15:00:00,11.69,13.940
206,21-Nov-18 15:15:00,11.81,13.941
207,21-Nov-18 15:30:00,11.38,13.942
208,21-Nov-18 15:45:00,10.88,13.943
209,21-Nov-18 16:00:00,10.50,13.945
210,21-Nov-18 16:15:00,10.13,13.946
211,21-Nov-18 16:30:00,9.75,13.946
212,21-Nov-18 16:45:00,9.50,13.948
213,21-Nov-18 17:00:00,9.00,13.951
214,21-Nov-18 17:15:00,8.63,13.953
215,21-Nov-18 17:30:00,8.31,13.956
216,21-Nov-18 17:45:00,7.94,13.957
217,21-Nov-18 18:00:00,7.31,13.960
218,21-Nov-18 18:15:00,7.25,13.964
219,21-Nov-18 18:30:00,7.13,13.963
220,21-Nov-18 18:45:00,7.06,13.964
221,21-Nov-18 19:00:00,6.94,13.963
222,21-Nov-18 19:15:00,6.81,13.968
223,21-Nov-18 19:30:00,6.69,13.969
224,21-Nov-18 19:45:00,6.56,13.972
225,21-Nov-18 20:00:00,6.44,13.974
226,21-Nov-18 20:15:00,6.31,13.973
227,21-Nov-18 20:30:00,6.19,13.972
228,21-Nov-18 20:45:00,6.13,13.972
229,21-Nov-18 21:00:00,6.00,13.973
230,21-Nov-18 21:15:00,5.94,13.973
231,21-Nov-18 21:30:00,5.88,13.973
232,21-Nov-18 21:45:00,5.81,13.968
233,21-Nov-18 22:00:00,5.69,13.973
234,21-Nov-18 22:15:00,5.56,13.977
235,21-Nov-18 22:30:00,5.38,13.979
236,21-Nov-18 22:45:00,5.19,13.983
237,21-Nov-18 23:00:00,5.06,13.982
238,21-Nov-18 23:15:00,4.94,13.985
239,21-Nov-18 23:30:00,4.81,13.988
240,21-Nov-18 23:45:00,4.63,13.989
241,22-Nov-18 00:00:00,4.44,13.992
242,22-Nov-18 00:15:00,4.25,13.991
243,22-Nov-18 00:30:00,4.13,13.991
244,22-Nov-18 00:45:00,4.00,13.993
245,22-Nov-18 01:00:00,3.81,13.994
246,22-Nov-18 01:15:00,3.75,13.994
247,22-Nov-18 01:30:00,3.56,13.994
248,22-Nov-18 01:45:00,3.56,13.995
249,22-Nov-18 02:00:00,3.44,13.995
250,22-Nov-18 02:15:00,3.44,13.997
251,22-Nov-18 02:30:00,3.38,13.997
252,22-Nov-18 02:45:00,3.31,13.998
253,22-Nov-18 03:00:00,3.25,13.998
254,22-Nov-18 03:15:00,3.13,13.998
255,22-Nov-18 03:30:00,3.06,13.998
256,22-Nov-18 03:45:00,2.94,13.998
257,22-Nov-18 04:00:00,2.81,14.000
258,22-Nov-18 04:15:00,2.81,14.003
259,22-Nov-18 04:30:00,2.88,14.007
260,22-Nov-18 04:45:00,2.81,14.008
261,22-Nov-18 05:00:00,2.63,14.011
262,22-Nov-18 05:15:00,2.56,14.011
263,22-Nov-18 05:30:00,2.56,14.013
264,22-Nov-18 05:45:00,2.56,14.014
265,22-Nov-18 06:00:00,2.38,14.015
266,22-Nov-18 06:15:00,2.44,14.018
267,22-Nov-18 06:30:00,2.50,14.017
268,22-Nov-18 06:45:00,2.63,14.017
269,22-Nov-18 07:00:00,2.63,14.021
270,22-Nov-18 07:15:00,2.69,14.022
271,22-Nov-18 07:30:00,2.81,14.021
272,22-Nov-18 07:45:00,2.88,14.022
273,22-Nov-18 08:00:00,3.06,14.028
274,22-Nov-18 08:15:00,3.19,14.032
275,22-Nov-18 08:30:00,3.25,14.037
276,22-Nov-18 08:45:00,3.50,14.039
277,22-Nov-18 09:00:00,5.75,14.040
278,22-Nov-18 09:15:00,7.00,14.040
279,22-Nov-18 09:30:00,7.81,14.043
280,22-Nov-18 09:45:00,9.19,14.045
281,22-Nov-18 10:00:00,10.00,14.045
282,22-Nov-18 10:15:00,10.06,14.046
283,22-Nov-18 10:30:00,10.38,14.048
284,22-Nov-18 10:45:00,10.63,14.047
285,22-Nov-18 11:00:00,10.81,14.043
286,22-Nov-18 11:15:00,11.31,14.043
287,22-Nov-18 11:30:00,11.25,14.041
288,22-Nov-18 11:45:00,10.88,14.040
289,22-Nov-18 12:00:00,10.19,14.038
290,22-Nov-18 12:15:00,9.63,14.037
291,22-Nov-18 12:30:00,9.31,14.035
292,22-Nov-18 12:45:00,9.19,14.034
293,22-Nov-18 13:00:00,9.38,14.032
294,22-Nov-18 13:15:00,9.38,14.032
295,22-Nov-18 13:30:00,9.63,14.030
296,22-Nov-18 13:45:00,9.50,14.026
297,22-Nov-18 14:00:00,9.38,14.024
298,22-Nov-18 14:15:00,9.31,14.022
299,22-Nov-18 14:30:00,9.31,14.021
300,22-Nov-18 14:45:00,9.31,14.020
301,22-Nov-18 15:00:00,9.25,14.020
302,22-Nov-18 15:15:00,9.00,14.019
303,22-Nov-18 15:30:00,8.50,14.020
304,22-Nov-18 15:45:00,8.19,14.021
305,22-Nov-18 16:00:00,8.00,14.022
306,22-Nov-18 16:15:00,7.75,14.024
307,22-Nov-18 16:30:00,7.44,14.027
308,22-Nov-18 16:45:00,7.19,14.028
309,22-Nov-18 17:00:00,7.00,14.031
310,22-Nov-18 17:15:00,6.81,14.037
311,22-Nov-18 17:30:00,6.56,14.038
312,22-Nov-18 17:45:00,6.31,14.041
313,22-Nov-18 18:00:00,6.06,14.041
314,22-Nov-18 18:15:00,5.81,14.044
315,22-Nov-18 18:30:00,5.63,14.047
316,22-Nov-18 18:45:00,5.38,14.050
317,22-Nov-18 19:00:00,5.06,14.052
318,22-Nov-18 19:15:00,4.81,14.053
319,22-Nov-18 19:30:00,4.50,14.054
320,22-Nov-18 19:45:00,4.25,14.056
321,22-Nov-18 20:00:00,3.94,14.061
322,22-Nov-18 20:15:00,3.63,14.063
323,22-Nov-18 20:30:00,3.31,14.064
324,22-Nov-18 20:45:00,3.13,14.067
325,22-Nov-18 21:00:00,2.88,14.069
326,22-Nov-18 21:15:00,2.75,14.072
327,22-Nov-18 21:30:00,2.69,14.074
328,22-Nov-18 21:45:00,2.69,14.077
329,22-Nov-18 22:00:00,2.63,14.076
330,22-Nov-18 22:15:00,2.50,14.077
331,22-Nov-18 22:30:00,2.13,14.078
332,22-Nov-18 22:45:00,1.81,14.081
333,22-Nov-18 23:00:00,1.56,14.081
334,22-Nov-18 23:15:00,1.38,14.081
335,22-Nov-18 23:30:00,1.06,14.082
336,22-Nov-18 23:45:00,0.81,14.083
337,23-Nov-18 00:00:00,0.63,14.084
338,23-Nov-18 00:15:00,0.50,14.085
339,23-Nov-18 00:30:00,0.38,14.087
340,23-Nov-18 00:45:00,0.25,14.088
341,23-Nov-18 01:00:00,0.06,14.088
342,23-Nov-18 01:15:00,-0.06,14.086
343,23-Nov-18 01:30:00,-0.13,14.085
344,23-Nov-18 01:45:00,-0.19,14.086
345,23-Nov-18 02:00:00,-0.25,14.083
346,23-Nov-18 02:15:00,-0.31,14.083
347,23-Nov-18 02:30:00,-0.44,14.084
348,23-Nov-18 02:45:00,-0.56,14.083
349,23-Nov-18 03:00:00,-0.69,14.080
350,23-Nov-18 03:15:00,-0.81,14.077
351,23-Nov-18 03:30:00,-0.94,14.075
352,23-Nov-18 03:45:00,-1.00,14.075
353,23-Nov-18 04:00:00,-1.13,14.074
354,23-Nov-18 04:15:00,-1.19,14.072
355,23-Nov-18 04:30:00,-1.31,14.072
356,23-Nov-18 04:45:00,-1.44,14.073
357,23-Nov-18 05:00:00,-1.50,14.076
358,23-Nov-18 05:15:00,-1.56,14.075
359,23-Nov-18 05:30:00,-1.69,14.078
360,23-Nov-18 05:45:00,-1.75,14.079
361,23-Nov-18 06:00:00,-1.81,14.081
362,23-Nov-18 06:15:00,-1.88,14.080
363,23-Nov-18 06:30:00,-1.94,14.081
364,23-Nov-18 06:45:00,-2.00,14.083
365,23-Nov-18 07:00:00,-2.06,14.088
366,23-Nov-18 07:15:00,-2.06,14.085
367,23-Nov-18 07:30:00,-2.06,14.085
368,23-Nov-18 07:45:00,-2.06,14.089
369,23-Nov-18 08:00:00,-2.00,14.089
370,23-Nov-18 08:15:00,-1.94,14.088
371,23-Nov-18 08:30:00,-1.81,14.088
372,23-Nov-18 08:45:00,-1.81,14.092
373,23-Nov-18 09:00:00,-1.69,14.092
374,23-Nov-18 09:15:00,-1.50,14.091
375,23-Nov-18 09:30:00,-1.38,14.093
376,23-Nov-18 09:45:00,-1.19,14.093
377,23-Nov-18 10:00:00,-1.00,14.093
378,23-Nov-18 10:15:00,-0.75,14.094
379,23-Nov-18 10:30:00,-0.56,14.094
380,23-Nov-18 10:45:00,-0.44,14.091
381,23-Nov-18 11:00:00,-0.25,14.089
382,23-Nov-18 11:15:00,0.00,14.084
383,23-Nov-18 11:30:00,0.38,14.080
384,23-Nov-18 11:45:00,0.56,14.074
385,23-Nov-18 12:00:00,0.81,14.071
386,23-Nov-18 12:15:00,1.00,14.066
387,23-Nov-18 12:30:00,1.00,14.062
388,23-Nov-18 12:45:00,1.06,14.057
389,23-Nov-18 13:00:00,1.06,14.055
390,23-Nov-18 13:15:00,1.25,14.051
391,23-Nov-18 13:30:00,1.19,14.049
392,23-Nov-18 13:45:00,1.13,14.044
393,23-Nov-18 14:00:00,1.13,14.042
394,23-Nov-18 14:15:00,1.13,14.040
395,23-Nov-18 14:30:00,1.00,14.039
396,23-Nov-18 14:45:00,0.94,14.036
397,23-Nov-18 15:00:00,0.75,14.035
398,23-Nov-18 15:15:00,0.69,14.034
399,23-Nov-18 15:30:00,0.56,14.031
400,23-Nov-18 15:45:00,0.44,14.030
401,23-Nov-18 16:00:00,0.44,14.031
402,23-Nov-18 16:15:00,0.38,14.030
403,23-Nov-18 16:30:00,0.25,14.029
404,23-Nov-18 16:45:00,0.13,14.028
405,23-Nov-18 17:00:00,0.00,14.030
406,23-Nov-18 17:15:00,-0.06,14.030
407,23-Nov-18 17:30:00,-0.13,14.037
408,23-Nov-18 17:45:00,-0.13,14.036
409,23-Nov-18 18:00:00,-0.19,14.032
410,23-Nov-18 18:15:00,-0.13,14.031
411,23-Nov-18 18:30:00,-0.19,14.026
412,23-Nov-18 18:45:00,-0.25,14.026
413,23-Nov-18 19:00:00,-0.31,14.021
414,23-Nov-18 19:15:00,-0.31,14.018
415,23-Nov-18 19:30:00,-0.38,14.021
416,23-Nov-18 19:45:00,-0.44,14.016
417,23-Nov-18 20:00:00,-0.50,14.012
418,23-Nov-18 20:15:00,-0.50,14.009
419,23-Nov-18 20:30:00,-0.56,14.005
420,23-Nov-18 20:45:00,-0.56,13.998
421,23-Nov-18 21:00:00,-0.63,13.996
422,23-Nov-18 21:15:00,-0.56,13.992
423,23-Nov-18 21:30:00,-0.56,13.996
424,23-Nov-18 21:45:00,-0.56,13.990
425,23-Nov-18 22:00:00,-0.63,13.993
426,23-Nov-18 22:15:00,-0.75,13.995
427,23-Nov-18 22:30:00,-0.88,13.994
428,23-Nov-18 22:45:00,-0.81,13.992
429,23-Nov-18 23:00:00,-0.81,13.988
430,23-Nov-18 23:15:00,-0.81,13.983
431,23-Nov-18 23:30:00,-0.81,13.977
432,23-Nov-18 23:45:00,-0.75,13.979
433,24-Nov-18 00:00:00,-0.69,13.969
434,24-Nov-18 00:15:00,-0.63,13.969
435,24-Nov-18 00:30:00,-0.63,13.964
436,24-Nov-18 00:45:00,-0.63,13.961
437,24-Nov-18 01:00:00,-0.63,13.960
438,24-Nov-18 01:15:00,-0.69,13.952
439,24-Nov-18 01:30:00,-0.75,13.947
440,24-Nov-18 01:45:00,-0.75,13.944
441,24-Nov-18 02:00:00,-0.75,13.941
442,24-Nov-18 02:15:00,-0.69,13.938
443,24-Nov-18 02:30:00,-0.69,13.936
444,24-Nov-18 02:45:00,-0.75,13.931
445,24-Nov-18 03:00:00,-0.75,13.930
446,24-Nov-18 03:15:00,-0.88,13.926
447,24-Nov-18 03:30:00,-0.94,13.920
448,24-Nov-18 03:45:00,-0.94,13.916
449,24-Nov-18 04:00:00,-0.94,13.905
450,24-Nov-18 04:15:00,-0.81,13.901
451,24-Nov-18 04:30:00,-0.88,13.898
452,24-Nov-18 04:45:00,-0.94,13.891
453,24-Nov-18 05:00:00,-0.88,13.890
454,24-Nov-18 05:15:00,-0.81,13.887
455,24-Nov-18 05:30:00,-0.75,13.882
456,24-Nov-18 05:45:00,-0.69,13.883
457,24-Nov-18 06:00:00,-0.75,13.872
458,24-Nov-18 06:15:00,-0.63,13.875
459,24-Nov-18 06:30:00,-0.63,13.867
460,24-Nov-18 06:45:00,-0.50,13.864
461,24-Nov-18 07:00:00,-0.31,13.859
462,24-Nov-18 07:15:00,-0.06,13.846
463,24-Nov-18 07:30:00,0.06,13.843
464,24-Nov-18 07:45:00,0.13,13.837
465,24-Nov-18 08:00:00,0.25,13.836
466,24-Nov-18 08:15:00,0.25,13.836
467,24-Nov-18 08:30:00,0.19,13.836
468,24-Nov-18 08:45:00,0.13,13.857
469,24-Nov-18 09:00:00,0.19,13.864
470,24-Nov-18 09:15:00,0.31,13.862
471,24-Nov-18 09:30:00,0.31,13.856
472,24-Nov-18 09:45:00,0.44,13.844
473,24-Nov-18 10:00:00,0.56,13.835
474,24-Nov-18 10:15:00,0.69,13.834
475,24-Nov-18 10:30:00,0.81,13.821
476,24-Nov-18 10:45:00,0.94,13.820
477,24-Nov-18 11:00:00,1.00,13.817
478,24-Nov-18 11:15:00,1.00,13.813
479,24-Nov-18 11:30:00,1.06,13.808
480,24-Nov-18 11:45:00,1.25,13.799
481,24-Nov-18 12:00:00,1.44,13.790
482,24-Nov-18 12:15:00,1.75,13.786
483,24-Nov-18 12:30:00,2.25,13.785
484,24-Nov-18 12:45:00,2.81,13.779
485,24-Nov-18 13:00:00,3.44,13.775
486,24-Nov-18 13:15:00,3.50,13.777
487,24-Nov-18 13:30:00,3.63,13.775
488,24-Nov-18 13:45:00,3.81,13.771
489,24-Nov-18 14:00:00,4.06,13.763
490,24-Nov-18 14:15:00,4.44,13.761
491,24-Nov-18 14:30:00,4.81,13.757
492,24-Nov-18 14:45:00,5.00,13.758
493,24-Nov-18 15:00:00,5.56,13.757
494,24-Nov-18 15:15:00,6.06,13.756
495,24-Nov-18 15:30:00,5.75,13.759
496,24-Nov-18 15:45:00,5.44,13.756
497,24-Nov-18 16:00:00,5.19,13.759
498,24-Nov-18 16:15:00,5.00,13.754
499,24-Nov-18 16:30:00,4.81,13.750
500,24-Nov-18 16:45:00,4.81,13.748
501,24-Nov-18 17:00:00,4.69,13.753
502,24-Nov-18 17:15:00,4.44,13.751
503,24-Nov-18 17:30:00,4.00,13.752
504,24-Nov-18 17:45:00,3.69,13.757
505,24-Nov-18 18:00:00,3.88,13.758
506,24-Nov-18 18:15:00,3.75,13.760
507,24-Nov-18 18:30:00,3.94,13.762
508,24-Nov-18 18:45:00,4.25,13.763
509,24-Nov-18 19:00:00,4.38,13.762
510,24-Nov-18 19:15:00,4.19,13.763
511,24-Nov-18 19:30:00,4.25,13.762
512,24-Nov-18 19:45:00,4.44,13.763
513,24-Nov-18 20:00:00,4.50,13.764
514,24-Nov-18 20:15:00,4.38,13.766
515,24-Nov-18 20:30:00,4.00,13.765
516,24-Nov-18 20:45:00,3.81,13.764
517,24-Nov-18 21:00:00,3.81,13.765
518,24-Nov-18 21:15:00,3.75,13.767
519,24-Nov-18 21:30:00,3.81,13.768
520,24-Nov-18 21:45:00,3.81,13.771
521,24-Nov-18 22:00:00,3.81,13.775
522,24-Nov-18 22:15:00,3.75,13.778
523,24-Nov-18 22:30:00,3.75,13.780
524,24-Nov-18 22:45:00,3.63,13.783
525,24-Nov-18 23:00:00,3.50,13.787
526,24-Nov-18 23:15:00,3.38,13.787
527,24-Nov-18 23:30:00,3.19,13.789
528,24-Nov-18 23:45:00,3.00,13.795
529,25-Nov-18 00:00:00,2.94,13.798
530,25-Nov-18 00:15:00,2.94,13.801
531,25-Nov-18 00:30:00,3.56,13.801
532,25-Nov-18 00:45:00,4.44,13.802
533,25-Nov-18 01:00:00,5.00,13.805
534,25-Nov-18 01:15:00,5.50,13.801
535,25-Nov-18 01:30:00,5.75,13.802
536,25-Nov-18 01:45:00,5.63,13.801
537,25-Nov-18 02:00:00,5.50,13.803
538,25-Nov-18 02:15:00,5.63,13.805
539,25-Nov-18 02:30:00,5.63,13.810
540,25-Nov-18 02:45:00,5.94,13.807
541,25-Nov-18 03:00:00,6.13,13.801
542,25-Nov-18 03:15:00,6.19,13.806
543,25-Nov-18 03:30:00,6.38,13.803
544,25-Nov-18 03:45:00,6.56,13.802
545,25-Nov-18 04:00:00,6.69,13.805
546,25-Nov-18 04:15:00,6.69,13.806
547,25-Nov-18 04:30:00,6.44,13.808
548,25-Nov-18 04:45:00,6.06,13.811
549,25-Nov-18 05:00:00,5.56,13.814
550,25-Nov-18 05:15:00,5.06,13.814
551,25-Nov-18 05:30:00,4.63,13.819
552,25-Nov-18 05:45:00,4.44,13.825
553,25-Nov-18 06:00:00,4.88,13.828
