Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP,PAR,Salinity,Descent Rate (m/s),Flag,DOY
5/4/2018 12:13,2.575,13.1712,3.104,3.136,28.858,22.004687,9.8754,93.989,7.439,345.0752,112.44,1.978532798,0.076,0,124.5096875
5/4/2018 12:13,2.595,13.1571,3.1183,3.1246,28.855,21.997151,9.8551,93.777,7.438,345.1915,110.36,1.979039168,0.071,0,124.5096875
5/4/2018 12:13,2.613,13.1448,3.1473,3.1014,28.837,21.977635,9.8341,93.555,7.44,345.3265,108.86,1.978364002,0.066,0,124.5096875
5/4/2018 12:13,2.628,13.1317,3.1703,3.0684,28.819,21.959151,9.8145,93.35,7.441,345.4176,107.78,1.977729558,0.061,0,124.5096875
5/4/2018 12:13,2.641,13.1227,3.185,3.061,28.833,21.964093,9.798,93.176,7.442,345.4322,106.42,1.979209118,0.058,0,124.5096875
5/4/2018 12:13,2.654,13.1146,3.1865,3.1347,28.854,21.973908,9.787,93.048,7.442,345.3311,105.79,1.981151776,0.057,0,124.5096875
5/4/2018 12:13,2.668,13.1029,3.1794,3.258,28.836,21.950853,9.782,92.967,7.442,345.3137,105.72,1.980445475,0.058,0,124.5096875
5/4/2018 12:13,2.683,13.0941,3.182,3.2998,28.837,21.939245,9.7797,92.902,7.439,345.5654,104.51,1.98097101,0.06,0,124.5096875
5/4/2018 12:13,2.698,13.087,3.1907,3.2735,28.881,21.960508,9.7792,92.853,7.439,345.7081,101.96,1.984536623,0.062,0,124.5096875
5/4/2018 12:13,2.715,13.076,3.22,3.2457,28.883,21.954005,9.7786,92.816,7.439,345.5768,99.662,1.985249475,0.062,0,124.5096875
5/4/2018 12:13,2.733,13.0606,3.2789,3.1777,28.848,21.924082,9.7767,92.786,7.438,345.5262,98.757,1.983497078,0.062,0,124.5096875
