Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Flag,DOY,site
5/30/2018 10:15,18.355,9.6546,0.6511,1.1453,85.9419,124.009,9.0501,79.524,7.057,316.5504,0.12565,0.0579,0.055,0,150.4272569,ccr50
5/30/2018 10:15,18.376,9.6538,0.6591,1.0648,85.888744,123.891,9.0497,79.519,7.056,316.664,0.12568,0.0579,0.064,0,150.4272569,ccr50
5/30/2018 10:15,18.386,9.653,0.7238,1.0782,85.868737,123.894,9.0527,79.544,7.058,317.0425,0.1256,0.0579,0.074,0,150.4272569,ccr50
5/30/2018 10:15,18.403,9.6523,0.6996,1.1722,85.907332,123.937,9.06,79.605,7.058,316.7018,0.12555,0.0579,0.082,0,150.4272569,ccr50
5/30/2018 10:15,18.425,9.6517,0.6996,1.0111,85.870447,123.9,9.0575,79.582,7.059,316.399,0.12566,0.0579,0.084,0,150.4272569,ccr50
5/30/2018 10:15,18.444,9.6504,0.7319,1.1185,85.884909,123.902,9.0541,79.551,7.057,316.2475,0.12567,0.0579,0.082,0,150.4272569,ccr50
5/30/2018 10:15,18.465,9.6481,0.7158,1.0916,85.9488,124.026,9.0516,79.528,7.058,316.3232,0.12569,0.0579,0.079,0,150.4272569,ccr50
5/30/2018 10:15,18.49,9.6456,0.6915,0.9976,85.880135,123.909,9.0434,79.454,7.061,316.399,0.12572,0.0579,0.076,0,150.4272569,ccr50
5/30/2018 10:15,18.517,9.6435,0.7077,1.0379,85.881165,123.917,9.0356,79.384,7.057,316.4368,0.12556,0.0579,0.077,0,150.4272569,ccr50
5/30/2018 10:15,18.54,9.6416,0.6996,1.0648,85.947522,124.047,9.0117,79.171,7.06,316.5882,0.1256,0.0579,0.082,0,150.4272569,ccr50
5/30/2018 10:15,18.553,9.6403,0.7077,1.1588,85.886758,123.934,8.9879,78.961,7.059,316.7018,0.12573,0.0579,0.086,0,150.4272569,ccr50
5/30/2018 10:15,18.562,9.6395,0.7158,1.0782,85.927055,124.021,8.9698,78.8,7.06,316.2097,0.12559,0.0579,0.083,0,150.4272569,ccr50
5/30/2018 10:15,18.577,9.6384,0.7077,1.0648,85.956842,124.066,8.9557,78.674,7.058,316.6261,0.12548,0.058,0.078,0,150.4272569,ccr50
5/30/2018 10:15,18.602,9.6374,0.7077,0.9842,85.879424,123.948,8.9432,78.563,7.059,316.2097,0.12566,0.0579,0.075,0,150.4272569,ccr50
5/30/2018 10:15,18.627,9.6366,0.6591,1.0514,85.934203,124.032,8.9311,78.457,7.061,316.399,0.12568,0.0579,0.074,0,150.4272569,ccr50
5/30/2018 10:15,18.652,9.6358,0.6834,1.0111,86.007605,124.158,8.925,78.402,7.06,316.664,0.12564,0.058,0.074,0,150.4272569,ccr50
5/30/2018 10:15,18.67,9.6351,0.6632,1.1453,85.936745,124.039,8.9322,78.464,7.06,316.4747,0.12568,0.0579,0.074,0,150.4272569,ccr50
5/30/2018 10:15,18.688,9.6345,0.6713,1.0648,85.933191,124.042,8.9311,78.452,7.061,316.5125,0.12569,0.0579,0.077,0,150.4272569,ccr50
5/30/2018 10:15,18.705,9.6334,0.8047,0.8902,85.952564,124.085,8.9391,78.521,7.06,316.2475,0.12558,0.058,0.08,0,150.4272569,ccr50
5/30/2018 10:15,18.727,9.632,0.7602,0.8097,85.94237,124.047,8.934,78.474,7.06,316.399,0.12552,0.0579,0.082,0,150.4272569,ccr50
5/30/2018 10:15,18.745,9.631,0.7724,0.7962,85.916146,124.05,8.9364,78.493,7.059,316.1718,0.12563,0.0579,0.081,0,150.4272569,ccr50
5/30/2018 10:15,18.764,9.6302,0.7764,0.7559,85.925735,124.015,8.9235,78.379,7.06,316.5504,0.12552,0.0579,0.078,0,150.4272569,ccr50
5/30/2018 10:15,18.79,9.6293,0.7521,0.8365,85.960171,124.14,8.9082,78.244,7.057,316.5504,0.12549,0.058,0.077,0,150.4272569,ccr50
5/30/2018 10:15,18.809,9.6289,0.7845,0.9171,85.903026,123.981,8.891,78.091,7.058,316.4747,0.12556,0.0579,0.077,0,150.4272569,ccr50
5/30/2018 10:15,18.825,9.6286,0.7805,0.8634,85.937387,124.106,8.8619,77.831,7.061,316.3232,0.12565,0.058,0.078,0,150.4272569,ccr50
5/30/2018 10:15,18.839,9.6279,0.7805,0.8634,85.947142,124.067,8.8363,77.602,7.059,316.399,0.12561,0.0579,0.077,0,150.4272569,ccr50
5/30/2018 10:15,18.853,9.6269,0.7441,0.9036,85.920619,124.068,8.8106,77.374,7.058,316.2854,0.12559,0.0579,0.074,0,150.4272569,ccr50
5/30/2018 10:15,18.872,9.626,0.7602,0.8902,85.970396,124.111,8.793,77.216,7.058,315.9068,0.12561,0.058,0.071,0,150.4272569,ccr50
5/30/2018 10:15,18.897,9.6253,0.74,0.7694,85.974397,124.155,8.7745,77.052,7.06,316.0961,0.1255,0.058,0.071,0,150.4272569,ccr50
5/30/2018 10:15,18.922,9.624,0.7885,0.8902,86.004842,124.158,8.7508,76.843,7.06,315.9068,0.12553,0.058,0.072,0,150.4272569,ccr50
5/30/2018 10:15,18.943,9.6231,0.7643,0.8231,86.051443,124.282,8.7294,76.654,7.058,316.2097,0.12556,0.058,0.074,0,150.4272569,ccr50
5/30/2018 10:15,18.961,9.6226,0.7117,1.3333,86.005605,124.165,8.7245,76.609,7.057,316.399,0.12561,0.058,0.077,0,150.4272569,ccr50
5/30/2018 10:15,18.977,9.6223,0.7117,1.2393,85.972688,124.168,8.7019,76.41,7.058,316.134,0.12564,0.058,0.079,0,150.4272569,ccr50
5/30/2018 10:15,18.996,9.6212,0.7319,1.2796,85.973477,124.13,8.6757,76.178,7.057,316.2475,0.12557,0.058,0.08,0,150.4272569,ccr50
5/30/2018 10:15,19.018,9.619,0.7077,1.2528,85.974892,124.171,8.6386,75.848,7.058,316.134,0.12546,0.058,0.08,0,150.4272569,ccr50
5/30/2018 10:15,19.037,9.6168,0.7158,1.0379,86.000661,124.175,8.6025,75.53,7.057,316.1718,0.12556,0.058,0.079,0,150.4272569,ccr50
5/30/2018 10:15,19.05,9.6152,0.6996,1.0379,86.000875,124.224,8.5563,75.121,7.058,316.2097,0.12562,0.058,0.075,0,150.4272569,ccr50
5/30/2018 10:15,19.064,9.6138,0.7117,1.0379,86.00436,124.191,8.5165,74.771,7.056,316.3232,0.12556,0.058,0.071,0,150.4272569,ccr50
5/30/2018 10:15,19.079,9.6128,0.7158,1.0648,86.055793,124.318,8.4617,74.288,7.057,316.134,0.12557,0.0581,0.068,0,150.4272569,ccr50
5/30/2018 10:15,19.095,9.6121,0.6066,0.8634,86.145005,124.404,8.4192,73.912,7.056,315.8311,0.12552,0.0581,0.066,0,150.4272569,ccr50
5/30/2018 10:15,19.106,9.6112,0.6066,0.7962,86.160941,124.489,8.3937,73.685,7.056,316.134,0.12548,0.0581,0.063,0,150.4272569,ccr50
5/30/2018 10:15,19.114,9.6108,0.5783,0.7291,86.095429,124.329,8.3651,73.433,7.056,316.0582,0.12565,0.0581,0.057,0,150.4272569,ccr50
5/30/2018 10:15,19.124,9.6101,0.5823,0.8634,86.167069,124.494,8.35,73.299,7.058,316.2097,0.1257,0.0581,0.052,0,150.4272569,ccr50
5/30/2018 10:15,19.148,9.6087,0.6996,1.0648,86.190722,124.496,8.3375,73.187,7.055,315.8311,0.12556,0.0581,0.052,0,150.4272569,ccr50
5/30/2018 10:15,19.179,9.6072,0.7117,1.0111,86.184928,124.499,8.3409,73.215,7.054,316.0204,0.12559,0.0581,0.057,0,150.4272569,ccr50
5/30/2018 10:15,19.208,9.6058,0.7077,1.0916,86.233749,124.584,8.3301,73.118,7.056,316.3232,0.12556,0.0582,0.066,0,150.4272569,ccr50
5/30/2018 10:15,19.229,9.6046,0.7077,1.0648,86.189435,124.509,8.341,73.211,7.056,316.2097,0.12566,0.0581,0.073,0,150.4272569,ccr50
5/30/2018 10:15,19.246,9.6036,0.8047,1.0648,86.18061,124.514,8.346,73.252,7.052,316.1718,0.12574,0.0581,0.08,0,150.4272569,ccr50
5/30/2018 10:15,19.261,9.6026,0.7521,1.0514,86.185265,124.519,8.3543,73.322,7.052,316.0582,0.12553,0.0581,0.084,0,150.4272569,ccr50
5/30/2018 10:15,19.285,9.6011,0.7562,1.0111,86.183644,124.522,8.3603,73.373,7.053,315.9825,0.1254,0.0581,0.088,0,150.4272569,ccr50
5/30/2018 10:15,19.312,9.5995,0.7683,1.0514,86.182629,124.526,8.3712,73.467,7.051,316.134,0.12561,0.0581,0.089,0,150.4272569,ccr50
5/30/2018 10:15,19.329,9.5988,0.6632,1.0648,86.18653,124.531,8.3757,73.503,7.05,315.9447,0.12566,0.0581,0.086,0,150.4272569,ccr50
5/30/2018 10:15,19.338,9.5982,0.6713,1.0111,86.178791,124.536,8.3832,73.567,7.05,316.2475,0.12559,0.0582,0.079,0,150.4272569,ccr50
5/30/2018 10:15,19.35,9.5971,0.6551,1.1453,86.192263,124.539,8.3909,73.634,7.05,316.2854,0.12566,0.0582,0.073,0,150.4272569,ccr50
5/30/2018 10:15,19.37,9.5958,0.6753,1.0379,86.169768,124.541,8.3931,73.651,7.047,316.134,0.12549,0.0582,0.07,0,150.4272569,ccr50
5/30/2018 10:15,19.393,9.5943,0.6632,1.0379,86.14732,124.464,8.3909,73.63,7.048,316.134,0.12546,0.0581,0.07,0,150.4272569,ccr50
5/30/2018 10:15,19.423,9.5927,0.6794,1.0379,86.220202,124.631,8.4011,73.716,7.046,315.9825,0.12567,0.0582,0.072,0,150.4272569,ccr50
5/30/2018 10:15,19.454,9.591,0.6955,1.0514,86.198005,124.555,8.4023,73.723,7.047,315.9068,0.12566,0.0582,0.076,0,150.4272569,ccr50
5/30/2018 10:15,19.476,9.5896,0.7198,1.1319,86.174945,124.561,8.4045,73.74,7.046,316.2097,0.12563,0.0582,0.081,0,150.4272569,ccr50
5/30/2018 10:15,19.495,9.5887,0.6915,1.0111,86.189436,124.567,8.3955,73.658,7.047,316.2097,0.12562,0.0582,0.088,0,150.4272569,ccr50
5/30/2018 10:15,19.513,9.5873,0.6713,1.1588,86.179975,124.572,8.3876,73.586,7.05,316.134,0.12547,0.0582,0.092,0,150.4272569,ccr50
5/30/2018 10:15,19.531,9.5859,0.6308,1.0782,86.186719,124.575,8.3877,73.584,7.045,315.869,0.12552,0.0582,0.092,0,150.4272569,ccr50
5/30/2018 10:15,19.545,9.5851,0.6632,1.0782,86.181043,124.581,8.3727,73.451,7.045,315.9825,0.12567,0.0582,0.088,0,150.4272569,ccr50
5/30/2018 10:15,19.559,9.5844,0.6632,1.0245,86.187043,124.586,8.3656,73.387,7.042,315.9825,0.12569,0.0582,0.08,0,150.4272569,ccr50
5/30/2018 10:15,19.574,9.5832,0.7077,1.1856,86.179257,124.589,8.3596,73.332,7.043,315.5661,0.12561,0.0582,0.072,0,150.4272569,ccr50
5/30/2018 10:15,19.596,9.5819,0.7158,1.0648,86.190734,124.591,8.363,73.36,7.044,315.1118,0.12562,0.0582,0.067,0,150.4272569,ccr50
5/30/2018 10:15,19.623,9.58,0.7238,1.1051,86.172761,124.595,8.3632,73.36,7.043,315.074,0.12566,0.0582,0.068,0,150.4272569,ccr50
5/30/2018 10:15,19.646,9.578,0.7117,1.0648,86.142159,124.519,8.3721,73.437,7.042,314.9604,0.12559,0.0581,0.071,0,150.4272569,ccr50
5/30/2018 10:15,19.672,9.5768,0.7036,1.0916,86.169353,124.607,8.369,73.408,7.043,314.3925,0.12558,0.0582,0.077,0,150.4272569,ccr50
5/30/2018 10:15,19.697,9.5752,0.7117,1.0648,86.138921,124.533,8.3721,73.434,7.042,314.4682,0.12555,0.0581,0.083,0,150.4272569,ccr50
5/30/2018 10:15,19.717,9.5734,0.7036,1.0379,86.120566,124.537,8.3718,73.43,7.04,314.3168,0.12559,0.0581,0.088,0,150.4272569,ccr50
5/30/2018 10:15,19.733,9.5719,0.7036,1.0379,86.13273,124.544,8.3683,73.397,7.042,314.5061,0.12553,0.0581,0.09,0,150.4272569,ccr50
5/30/2018 10:15,19.746,9.5708,0.7198,1.0379,86.123785,124.55,8.3615,73.333,7.043,314.2032,0.12555,0.0581,0.087,0,150.4272569,ccr50
5/30/2018 10:15,19.757,9.5698,0.736,1.0111,86.1317,124.555,8.3365,73.107,7.041,313.9761,0.12558,0.0581,0.081,0,150.4272569,ccr50
5/30/2018 10:15,19.77,9.5687,0.7117,1.0782,86.122883,124.559,8.3275,73.024,7.04,313.5597,0.12558,0.0581,0.072,0,150.4272569,ccr50
5/30/2018 10:15,19.789,9.5676,0.7117,1.1051,86.134761,124.563,8.3115,72.88,7.04,313.5597,0.12571,0.0581,0.066,0,150.4272569,ccr50
5/30/2018 10:15,19.81,9.5669,0.6915,1.2125,86.176387,124.648,8.2874,72.665,7.04,313.1432,0.12567,0.0582,0.063,0,150.4272569,ccr50
5/30/2018 10:15,19.834,9.5663,0.7077,1.2393,86.190016,124.652,8.261,72.432,7.04,313.4082,0.12563,0.0582,0.063,0,150.4272569,ccr50
5/30/2018 10:15,19.857,9.5651,0.7238,1.3065,86.177269,124.654,8.2338,72.19,7.04,312.954,0.1256,0.0582,0.067,0,150.4272569,ccr50
5/30/2018 10:15,19.88,9.5639,0.6996,1.2528,86.192251,124.656,8.206,71.943,7.04,312.7647,0.1256,0.0582,0.073,0,150.4272569,ccr50
5/30/2018 10:15,19.903,9.5633,0.6591,1.1319,86.23084,124.742,8.1759,71.673,7.037,312.6132,0.12555,0.0582,0.079,0,150.4272569,ccr50
5/30/2018 10:15,19.921,9.5622,0.6875,1.0514,86.188716,124.665,8.1512,71.449,7.039,312.7268,0.12562,0.0582,0.084,0,150.4272569,ccr50
5/30/2018 10:15,19.941,9.5595,0.6551,1.0111,86.185209,124.667,8.1186,71.157,7.04,312.0832,0.1255,0.0582,0.086,0,150.4272569,ccr50
5/30/2018 10:15,19.965,9.5561,0.6713,1.0916,86.235205,124.752,8.0958,70.951,7.038,312.2725,0.12543,0.0582,0.086,0,150.4272569,ccr50
5/30/2018 10:15,19.99,9.5535,0.643,0.9574,86.245433,124.762,8.073,70.746,7.036,312.1589,0.12566,0.0582,0.086,0,150.4272569,ccr50
5/30/2018 10:15,20.01,9.5515,0.6915,1.0379,86.291418,124.855,8.0626,70.651,7.037,312.1211,0.12561,0.0583,0.086,0,150.4272569,ccr50
5/30/2018 10:15,20.029,9.5493,0.6915,1.0245,86.356385,124.946,8.0241,70.308,7.038,312.0832,0.12552,0.0583,0.085,0,150.4272569,ccr50
5/30/2018 10:15,20.044,9.5478,0.7238,1.1185,86.283523,124.872,7.9908,70.01,7.036,312.0075,0.12554,0.0583,0.082,0,150.4272569,ccr50
5/30/2018 10:15,20.06,9.5466,0.6915,1.0379,86.26316,124.799,7.9549,69.691,7.037,311.5911,0.12557,0.0582,0.08,0,150.4272569,ccr50
5/30/2018 10:15,20.079,9.5441,0.6713,1.0514,86.322262,124.966,7.9121,69.312,7.037,311.8561,0.12555,0.0583,0.077,0,150.4272569,ccr50
5/30/2018 10:15,20.101,9.5405,0.6753,1.0379,86.269444,124.809,7.8757,68.989,7.037,311.7425,0.12557,0.0582,0.076,0,150.4272569,ccr50
5/30/2018 10:15,20.124,9.5365,0.6551,1.0245,86.328894,124.98,7.836,68.636,7.034,311.7804,0.12559,0.0583,0.075,0,150.4272569,ccr50
5/30/2018 10:15,20.147,9.5325,0.6632,1.0782,86.367216,124.992,7.8004,68.318,7.036,311.6668,0.12555,0.0583,0.075,0,150.4272569,ccr50
5/30/2018 10:15,20.164,9.5289,0.6632,1.1319,86.340692,125.007,7.7712,68.054,7.034,311.4775,0.12563,0.0583,0.077,0,150.4272569,ccr50
5/30/2018 10:15,20.18,9.5261,0.6632,1.1051,86.421374,125.103,7.7489,67.853,7.033,311.8561,0.12569,0.0584,0.077,0,150.4272569,ccr50
5/30/2018 10:15,20.201,9.5235,0.6875,1.0379,86.504685,125.278,7.7312,67.693,7.035,311.4775,0.12559,0.0585,0.079,0,150.4272569,ccr50
5/30/2018 10:15,20.226,9.5202,0.6511,1.0916,86.504624,125.247,7.7131,67.531,7.034,311.2125,0.12565,0.0584,0.08,0,150.4272569,ccr50
5/30/2018 10:15,20.248,9.5167,0.6834,1.0245,86.480922,125.257,7.6922,67.345,7.036,311.4397,0.12568,0.0584,0.081,0,150.4272569,ccr50
5/30/2018 10:15,20.267,9.5137,0.6794,1.1453,86.474718,125.229,7.6669,67.118,7.033,311.2504,0.12561,0.0584,0.08,0,150.4272569,ccr50
5/30/2018 10:15,20.283,9.5112,0.6915,1.0379,86.482616,125.282,7.6441,66.913,7.032,311.1747,0.1256,0.0585,0.079,0,150.4272569,ccr50
5/30/2018 10:15,20.298,9.5087,0.6834,1.0514,86.471098,125.252,7.5996,66.518,7.033,310.9475,0.12562,0.0584,0.077,0,150.4272569,ccr50
5/30/2018 10:15,20.315,9.5056,0.7683,1.3333,86.489056,125.302,7.5558,66.129,7.033,311.0989,0.12563,0.0585,0.076,0,150.4272569,ccr50
5/30/2018 10:15,20.339,9.5014,0.7643,1.3871,86.549474,125.392,7.5205,65.816,7.031,311.4397,0.12558,0.0585,0.076,0,150.4272569,ccr50
5/30/2018 10:15,20.367,9.497,0.7885,1.2528,86.604052,125.484,7.46,65.28,7.03,311.2882,0.12567,0.0585,0.076,0,150.4272569,ccr50
5/30/2018 10:15,20.388,9.4931,0.7521,1.2393,86.659013,125.581,7.3975,64.728,7.028,310.9097,0.12564,0.0586,0.077,0,150.4272569,ccr50
5/30/2018 10:15,20.404,9.4899,0.7926,1.2796,86.718954,125.678,7.3311,64.145,7.028,311.1747,0.12547,0.0586,0.078,0,150.4272569,ccr50
5/30/2018 10:15,20.417,9.4877,0.7724,1.3065,86.767335,125.774,7.2681,63.591,7.025,311.0232,0.12553,0.0587,0.078,0,150.4272569,ccr50
5/30/2018 10:15,20.43,9.4858,0.7602,1.2931,86.777216,125.786,7.2127,63.108,7.026,310.8339,0.12552,0.0587,0.077,0,150.4272569,ccr50
5/30/2018 10:15,20.447,9.4827,0.7643,1.2393,86.8256,125.875,7.1654,62.695,7.025,311.0232,0.12549,0.0587,0.074,0,150.4272569,ccr50
5/30/2018 10:15,20.471,9.4792,0.7683,1.5348,86.945002,126.044,7.1145,62.248,7.027,310.9475,0.12562,0.0588,0.072,0,150.4272569,ccr50
5/30/2018 10:15,20.498,9.4756,0.7845,1.5348,87.074645,126.259,7.0714,61.861,7.025,311.2125,0.1257,0.0589,0.071,0,150.4272569,ccr50
5/30/2018 10:15,20.522,9.4723,0.7643,1.4408,87.140021,126.353,7.0409,61.583,7.024,311.1747,0.12571,0.0589,0.073,0,150.4272569,ccr50
5/30/2018 10:15,20.543,9.4692,0.7764,1.481,87.160996,126.406,7.0196,61.39,7.024,311.0611,0.12557,0.0589,0.077,0,150.4272569,ccr50
5/30/2018 10:15,20.563,9.4652,0.7077,1.5348,87.137751,126.378,6.9925,61.149,7.021,311.1747,0.12564,0.0589,0.082,0,150.4272569,ccr50
5/30/2018 10:15,20.574,9.4619,0.8452,1.5616,87.198688,126.47,6.9719,60.97,7.019,311.4775,0.12575,0.059,0.083,0,150.4272569,ccr50
5/30/2018 10:15,20.579,9.4601,0.829,1.5079,87.263576,126.607,6.9379,60.673,7.022,311.1747,0.12567,0.059,0.079,0,150.4272569,ccr50
5/30/2018 10:15,20.587,9.459,0.8371,1.4945,87.26515,126.579,6.8944,60.291,7.017,311.1747,0.12561,0.059,0.07,0,150.4272569,ccr50
5/30/2018 10:15,20.6,9.4598,0.8532,1.5079,87.315673,126.707,6.8505,59.904,7.018,311.0989,0.12556,0.0591,0.061,0,150.4272569,ccr50
5/30/2018 10:15,20.616,9.4609,0.7521,1.9107,87.289909,126.63,6.7991,59.451,7.019,310.8718,0.12563,0.059,0.053,0,150.4272569,ccr50
5/30/2018 10:15,20.636,9.4586,0.7521,1.8705,87.326951,126.708,6.7453,58.975,7.016,310.8339,0.1257,0.0591,0.05,0,150.4272569,ccr50
5/30/2018 10:15,20.659,9.4523,0.7643,1.9107,87.50746,126.948,6.7055,58.623,7.014,311.0232,0.12565,0.0592,0.051,0,150.4272569,ccr50
5/30/2018 10:15,20.688,9.4451,0.7683,1.9913,87.749186,127.322,6.6489,58.13,7.014,310.7961,0.12554,0.0594,0.059,0,150.4272569,ccr50
5/30/2018 10:15,20.712,9.4399,0.8411,1.9913,87.918201,127.59,6.5898,57.62,7.011,310.7961,0.12549,0.0595,0.069,0,150.4272569,ccr50
5/30/2018 10:15,20.72,9.4375,0.8371,1.9645,87.921584,127.617,6.5205,57.015,7.01,310.5311,0.12549,0.0595,0.076,0,150.4272569,ccr50
5/30/2018 10:15,20.72,9.4378,0.829,2.0182,87.863927,127.555,6.4457,56.349,7.009,310.6068,0.12563,0.0595,0.074,0,150.4272569,ccr50
5/30/2018 10:15,20.721,9.4386,0.8088,1.9376,87.871015,127.564,6.3782,55.741,7.008,310.8339,0.12574,0.0595,0.066,0,150.4272569,ccr50
5/30/2018 10:15,20.732,9.4378,0.8411,1.9779,87.793822,127.481,6.2964,55.014,7.007,310.7582,0.12564,0.0594,0.057,0,150.4272569,ccr50
5/30/2018 10:15,20.761,9.4357,0.829,1.9107,88.078939,127.804,6.2392,54.508,7.005,310.7582,0.12556,0.0596,0.052,0,150.4272569,ccr50
5/30/2018 10:15,20.804,9.4324,0.8047,1.9645,88.705657,128.864,6.1765,53.957,7.003,310.4932,0.12555,0.0601,0.055,0,150.4272569,ccr50
5/30/2018 10:15,20.841,9.4285,0.8532,1.9376,88.738613,128.791,6.1298,53.546,6.999,310.6068,0.12547,0.06,0.064,0,150.4272569,ccr50
5/30/2018 10:15,20.866,9.4261,0.8977,2.2464,88.602926,128.681,6.0785,53.097,6.998,310.9854,0.12555,0.06,0.078,0,150.4272569,ccr50
5/30/2018 10:15,20.871,9.4275,0.9058,2.1256,88.666361,128.737,6.0273,52.649,6.995,310.8718,0.12558,0.06,0.089,0,150.4272569,ccr50
5/30/2018 10:15,20.868,9.4317,0.8815,2.0719,88.689411,128.827,5.9588,52.048,6.994,310.9854,0.12546,0.06,0.091,0,150.4272569,ccr50
5/30/2018 10:15,20.877,9.4324,0.9139,2.0584,88.633718,128.699,5.9002,51.532,6.99,310.6825,0.12546,0.06,0.086,0,150.4272569,ccr50
5/30/2018 10:15,20.902,9.4236,0.9301,2.327,88.557246,128.602,5.8371,50.976,6.99,310.7582,0.12563,0.0599,0.078,0,150.4272569,ccr50
5/30/2018 10:15,20.934,9.4106,0.9543,2.2867,88.75484,128.843,5.7611,50.304,6.991,310.6447,0.12568,0.06,0.069,0,150.4272569,ccr50
5/30/2018 10:15,20.959,9.4012,0.9543,2.2733,89.012302,129.324,5.7041,49.799,6.988,310.6825,0.12557,0.0603,0.064,0,150.4272569,ccr50
5/30/2018 10:15,20.975,9.3962,0.9584,2.3404,89.010022,129.293,5.6304,49.151,6.987,310.3039,0.12569,0.0602,0.064,0,150.4272569,ccr50
5/30/2018 10:15,20.987,9.3933,1.0797,2.2464,89.055066,129.449,5.5739,48.654,6.984,310.2661,0.12563,0.0603,0.068,0,150.4272569,ccr50
5/30/2018 10:15,20.997,9.3916,1.0999,2.233,89.045471,129.428,5.5078,48.074,6.984,310.2282,0.12558,0.0603,0.073,0,150.4272569,ccr50
5/30/2018 10:15,21.005,9.3905,1.0797,2.3002,89.051709,129.438,5.4537,47.599,6.987,310.1147,0.12559,0.0603,0.073,0,150.4272569,ccr50
5/30/2018 10:15,21.015,9.3896,1.0756,2.1927,89.166259,129.649,5.3748,46.907,6.984,310.0389,0.12559,0.0604,0.067,0,150.4272569,ccr50
5/30/2018 10:15,21.029,9.3875,1.0716,2.515,89.200296,129.653,5.3118,46.355,6.982,309.6604,0.12563,0.0604,0.057,0,150.4272569,ccr50
5/30/2018 10:15,21.043,9.3842,1.019,2.4881,89.33647,129.901,5.2381,45.709,6.981,309.8497,0.12549,0.0605,0.049,0,150.4272569,ccr50
5/30/2018 10:15,21.057,9.38,1.0352,2.5419,89.442865,130.03,5.1686,45.101,6.983,309.4332,0.12547,0.0606,0.046,0,150.4272569,ccr50
5/30/2018 10:15,21.069,9.3733,1.0392,2.3941,89.543704,130.207,5.1073,44.565,6.979,309.8875,0.12556,0.0606,0.046,0,150.4272569,ccr50
5/30/2018 10:15,21.079,9.3672,1.0473,2.4479,89.716538,130.466,5.0215,43.816,6.979,309.8875,0.12569,0.0608,0.047,0,150.4272569,ccr50
5/30/2018 10:15,21.088,9.3632,1.0069,2.6627,89.822556,130.656,4.9316,43.03,6.979,309.5468,0.12555,0.0608,0.047,0,150.4272569,ccr50
5/30/2018 10:15,21.109,9.36,1.015,2.6896,89.828117,130.679,4.8531,42.342,6.977,309.4711,0.12542,0.0609,0.05,0,150.4272569,ccr50
5/30/2018 10:15,21.135,9.3575,1.0029,2.7298,89.888058,130.775,4.7613,41.537,6.976,309.3197,0.12568,0.0609,0.054,0,150.4272569,ccr50
5/30/2018 10:15,21.159,9.3547,1.0271,2.6761,90.164315,131.195,4.684,40.861,6.975,309.3197,0.12572,0.0611,0.06,0,150.4272569,ccr50
5/30/2018 10:15,21.176,9.3518,0.9745,2.7433,90.495462,131.694,4.6207,40.31,6.97,309.2439,0.12557,0.0613,0.065,0,150.4272569,ccr50
5/30/2018 10:15,21.19,9.3492,0.9705,2.6493,90.784501,132.113,4.5496,39.694,6.971,308.9789,0.12569,0.0615,0.069,0,150.4272569,ccr50
5/30/2018 10:15,21.198,9.3472,0.9665,2.7433,90.964477,132.41,4.487,39.15,6.969,308.7518,0.12569,0.0616,0.07,0,150.4272569,ccr50
5/30/2018 10:15,21.204,9.3459,0.9301,2.797,90.925774,132.338,4.4358,38.706,6.969,308.8654,0.12569,0.0616,0.068,0,150.4272569,ccr50
5/30/2018 10:15,21.21,9.3446,1.0797,2.2196,90.921891,132.346,4.3762,38.192,6.966,308.8654,0.1257,0.0616,0.061,0,150.4272569,ccr50
5/30/2018 10:15,21.215,9.3438,1.0716,2.2867,90.969314,132.432,4.335,37.84,6.967,308.6382,0.12555,0.0617,0.05,0,150.4272569,ccr50
5/30/2018 10:15,21.222,9.343,1.0676,2.2062,90.926241,132.356,4.3085,37.612,6.968,308.8275,0.12563,0.0616,0.039,0,150.4272569,ccr50
6/13/2018 9:58,0.042,24.6252,0.5019,0.6797,84.682,84.127806,8.0094,96.358,7.181,267.1298,95.254,4.744561177,0.144,0,164.4157407,ccr50
6/13/2018 9:58,0.064,24.6479,0.4695,0.6637,84.67,84.116348,8.0335,96.648,7.183,265.9071,94.213,4.741489075,0.099,0,164.4157407,ccr50
6/13/2018 9:58,0.07,24.6592,0.4405,0.6636,84.689,84.134584,8.0532,96.883,7.188,265.375,93.707,4.741461867,0.059,0,164.4157407,ccr50
6/13/2018 9:58,0.07,24.6655,0.4276,0.6786,84.713,84.157269,8.0662,97.04,7.193,265.5142,93.321,4.742252276,0.031,0,164.4157407,ccr50
6/13/2018 9:58,0.073,24.6682,0.424,0.6916,84.755,84.1996,8.0723,97.114,7.198,265.3536,93.056,4.744496094,0.015,0,164.4157407,ccr50
6/13/2018 9:58,0.077,24.6675,0.4415,0.6993,84.817,84.264362,8.0709,97.102,7.201,264.379,92.903,4.748293503,0.01,0,164.4157407,ccr50
6/13/2018 9:58,0.079,24.6659,0.475,0.6798,84.849,84.303569,8.0476,96.829,7.202,263.3675,92.71,4.750381963,0.01,0,164.4157407,ccr50
6/13/2018 9:58,0.08,24.6657,0.4886,0.6392,84.89,84.355281,7.9761,95.979,7.205,262.8457,92.466,4.752866362,0.011,0,164.4157407,ccr50
