Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
5/16/2019 10:28:31 AM	1.52	0.00	0.79	0.03	0.00	0.00	0.00	0.00	2.34	99.76	0.35	18.87	808	0	354	1	0	0	0	0	1162	173.87	2.85	4.52	3.36	3.32	3.58	8.36	1.03	41.15	12.52
5/16/2019 10:28:33 AM	0.00	0.00	0.34	0.85	0.00	0.00	0.00	0.37	1.18	100.00	0.45	18.79	0	0	152	25	0	0	0	0	177	180.68	6.33	2.91	3.37	6.02	5.92	6.99	1.04	41.15	12.55
5/16/2019 10:28:36 AM	0.75	0.00	0.51	0.00	0.00	0.00	0.00	0.34	1.26	100.00	0.54	18.88	395	0	229	0	0	0	0	0	625	178.16	3.21	-1.91	3.11	5.21	3.17	7.22	1.05	41.22	12.53
5/16/2019 10:28:38 AM	0.55	0.00	1.70	0.00	0.00	0.00	0.00	0.12	2.25	100.00	0.59	18.86	292	0	764	0	0	0	0	0	1056	175.77	4.96	0.84	2.46	4.61	4.97	10.25	1.06	41.22	12.57
5/16/2019 10:28:40 AM	2.11	0.00	0.00	0.06	0.00	0.00	0.00	0.20	2.17	100.00	0.69	18.80	1117	0	0	2	0	0	0	0	1119	177.41	2.32	2.28	2.57	4.91	4.43	8.55	1.07	41.26	12.50
5/16/2019 10:28:43 AM	2.01	0.11	0.08	0.00	0.00	0.00	0.00	0.18	2.21	100.00	0.78	18.87	1067	109	38	0	0	0	0	0	1214	175.91	2.26	1.69	3.93	4.83	4.50	7.88	1.08	41.28	12.56
5/16/2019 10:28:45 AM	0.00	0.00	1.34	0.09	0.00	0.00	0.00	0.27	1.43	100.00	0.85	18.79	0	0	604	3	0	0	0	0	607	174.84	5.04	0.16	1.73	5.12	5.52	7.94	1.08	41.29	12.56
5/16/2019 10:28:48 AM	1.15	0.07	0.54	0.37	0.00	0.00	0.00	0.11	2.13	100.00	0.90	18.70	609	70	243	11	0	0	0	0	933	178.52	3.72	3.45	4.77	4.35	4.84	8.19	1.09	41.37	12.53
5/16/2019 10:28:50 AM	3.19	0.11	0.00	0.00	0.00	0.00	0.00	0.00	3.30	100.00	0.96	18.81	1692	107	0	0	0	0	0	0	1799	177.22	2.32	-1.00	5.90	4.31	4.62	9.98	1.09	41.39	12.57
5/16/2019 10:28:52 AM	1.75	0.00	0.94	0.09	0.00	0.00	0.00	0.00	2.78	100.00	1.03	18.82	930	0	423	3	0	0	0	0	1355	178.23	3.51	1.69	2.40	2.73	6.13	10.63	1.10	41.44	12.57
5/16/2019 10:28:55 AM	3.77	0.00	0.00	0.03	0.00	0.00	0.00	0.00	3.81	100.00	1.10	18.81	2000	0	0	1	0	0	0	0	2001	178.34	2.30	0.88	2.59	4.71	7.16	12.39	1.11	41.42	12.59
5/16/2019 10:28:57 AM	0.00	0.02	1.13	0.20	0.00	0.00	0.00	0.72	1.35	100.00	1.16	18.84	0	18	510	6	0	0	0	0	534	176.44	6.42	0.28	2.92	9.72	5.60	10.79	1.11	41.51	12.58
5/16/2019 10:29:00 AM	2.44	0.01	0.48	0.00	0.00	0.00	0.00	0.00	2.94	100.00	1.22	18.79	1295	13	218	0	0	0	0	0	1526	177.62	3.00	0.79	5.14	3.45	4.07	9.89	1.12	41.53	12.57
5/16/2019 10:29:02 AM	1.58	0.79	0.24	0.00	0.00	0.00	0.00	0.39	2.61	100.00	1.29	18.76	837	789	107	0	0	0	0	0	1733	177.07	3.78	-0.43	6.92	7.18	7.74	9.11	1.13	41.49	12.67
5/16/2019 10:29:04 AM	1.17	0.19	1.68	0.00	0.00	0.00	0.00	0.00	3.04	100.00	1.35	18.77	621	194	754	0	0	0	0	0	1569	175.28	5.34	-0.15	5.05	4.10	6.34	10.99	1.13	41.50	12.60
5/16/2019 10:29:07 AM	1.65	0.04	0.00	0.47	0.00	0.00	0.00	0.48	2.16	100.00	1.39	18.77	873	42	0	14	0	0	0	0	929	178.06	3.94	1.20	3.78	8.08	6.82	10.84	1.14	41.54	12.64
5/16/2019 10:29:09 AM	2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.31	2.37	100.00	1.42	18.76	1254	0	0	0	0	0	0	0	1254	176.45	1.76	1.84	2.52	6.45	5.07	9.92	1.14	41.55	12.60
5/16/2019 10:29:11 AM	2.15	0.29	0.21	0.00	0.00	0.00	0.00	0.24	2.64	100.00	1.49	18.75	1141	286	92	0	0	0	0	0	1519	178.39	3.14	0.23	5.24	6.00	5.56	9.41	1.15	41.59	12.63
5/16/2019 10:29:14 AM	2.40	0.00	0.00	0.46	0.00	0.00	0.00	0.00	2.86	100.00	1.53	18.73	1272	0	0	14	0	0	0	0	1286	174.76	2.25	3.56	4.42	3.05	6.19	9.91	1.15	41.61	12.61
5/16/2019 10:29:16 AM	0.00	0.00	1.35	0.10	0.00	0.00	0.00	0.21	1.44	100.00	1.58	18.72	0	0	606	3	0	0	0	0	609	175.93	4.52	0.75	0.81	4.36	5.84	7.87	1.16	41.60	12.66
5/16/2019 10:29:19 AM	2.14	0.00	0.00	0.70	0.00	0.00	0.00	0.34	2.84	100.00	1.62	18.72	1135	0	0	21	0	0	0	0	1156	177.65	4.55	3.54	3.39	7.42	7.42	12.76	1.16	41.60	12.65
5/16/2019 10:29:21 AM	1.04	0.46	0.97	0.00	0.00	0.00	0.00	0.10	2.48	100.00	1.67	18.70	553	459	439	0	0	0	0	0	1451	176.89	4.16	-0.22	5.70	4.43	6.33	8.17	1.16	41.63	12.63
5/16/2019 10:29:23 AM	1.23	0.07	1.20	0.00	0.00	0.00	0.00	0.01	2.50	100.00	1.74	18.70	652	67	540	0	0	0	0	0	1259	177.13	4.09	2.35	5.55	3.90	3.20	8.90	1.17	41.66	12.64
5/16/2019 10:29:26 AM	0.17	0.00	2.38	0.00	0.00	0.00	0.00	0.23	2.55	100.00	1.76	18.71	91	0	1069	0	0	0	0	0	1160	178.39	6.49	1.92	2.48	6.17	4.79	13.26	1.17	41.68	12.63
5/16/2019 10:29:28 AM	0.44	0.00	0.00	1.04	0.00	0.00	0.00	0.44	1.48	100.00	1.80	18.69	232	0	0	31	0	0	0	0	264	176.95	5.12	2.44	3.11	6.64	7.66	9.41	1.18	41.67	12.60
5/16/2019 10:29:31 AM	2.70	0.00	0.39	0.00	0.00	0.00	0.00	0.18	3.09	100.00	1.84	18.72	1430	0	177	0	0	0	0	0	1607	178.64	3.32	1.09	3.68	6.17	5.17	11.66	1.18	41.69	12.63
5/16/2019 10:29:33 AM	1.48	0.00	0.00	0.35	0.00	0.00	0.00	0.35	1.83	100.00	1.88	18.76	786	0	0	10	0	0	0	0	796	177.00	3.50	1.61	1.91	5.88	5.75	9.13	1.18	41.68	12.65
5/16/2019 10:29:35 AM	1.50	0.00	0.99	0.00	0.00	0.00	0.00	0.34	2.48	100.00	1.92	18.76	793	0	445	0	0	0	0	0	1237	176.20	4.57	0.96	4.14	7.23	4.69	11.47	1.19	41.68	12.63
5/16/2019 10:29:38 AM	3.01	0.00	0.00	0.42	0.00	0.00	0.00	0.24	3.43	100.00	1.98	18.80	1597	0	0	13	0	0	0	0	1610	178.73	4.69	2.22	3.01	6.86	6.94	13.64	1.19	41.69	12.66
5/16/2019 10:29:40 AM	2.04	0.27	0.80	0.00	0.00	0.00	0.00	0.00	3.11	100.00	2.04	18.85	1080	268	360	0	0	0	0	0	1709	176.40	3.79	-0.30	4.83	3.97	6.83	9.91	1.20	41.71	12.66
5/16/2019 10:29:42 AM	1.50	0.00	0.99	0.17	0.00	0.00	0.00	0.39	2.65	100.00	2.07	18.79	795	0	444	5	0	0	0	0	1244	178.10	5.09	1.56	3.64	7.95	6.06	12.69	1.20	41.70	12.66
5/16/2019 10:29:45 AM	2.78	0.13	0.73	0.00	0.00	0.00	0.00	0.00	3.65	100.00	2.14	18.70	1474	132	330	0	0	0	0	0	1935	175.52	3.87	0.13	5.01	4.38	6.55	12.13	1.21	41.70	12.67
5/16/2019 10:29:47 AM	2.70	0.02	0.00	0.52	0.00	0.00	0.00	0.24	3.23	100.00	2.20	18.70	1429	19	0	16	0	0	0	0	1464	178.63	3.44	2.48	4.38	7.24	7.70	12.48	1.22	41.71	12.67
5/16/2019 10:29:50 AM	1.93	0.06	0.82	0.39	0.00	0.00	0.00	0.12	3.20	100.00	2.26	18.72	1024	64	368	12	0	0	0	0	1468	176.81	5.02	2.10	5.08	6.01	6.79	12.06	1.22	41.73	12.67
5/16/2019 10:29:52 AM	2.42	0.16	0.85	0.00	0.00	0.00	0.00	0.08	3.43	100.00	2.29	18.75	1281	159	383	0	0	0	0	0	1823	177.91	4.21	0.81	4.79	5.74	6.50	11.79	1.22	41.70	12.67
5/16/2019 10:29:54 AM	1.16	0.00	1.30	0.00	0.00	0.00	0.00	0.20	2.46	100.00	2.32	18.72	617	0	583	0	0	0	0	0	1200	176.69	4.56	1.63	3.04	5.72	5.20	10.81	1.23	41.71	12.66
5/16/2019 10:29:57 AM	1.20	0.18	1.05	0.00	0.00	0.00	0.00	0.30	2.43	100.00	2.32	18.75	636	176	473	0	0	0	0	0	1285	177.97	4.61	0.75	4.57	6.65	5.46	10.55	1.23	41.69	12.67
5/16/2019 10:29:59 AM	0.00	0.01	1.68	0.34	0.00	0.00	0.00	0.24	2.03	100.00	2.37	18.78	0	7	758	10	0	0	0	0	774	177.00	6.35	1.66	3.88	5.91	5.90	10.26	1.23	41.71	12.67
5/16/2019 10:30:01 AM	2.17	0.14	1.16	0.00	0.00	0.00	0.00	0.08	3.46	100.00	2.41	18.78	1149	136	522	0	0	0	0	0	1807	177.52	4.74	1.60	4.98	5.93	6.20	12.36	1.24	41.71	12.67
5/16/2019 10:30:04 AM	2.49	0.00	0.66	0.13	0.00	0.00	0.00	0.17	3.28	100.00	2.46	18.82	1321	0	298	4	0	0	0	0	1622	177.15	4.26	1.15	4.27	6.51	6.17	12.39	1.24	41.70	12.66
5/16/2019 10:30:06 AM	0.00	0.05	1.91	0.19	0.00	0.00	0.00	0.22	2.15	100.00	2.50	18.86	0	55	858	6	0	0	0	0	919	177.28	6.29	1.29	3.83	5.84	5.98	10.54	1.24	41.70	12.67
5/16/2019 10:30:09 AM	1.96	0.00	0.82	0.00	0.00	0.00	0.00	0.19	2.78	100.00	2.53	18.89	1040	0	370	0	0	0	0	0	1410	177.01	4.00	0.87	3.62	6.04	5.28	11.16	1.25	41.70	12.69
5/16/2019 10:30:11 AM	3.07	0.00	0.00	0.20	0.00	0.00	0.00	0.14	3.27	100.00	2.55	18.93	1626	0	0	6	0	0	0	0	1632	177.47	3.41	0.58	3.11	5.81	6.72	11.69	1.25	41.69	12.68
5/16/2019 10:30:13 AM	2.30	0.00	0.47	0.33	0.00	0.00	0.00	0.20	3.10	100.00	2.59	19.01	1219	0	210	10	0	0	0	0	1439	178.09	4.34	1.41	3.80	6.59	6.91	12.25	1.25	41.68	12.71
5/16/2019 10:30:16 AM	1.87	0.00	1.55	0.00	0.00	0.00	0.00	0.07	3.42	100.00	2.62	19.07	990	0	697	0	0	0	0	0	1687	177.82	5.23	1.91	4.28	5.67	4.76	13.38	1.26	41.70	12.68
5/16/2019 10:30:18 AM	0.97	0.00	0.94	0.46	0.00	0.00	0.00	0.25	2.36	100.00	2.67	19.10	513	0	424	14	0	0	0	0	951	178.21	5.20	2.28	4.21	6.22	6.19	10.86	1.26	41.67	12.69
5/16/2019 10:30:21 AM	2.75	0.00	0.48	0.38	0.00	0.00	0.00	0.00	3.61	100.00	2.71	19.09	1459	0	214	11	0	0	0	0	1684	178.00	4.17	2.83	5.08	5.01	6.43	12.38	1.27	41.68	12.69
5/16/2019 10:30:23 AM	1.34	0.00	1.18	0.25	0.00	0.00	0.00	0.23	2.77	100.00	2.74	19.06	711	0	533	7	0	0	0	0	1252	176.96	5.38	1.22	4.05	6.60	6.41	12.03	1.27	41.68	12.69
5/16/2019 10:30:25 AM	2.77	0.13	0.37	0.20	0.00	0.00	0.00	0.17	3.46	100.00	2.76	19.02	1466	130	165	6	0	0	0	0	1767	176.69	4.06	1.17	4.94	6.66	6.97	12.35	1.27	41.68	12.69
5/16/2019 10:30:28 AM	1.17	0.32	1.62	0.02	0.00	0.00	0.00	0.15	3.12	100.00	2.77	19.00	618	316	731	0	0	0	0	0	1666	176.94	5.66	1.35	5.26	6.16	7.05	11.87	1.27	41.68	12.67
5/16/2019 10:30:30 AM	1.97	0.00	1.05	0.00	0.00	0.00	0.00	0.24	3.02	100.00	2.79	19.07	1045	0	472	0	0	0	0	0	1517	175.90	4.63	1.19	3.62	6.95	5.83	12.58	1.27	41.68	12.67
5/16/2019 10:30:32 AM	1.84	0.00	1.12	0.09	0.00	0.00	0.00	0.18	3.05	100.00	2.82	19.13	975	0	506	3	0	0	0	0	1484	175.99	4.86	1.22	3.89	6.40	6.09	12.31	1.28	41.66	12.69
5/16/2019 10:30:35 AM	1.97	0.00	1.11	0.16	0.00	0.00	0.00	0.16	3.24	100.00	2.85	19.17	1042	0	500	5	0	0	0	0	1548	176.42	5.12	1.35	4.31	6.56	6.37	12.83	1.28	41.63	12.68
5/16/2019 10:30:37 AM	1.44	0.00	1.57	0.19	0.00	0.00	0.00	0.19	3.20	100.00	2.86	19.19	764	0	707	6	0	0	0	0	1477	176.44	5.99	1.73	3.87	6.90	6.75	13.67	1.28	41.65	12.69
5/16/2019 10:30:40 AM	2.33	0.00	0.90	0.29	0.00	0.00	0.00	0.17	3.53	100.00	2.89	19.21	1233	0	407	9	0	0	0	0	1649	176.82	5.10	2.72	4.37	6.94	6.71	13.89	1.28	41.64	12.67
5/16/2019 10:30:42 AM	2.52	0.10	1.07	0.11	0.00	0.00	0.00	0.09	3.80	100.00	2.93	19.18	1333	105	484	3	0	0	0	0	1925	176.38	5.09	1.67	5.25	6.57	6.79	13.66	1.29	41.62	12.71
5/16/2019 10:30:44 AM	1.50	0.00	1.12	0.18	0.00	0.00	0.00	0.32	2.80	100.00	2.98	19.14	797	0	504	5	0	0	0	0	1306	176.73	5.26	1.74	3.78	7.52	6.15	12.81	1.29	41.62	12.68
5/16/2019 10:30:47 AM	1.73	0.00	0.91	0.34	0.00	0.00	0.00	0.31	2.99	100.00	3.03	19.11	918	0	411	10	0	0	0	0	1340	176.26	5.30	2.57	4.10	7.62	6.53	13.31	1.30	41.62	12.71
5/16/2019 10:30:49 AM	1.34	0.14	1.73	0.00	0.00	0.00	0.00	0.18	3.21	100.00	3.09	18.92	709	141	777	0	0	0	0	0	1627	176.80	5.93	0.84	4.54	6.77	6.77	13.02	1.30	41.60	12.71
5/16/2019 10:30:51 AM	1.54	0.05	1.47	0.25	0.00	0.00	0.00	0.23	3.30	100.00	3.13	18.61	816	46	659	7	0	0	0	0	1528	176.02	6.20	1.67	4.86	7.42	6.90	13.92	1.31	41.61	12.68
5/16/2019 10:30:54 AM	1.49	0.09	1.47	0.18	0.00	0.00	0.00	0.34	3.23	100.00	3.18	18.55	790	86	663	5	0	0	0	0	1545	177.29	6.30	1.87	5.00	8.47	6.71	14.45	1.31	41.61	12.68
5/16/2019 10:30:56 AM	1.93	0.01	1.15	0.17	0.00	0.00	0.00	0.34	3.26	100.00	3.23	18.54	1023	11	519	5	0	0	0	0	1558	176.58	5.71	1.47	4.57	8.46	6.50	14.36	1.32	41.60	12.70
5/16/2019 10:30:59 AM	1.66	0.00	1.49	0.37	0.00	0.00	0.00	0.09	3.53	100.00	3.27	18.56	880	1	672	11	0	0	0	0	1564	176.51	6.33	1.76	5.01	6.38	7.26	13.84	1.32	41.57	12.67
5/16/2019 10:31:01 AM	1.85	0.00	1.40	0.14	0.00	0.00	0.00	0.19	3.39	100.00	3.32	18.62	981	0	630	4	0	0	0	0	1615	176.91	5.66	2.15	4.42	7.12	6.27	13.93	1.33	41.55	12.69
5/16/2019 10:31:03 AM	2.38	0.00	0.55	0.53	0.00	0.00	0.00	0.16	3.46	100.00	3.36	18.59	1262	0	248	16	0	0	0	0	1526	176.12	5.15	1.82	4.95	6.82	7.49	13.31	1.33	41.56	12.69
5/16/2019 10:31:06 AM	1.86	0.12	1.17	0.17	0.00	0.00	0.00	0.19	3.32	100.00	3.41	18.49	987	117	525	5	0	0	0	0	1634	176.76	5.40	1.77	5.05	6.94	6.70	13.06	1.33	41.55	12.69
5/16/2019 10:31:08 AM	1.91	0.00	1.13	0.22	0.00	0.00	0.00	0.20	3.26	100.00	3.43	18.46	1011	0	507	7	0	0	0	0	1525	175.47	5.35	1.63	4.03	6.96	6.76	13.40	1.34	41.53	12.69
5/16/2019 10:31:11 AM	2.79	0.01	1.39	0.01	0.00	0.00	0.00	0.03	4.19	100.00	3.48	18.46	1480	7	625	0	0	0	0	0	2112	176.52	5.48	1.05	4.87	6.60	6.83	14.95	1.34	41.52	12.69
5/16/2019 10:31:13 AM	2.34	0.00	0.87	0.29	0.00	0.00	0.00	0.22	3.50	100.00	3.53	18.47	1242	0	392	9	0	0	0	0	1642	176.37	5.32	1.28	4.62	7.48	7.08	13.99	1.35	41.51	12.69
5/16/2019 10:31:15 AM	1.88	0.04	1.10	0.24	0.00	0.00	0.00	0.20	3.26	100.00	3.58	18.49	998	39	496	7	0	0	0	0	1539	176.21	5.45	1.20	4.59	6.96	6.92	13.15	1.35	41.49	12.69
5/16/2019 10:31:18 AM	2.00	0.08	1.57	0.00	0.00	0.00	0.00	0.14	3.66	100.00	3.66	18.47	1061	82	708	0	0	0	0	0	1851	176.04	5.73	1.82	5.14	6.94	6.20	14.07	1.36	41.49	12.69
5/16/2019 10:31:20 AM	1.67	0.00	1.47	0.22	0.00	0.00	0.00	0.20	3.37	100.00	3.72	18.41	886	0	662	7	0	0	0	0	1555	175.98	6.06	1.71	4.40	7.24	6.82	14.11	1.36	41.48	12.68
5/16/2019 10:31:22 AM	0.90	0.07	2.15	0.00	0.00	0.00	0.00	0.24	3.12	100.00	3.77	18.38	479	75	965	0	0	0	0	0	1519	176.01	6.73	1.90	4.81	7.46	5.94	13.93	1.37	41.48	12.71
5/16/2019 10:31:25 AM	1.72	0.00	1.67	0.24	0.00	0.00	0.00	0.15	3.63	100.00	3.83	18.38	913	0	751	7	0	0	0	0	1671	176.08	6.47	1.74	4.69	7.10	7.10	14.73	1.38	41.47	12.70
5/16/2019 10:31:27 AM	1.65	0.10	1.58	0.18	0.00	0.00	0.00	0.30	3.50	100.00	3.89	18.37	873	100	710	5	0	0	0	0	1688	176.29	6.55	1.81	5.22	8.43	7.05	15.06	1.38	41.45	12.69
5/16/2019 10:31:30 AM	1.69	0.00	1.52	0.17	0.00	0.00	0.00	0.23	3.38	100.00	3.97	18.35	894	0	685	5	0	0	0	0	1583	176.05	6.11	1.53	4.21	7.55	6.85	14.42	1.39	41.44	12.68
5/16/2019 10:31:32 AM	2.11	0.00	1.69	0.31	0.00	0.00	0.00	0.22	4.11	100.00	4.04	18.39	1117	0	760	9	0	0	0	0	1886	176.49	7.17	1.86	5.08	8.54	7.92	17.01	1.40	41.42	12.69
5/16/2019 10:31:34 AM	1.50	0.00	1.53	0.32	0.00	0.00	0.00	0.19	3.35	100.00	4.12	18.44	793	0	687	10	0	0	0	0	1490	176.35	6.35	2.13	4.67	7.11	6.95	14.11	1.40	41.41	12.70
5/16/2019 10:31:37 AM	2.76	0.00	1.62	0.37	0.00	0.00	0.00	0.35	4.75	100.00	4.17	18.38	1465	0	730	11	0	0	0	0	2206	175.98	7.96	2.11	6.14	10.86	8.47	20.05	1.41	41.41	12.68
5/16/2019 10:31:39 AM	2.75	0.01	2.84	0.40	0.00	0.00	0.00	0.28	6.00	100.00	4.22	18.24	1456	13	1279	12	0	0	0	0	2759	175.89	10.85	1.89	7.19	12.30	10.34	24.95	1.41	41.37	12.69
5/16/2019 10:31:42 AM	2.76	0.01	2.58	0.32	0.00	0.00	0.00	0.19	5.66	100.00	4.25	17.82	1462	5	1160	9	0	0	0	0	2637	175.89	9.67	2.48	7.00	10.78	9.15	22.73	1.42	41.37	12.68
5/16/2019 10:31:44 AM	2.74	0.11	2.33	0.22	0.00	0.00	0.00	0.24	5.40	100.00	4.29	17.38	1454	111	1048	7	0	0	0	0	2620	175.60	8.98	2.46	7.06	10.80	8.90	21.63	1.42	41.37	12.68
5/16/2019 10:31:46 AM	3.32	0.00	2.07	0.21	0.00	0.00	0.00	0.29	5.60	100.00	4.30	17.06	1760	0	931	6	0	0	0	0	2697	175.84	8.70	1.85	6.23	11.54	9.12	22.74	1.42	41.34	12.67
5/16/2019 10:31:49 AM	2.89	0.14	2.49	0.19	0.00	0.00	0.00	0.32	5.71	100.00	4.36	17.04	1529	138	1122	6	0	0	0	0	2795	175.11	9.60	2.26	7.32	11.98	9.44	23.28	1.43	41.33	12.69
5/16/2019 10:31:51 AM	3.21	0.12	2.25	0.12	0.00	0.00	0.00	0.34	5.70	100.00	4.40	17.11	1699	123	1013	4	0	0	0	0	2839	175.56	9.05	1.81	7.00	12.11	9.27	23.09	1.43	41.34	12.68
5/16/2019 10:31:53 AM	3.47	0.08	2.08	0.26	0.00	0.00	0.00	0.23	5.90	100.00	4.45	16.66	1840	84	937	8	0	0	0	0	2869	175.30	8.90	2.41	7.36	11.32	9.34	22.95	1.44	41.29	12.67
5/16/2019 10:31:56 AM	3.23	0.00	2.21	0.31	0.00	0.00	0.00	0.29	5.75	100.00	4.50	16.05	1711	0	994	9	0	0	0	0	2715	175.30	9.33	2.28	6.98	11.84	9.27	23.42	1.44	41.29	12.69
5/16/2019 10:31:58 AM	3.98	0.07	2.48	0.26	0.00	0.00	0.00	0.33	6.80	100.00	4.58	16.17	2110	73	1116	8	0	0	0	0	3307	174.99	10.48	1.71	7.80	13.78	10.80	27.17	1.45	41.27	12.69
5/16/2019 10:32:01 AM	4.01	0.23	3.19	0.00	0.00	0.00	0.00	0.32	7.43	100.00	4.64	16.11	2125	231	1434	0	0	0	0	0	3791	174.98	11.48	2.64	9.50	14.62	10.17	29.20	1.46	41.26	12.69
5/16/2019 10:32:03 AM	3.74	0.03	3.73	0.00	0.00	0.00	0.00	0.37	7.50	100.00	4.69	15.52	1982	32	1679	0	0	0	0	0	3693	174.38	12.56	2.51	8.48	15.52	10.24	31.07	1.46	41.22	12.70
5/16/2019 10:32:05 AM	4.86	0.10	3.58	0.00	0.00	0.00	0.00	0.30	8.54	100.00	4.72	15.08	2578	103	1609	0	0	0	0	0	4290	175.77	12.66	3.25	9.70	16.11	11.01	33.39	1.46	41.22	12.67
