Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
4/8/2019 11:13:51 AM	2.15	0.00	0.00	0.74	0.00	0.00	0.00	0.00	2.90	100.00	0.26	14.29	1142	0	0	22	0	0	0	0	1164	179.59	4.45	3.92	3.71	3.77	6.42	10.32	1.03	36.40	11.58
4/8/2019 11:13:53 AM	1.68	0.13	1.00	0.00	0.00	0.00	0.00	0.10	2.81	100.00	0.38	14.27	891	130	450	0	0	0	0	0	1471	181.22	4.19	1.31	5.10	5.18	4.89	10.24	1.04	36.46	11.57
4/8/2019 11:13:56 AM	1.22	0.25	0.75	0.00	0.00	0.00	0.00	0.30	2.21	100.00	0.51	14.09	647	246	336	0	0	0	0	0	1230	179.43	3.96	0.40	4.48	6.19	5.62	9.28	1.05	36.50	11.58
4/8/2019 11:13:58 AM	1.03	0.21	1.16	0.16	0.00	0.00	0.00	0.17	2.56	100.00	0.54	14.15	546	211	520	5	0	0	0	0	1282	180.03	4.85	1.72	4.73	5.57	6.29	10.14	1.05	36.56	11.59
4/8/2019 11:14:00 AM	1.52	0.00	0.00	0.70	0.00	0.00	0.00	0.24	2.22	100.00	0.58	14.19	804	0	0	21	0	0	0	0	825	179.77	4.33	0.60	3.20	5.58	7.59	9.63	1.06	36.60	11.60
4/8/2019 11:14:03 AM	0.00	0.00	1.60	0.32	0.00	0.00	0.00	0.26	1.92	100.00	0.65	14.05	0	0	718	10	0	0	0	0	728	179.87	5.84	2.63	4.09	5.95	5.23	10.15	1.06	36.63	11.60
4/8/2019 11:14:05 AM	3.09	0.00	0.00	0.06	0.00	0.00	0.00	0.22	3.15	100.00	0.71	14.11	1638	0	0	2	0	0	0	0	1640	181.72	2.22	2.13	3.50	6.80	6.01	11.65	1.07	36.69	11.63
4/8/2019 11:14:07 AM	1.64	0.13	0.88	0.34	0.00	0.00	0.00	0.25	2.99	100.00	0.80	14.26	868	131	398	10	0	0	0	0	1407	180.57	5.30	1.08	4.73	7.00	7.39	12.27	1.08	36.74	11.63
4/8/2019 11:14:10 AM	0.62	0.26	1.87	0.00	0.00	0.00	0.00	0.20	2.75	100.00	0.92	14.15	331	261	840	0	0	0	0	0	1432	180.62	6.04	0.38	4.54	6.27	7.02	11.54	1.09	36.77	11.65
4/8/2019 11:14:12 AM	1.60	0.03	0.72	0.43	0.00	0.00	0.00	0.17	2.78	100.00	1.03	14.08	850	29	323	13	0	0	0	0	1214	182.15	4.82	2.25	4.75	6.00	6.35	11.20	1.10	36.84	11.64
4/8/2019 11:14:15 AM	0.61	0.43	1.61	0.00	0.00	0.00	0.00	0.37	2.64	100.00	1.15	13.94	321	426	724	0	0	0	0	0	1471	180.29	6.01	0.71	5.53	7.69	7.01	11.76	1.11	36.84	11.66
4/8/2019 11:14:17 AM	1.77	0.20	0.91	0.15	0.00	0.00	0.00	0.33	3.03	100.00	1.25	13.88	939	199	409	4	0	0	0	0	1551	179.70	5.06	1.93	5.17	7.82	6.55	12.66	1.12	36.89	11.67
4/8/2019 11:14:19 AM	1.64	0.33	1.10	0.10	0.00	0.00	0.00	0.27	3.17	100.00	1.34	13.92	869	328	494	3	0	0	0	0	1694	179.56	5.29	1.39	5.45	7.37	7.35	12.45	1.13	36.91	11.66
4/8/2019 11:14:22 AM	1.20	0.00	1.16	0.53	0.00	0.00	0.00	0.22	2.88	100.00	1.42	13.95	637	0	520	16	0	0	0	0	1173	179.45	6.10	1.46	4.55	6.79	7.39	12.63	1.14	36.95	11.66
4/8/2019 11:14:24 AM	2.12	0.24	1.11	0.00	0.00	0.00	0.00	0.17	3.47	100.00	1.52	13.82	1123	240	501	0	0	0	0	0	1865	180.23	4.96	0.91	5.06	6.73	7.09	12.73	1.15	36.97	11.66
4/8/2019 11:14:26 AM	1.64	0.26	1.78	0.00	0.00	0.00	0.00	0.21	3.68	100.00	1.60	13.96	867	262	801	0	0	0	0	0	1930	179.75	6.36	2.01	5.85	7.69	6.97	14.48	1.16	36.98	11.68
4/8/2019 11:14:29 AM	1.51	0.20	1.53	0.17	0.00	0.00	0.00	0.20	3.41	100.00	1.70	13.90	803	199	688	5	0	0	0	0	1694	180.41	6.17	1.34	5.25	7.18	7.49	13.61	1.17	37.02	11.68
