Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
5/20/2019 8:47:23 AM	2.69	0.55	0.00	0.00	0.00	0.00	0.00	0.00	3.24	86.50	0.16	21.31	1423	554	0	0	0	0	0	0	1977	150.77	0.17	1.31	5.69	4.30	7.92	8.63	1.02	37.44	11.53
5/20/2019 8:47:25 AM	1.52	0.00	1.63	0.16	0.00	0.00	0.00	0.27	3.32	99.93	0.45	21.70	806	0	734	5	0	0	0	0	1545	174.17	6.36	0.96	3.67	7.85	7.31	14.70	1.04	37.50	11.53
5/20/2019 8:47:28 AM	1.87	0.37	1.48	0.00	0.00	0.00	0.00	0.29	3.72	99.82	0.45	21.72	993	369	664	0	0	0	0	0	2026	173.99	6.18	1.19	6.57	8.40	7.16	14.57	1.04	37.53	11.53
5/20/2019 8:47:30 AM	4.04	0.00	0.81	0.00	0.00	0.00	0.00	0.10	4.86	98.73	0.45	21.69	2143	0	365	0	0	0	0	0	2509	172.09	4.97	0.71	5.19	7.92	6.50	17.32	1.04	37.58	11.55
5/20/2019 8:47:32 AM	2.61	0.00	1.60	0.05	0.00	0.00	0.00	0.20	4.26	100.00	0.45	21.71	1383	0	719	2	0	0	0	0	2104	175.57	6.31	0.54	3.32	8.27	8.36	17.12	1.04	37.68	11.58
5/20/2019 8:47:35 AM	3.16	0.18	1.53	0.00	0.00	0.00	0.00	0.00	4.87	100.00	0.46	21.70	1675	177	690	0	0	0	0	0	2542	175.82	5.97	1.02	6.19	6.18	8.05	16.97	1.05	37.69	11.61
5/20/2019 8:47:37 AM	2.76	0.00	1.45	0.00	0.00	0.00	0.00	0.37	4.21	100.00	0.52	21.70	1461	0	652	0	0	0	0	0	2113	174.72	6.37	1.40	4.65	9.98	6.75	18.02	1.05	37.78	11.58
5/20/2019 8:47:40 AM	3.07	0.06	0.72	0.18	0.00	0.00	0.00	0.29	4.03	100.00	0.70	21.64	1629	62	325	5	0	0	0	0	2021	177.49	5.31	1.17	5.20	8.87	7.42	15.78	1.07	37.81	11.55
5/20/2019 8:47:42 AM	2.57	0.00	1.95	0.13	0.00	0.00	0.00	0.00	4.66	99.72	0.79	21.59	1364	0	878	4	0	0	0	0	2246	173.81	6.90	1.10	5.46	6.27	7.89	17.41	1.08	37.83	11.59
5/20/2019 8:47:44 AM	1.14	0.22	1.96	0.00	0.00	0.00	0.00	0.38	3.32	99.49	0.87	21.57	604	219	883	0	0	0	0	0	1707	173.40	6.99	1.16	5.63	8.94	6.68	14.99	1.09	37.88	11.63
5/20/2019 8:47:47 AM	3.23	0.00	1.12	0.42	0.00	0.00	0.00	0.14	4.78	100.00	0.97	21.55	1713	0	506	13	0	0	0	0	2231	175.63	6.61	2.59	6.26	8.60	8.06	17.90	1.09	37.93	11.60
5/20/2019 8:47:49 AM	2.57	0.00	1.36	0.44	0.00	0.00	0.00	0.17	4.37	100.00	1.00	21.55	1360	0	612	13	0	0	0	0	1985	175.93	6.98	1.74	5.63	8.37	8.40	17.14	1.10	37.98	11.63
