Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	#5	#6	#7	Yellow substances	Total cell count	Trans. 700 nm	LED 3 [525 nm]	LED 4 [570 nm]	LED 5 [610 nm]	LED 6 [370 nm]	LED 7 [590 nm]	LED 8 [470 nm]	Pressure	Temp. LEDs	Temp. Sensor
date	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	cells/ml	r.u.	cells/ml	digits	digits	digits	digits	digits	digits	digits	bar	°C	°C
4/29/2019 8:13:21 AM	1.43	0.32	2.19	0.00	0.00	0.00	0.00	0.24	3.94	98.20	0.49	17.45	758	316	986	0	0	0	0	0	2060	171.16	7.53	0.51	6.51	8.45	7.60	15.90	1.05	37.37	12.04
4/29/2019 8:13:23 AM	1.61	0.09	0.53	1.09	0.00	0.00	0.00	0.39	3.32	98.04	0.49	17.53	855	90	239	33	0	0	0	0	1217	170.88	7.07	3.15	6.46	9.10	9.20	15.05	1.05	37.42	12.04
4/29/2019 8:13:26 AM	1.70	0.19	1.11	0.54	0.00	0.00	0.00	0.38	3.54	98.64	0.50	17.59	900	194	497	16	0	0	0	0	1607	171.93	6.85	2.66	6.26	9.28	8.21	15.45	1.05	37.50	12.04
4/29/2019 8:13:28 AM	2.37	0.58	0.91	0.00	0.00	0.00	0.00	0.41	3.86	97.82	0.55	17.27	1258	580	409	0	0	0	0	0	2248	170.49	5.51	1.87	7.08	9.50	8.18	14.70	1.05	37.55	12.06
4/29/2019 8:13:30 AM	2.83	0.00	0.74	0.41	0.00	0.00	0.00	0.34	3.99	97.42	0.60	16.81	1501	0	335	12	0	0	0	0	1848	169.79	5.95	1.79	4.85	9.40	8.04	16.65	1.06	37.61	12.07
4/29/2019 8:13:33 AM	1.39	0.00	1.19	0.84	0.00	0.00	0.00	0.35	3.42	97.81	0.63	16.74	739	0	535	25	0	0	0	0	1299	170.47	7.53	2.63	5.52	8.93	8.66	15.82	1.06	37.68	12.06
4/29/2019 8:13:35 AM	0.15	0.19	2.09	0.30	0.00	0.00	0.00	0.53	2.73	97.85	0.69	17.04	80	188	943	9	0	0	0	0	1219	170.54	7.98	1.71	5.10	9.87	7.58	14.96	1.07	37.73	12.08
4/29/2019 8:13:38 AM	1.32	0.43	2.18	0.00	0.00	0.00	0.00	0.23	3.93	97.52	0.74	17.23	698	434	980	0	0	0	0	0	2112	169.98	7.42	1.33	6.78	8.27	8.01	15.45	1.07	37.79	12.06
4/29/2019 8:13:40 AM	1.56	0.11	1.65	0.21	0.00	0.00	0.00	0.39	3.53	97.42	0.77	17.01	827	112	743	6	0	0	0	0	1688	169.80	7.06	1.35	5.17	9.47	7.61	16.00	1.08	37.83	12.10
4/29/2019 8:13:42 AM	2.85	0.08	0.36	0.64	0.00	0.00	0.00	0.35	3.92	98.09	0.84	16.87	1508	78	163	19	0	0	0	0	1768	170.97	5.91	1.75	5.85	9.34	8.69	15.95	1.08	37.87	12.09
4/29/2019 8:13:45 AM	1.85	0.56	1.24	0.09	0.00	0.00	0.00	0.44	3.74	98.15	0.91	16.72	980	557	560	3	0	0	0	0	2099	171.07	6.33	1.82	6.88	9.73	8.65	15.10	1.09	37.92	12.10
4/29/2019 8:13:47 AM	1.39	0.05	1.29	0.61	0.00	0.00	0.00	0.27	3.35	98.11	1.03	16.69	739	51	582	18	0	0	0	0	1390	171.00	6.99	1.58	5.24	8.02	8.36	14.65	1.10	37.97	12.11
4/29/2019 8:13:49 AM	2.15	0.00	1.80	0.22	0.00	0.00	0.00	0.20	4.17	98.12	1.09	16.86	1140	0	810	7	0	0	0	0	1957	171.02	7.16	1.56	5.03	8.49	7.77	17.09	1.11	37.99	12.11
4/29/2019 8:13:52 AM	1.75	0.53	1.53	0.00	0.00	0.00	0.00	0.30	3.82	98.16	1.16	16.92	927	534	690	0	0	0	0	0	2152	171.08	6.37	1.08	6.74	8.49	8.42	14.54	1.11	38.04	12.12
4/29/2019 8:13:54 AM	1.73	0.06	0.92	0.63	0.00	0.00	0.00	0.49	3.34	98.04	1.25	17.05	916	60	414	19	0	0	0	0	1408	170.88	6.88	2.30	5.62	10.12	8.07	15.90	1.12	38.07	12.12
