
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000001,-0.000219,1.003133,-0.000022,0.001997,0.421111,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:42,1.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230023 ,,Modbus Addr., 3 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 131"
Sensor Name,FCR DO 1m  (3),,Uploaded,"Aqua4Plus 1.9.10"
File Name,DO_1m_20190208,,Exported,"Aqua4Plus 1.9.10"
# Records,  3631 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,4.625,6.526,12.549,8.930,4.100,
,Maximum,10.313,14.842,13.920,14.980,9.430,
,Mean,6.028,12.774,13.183,10.989,5.457,
,Variance,1.2147,1.4388,0.2273,0.7090,1.1109,
,Std Deviation,1.1021,1.1995,0.4768,0.8420,1.0540,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
919,18-Feb-19 04:30:00,5.188,13.209,12.728,10.250,4.690
920,18-Feb-19 04:45:00,5.188,13.259,12.758,10.260,4.690
921,18-Feb-19 05:00:00,5.188,13.301,12.788,10.490,4.690
922,18-Feb-19 05:15:00,5.188,13.308,12.728,10.840,4.690
923,18-Feb-19 05:30:00,5.188,13.308,12.758,10.880,4.690
924,18-Feb-19 05:45:00,5.188,13.322,12.758,10.830,4.690
925,18-Feb-19 06:00:00,5.188,13.323,12.758,10.700,4.690
926,18-Feb-19 06:15:00,5.188,13.321,12.758,10.590,4.690
927,18-Feb-19 06:30:00,5.188,13.327,12.758,10.510,4.690
928,18-Feb-19 06:45:00,5.188,13.334,12.788,10.590,4.690
929,18-Feb-19 07:00:00,5.188,13.346,12.758,10.750,4.680
930,18-Feb-19 07:15:00,5.188,13.349,12.758,10.880,4.680
931,18-Feb-19 07:30:00,5.188,13.301,12.758,11.080,4.680
932,18-Feb-19 07:45:00,5.188,13.238,12.817,11.130,4.680
933,18-Feb-19 08:00:00,5.188,13.239,12.996,11.210,4.680
934,18-Feb-19 08:15:00,5.188,13.248,13.175,11.170,4.690
935,18-Feb-19 08:30:00,5.250,13.235,13.294,11.210,4.700
936,18-Feb-19 08:45:00,5.250,13.233,13.503,11.230,4.690
937,18-Feb-19 09:00:00,5.250,13.291,13.891,11.330,4.700
938,18-Feb-19 09:15:00,5.313,13.309,13.891,11.460,4.740
939,18-Feb-19 09:30:00,5.313,13.285,13.891,11.460,4.730
940,18-Feb-19 09:45:00,5.313,13.313,13.891,11.430,4.750
941,18-Feb-19 10:00:00,5.313,13.336,13.920,11.390,4.740
942,18-Feb-19 10:15:00,5.313,13.341,13.920,11.320,4.740
943,18-Feb-19 10:30:00,5.313,13.366,13.891,11.320,4.750
944,18-Feb-19 10:45:00,5.313,13.341,13.920,11.270,4.750
945,18-Feb-19 11:00:00,5.375,13.315,13.920,11.290,4.750
946,18-Feb-19 11:15:00,5.313,13.361,13.891,11.390,4.760
947,18-Feb-19 11:30:00,5.313,13.332,13.891,11.410,4.770
948,18-Feb-19 11:45:00,5.313,13.325,13.920,11.380,4.780
949,18-Feb-19 12:00:00,5.375,13.306,13.920,11.380,4.810
950,18-Feb-19 12:15:00,5.375,13.323,13.891,11.400,4.820
951,18-Feb-19 12:30:00,5.438,13.318,13.920,11.380,4.860
952,18-Feb-19 12:45:00,5.500,13.294,13.920,11.450,4.870
953,18-Feb-19 13:00:00,5.438,13.323,13.891,11.460,4.870
954,18-Feb-19 13:15:00,5.438,13.341,13.920,11.470,4.860
955,18-Feb-19 13:30:00,5.438,13.331,13.891,11.550,4.870
956,18-Feb-19 13:45:00,5.438,13.301,13.920,11.620,4.840
957,18-Feb-19 14:00:00,5.438,13.288,13.891,11.700,4.890
958,18-Feb-19 14:15:00,5.438,13.349,13.891,11.690,4.910
959,18-Feb-19 14:30:00,5.500,13.358,13.891,11.690,4.880
960,18-Feb-19 14:45:00,5.438,13.349,13.891,11.730,4.910
961,18-Feb-19 15:00:00,5.563,13.371,13.891,11.730,5.100
962,18-Feb-19 15:15:00,5.688,13.364,13.891,11.750,5.060
963,18-Feb-19 15:30:00,5.688,13.360,13.891,11.830,5.090
964,18-Feb-19 15:45:00,5.750,13.327,13.891,11.810,5.130
965,18-Feb-19 16:00:00,5.688,13.335,13.891,11.860,5.070
966,18-Feb-19 16:15:00,5.625,13.382,13.920,11.810,5.000
967,18-Feb-19 16:30:00,5.563,13.377,13.891,11.720,4.900
968,18-Feb-19 16:45:00,5.438,13.286,13.831,11.600,4.890
969,18-Feb-19 17:00:00,5.375,13.318,13.891,11.470,4.860
970,18-Feb-19 17:15:00,5.375,13.404,13.682,11.380,4.850
971,18-Feb-19 17:30:00,5.375,13.408,13.741,11.270,4.860
972,18-Feb-19 17:45:00,5.375,13.423,13.324,11.160,4.880
973,18-Feb-19 18:00:00,5.375,13.427,13.175,11.090,4.900
974,18-Feb-19 18:15:00,5.438,13.421,13.116,11.050,4.900
975,18-Feb-19 18:30:00,5.375,13.410,13.086,10.970,4.900
976,18-Feb-19 18:45:00,5.438,13.435,13.056,10.900,4.920
977,18-Feb-19 19:00:00,5.438,13.433,13.056,10.820,4.880
978,18-Feb-19 19:15:00,5.375,13.382,12.966,10.780,4.900
979,18-Feb-19 19:30:00,5.375,13.425,13.026,10.890,4.890
980,18-Feb-19 19:45:00,5.375,13.440,12.996,11.090,4.870
981,18-Feb-19 20:00:00,5.313,13.405,12.966,11.170,4.830
982,18-Feb-19 20:15:00,5.313,13.480,12.966,11.190,4.830
983,18-Feb-19 20:30:00,5.313,13.482,12.966,11.150,4.820
984,18-Feb-19 20:45:00,5.313,13.477,12.966,11.110,4.800
985,18-Feb-19 21:00:00,5.313,13.494,12.937,11.080,4.800
986,18-Feb-19 21:15:00,5.313,13.497,12.907,11.110,4.800
987,18-Feb-19 21:30:00,5.313,13.497,12.937,11.100,4.790
988,18-Feb-19 21:45:00,5.250,13.507,12.937,11.310,4.760
989,18-Feb-19 22:00:00,5.250,13.436,12.937,11.510,4.740
990,18-Feb-19 22:15:00,5.250,13.582,12.877,11.500,4.730
991,18-Feb-19 22:30:00,5.250,13.559,12.937,11.510,4.720
992,18-Feb-19 22:45:00,5.188,13.578,12.907,11.490,4.710
993,18-Feb-19 23:00:00,5.188,13.572,12.907,11.430,4.690
994,18-Feb-19 23:15:00,5.188,13.584,12.877,11.330,4.690
995,18-Feb-19 23:30:00,5.188,13.552,12.877,11.290,4.670
996,18-Feb-19 23:45:00,5.125,13.533,12.907,11.130,4.660
997,19-Feb-19 00:00:00,5.125,13.570,12.847,11.010,4.670
998,19-Feb-19 00:15:00,5.125,13.579,12.847,10.930,4.660
999,19-Feb-19 00:30:00,5.125,13.522,12.877,10.940,4.660
1000,19-Feb-19 00:45:00,5.125,13.509,12.877,10.870,4.650
1001,19-Feb-19 01:00:00,5.125,13.481,12.877,10.880,4.660
1002,19-Feb-19 01:15:00,5.125,13.486,12.817,10.910,4.650
1003,19-Feb-19 01:30:00,5.125,13.496,12.847,10.890,4.640
1004,19-Feb-19 01:45:00,5.125,13.496,12.847,10.920,4.640
1005,19-Feb-19 02:00:00,5.125,13.506,12.847,10.870,4.640
1006,19-Feb-19 02:15:00,5.125,13.506,12.668,10.770,4.640
1007,19-Feb-19 02:30:00,5.125,13.505,12.817,10.750,4.630
1008,19-Feb-19 02:45:00,5.125,13.523,12.847,10.710,4.620
1009,19-Feb-19 03:00:00,5.063,13.551,12.847,10.630,4.630
1010,19-Feb-19 03:15:00,5.125,13.540,12.847,10.670,4.620
1011,19-Feb-19 03:30:00,5.125,13.551,12.847,10.570,4.610
1012,19-Feb-19 03:45:00,5.063,13.506,12.847,10.460,4.600
1013,19-Feb-19 04:00:00,5.063,13.538,12.847,10.370,4.580
1014,19-Feb-19 04:15:00,5.063,13.554,12.817,10.360,4.580
1015,19-Feb-19 04:30:00,5.063,13.535,12.847,10.350,4.580
1016,19-Feb-19 04:45:00,5.063,13.580,12.847,10.290,4.570
1017,19-Feb-19 05:00:00,5.000,13.551,12.817,10.430,4.570
1018,19-Feb-19 05:15:00,5.063,13.542,12.817,10.420,4.560
1019,19-Feb-19 05:30:00,5.000,13.575,12.817,10.390,4.560
1020,19-Feb-19 05:45:00,5.063,13.576,12.817,10.550,4.550
1021,19-Feb-19 06:00:00,5.063,13.605,12.817,10.500,4.540
1022,19-Feb-19 06:15:00,5.000,13.520,12.788,10.510,4.510
1023,19-Feb-19 06:30:00,5.000,13.571,12.788,10.470,4.510
1024,19-Feb-19 06:45:00,5.000,13.560,12.788,10.430,4.510
1025,19-Feb-19 07:00:00,5.000,13.591,12.788,10.420,4.520
1026,19-Feb-19 07:15:00,5.000,13.580,12.758,10.420,4.500
1027,19-Feb-19 07:30:00,5.000,13.583,12.758,10.380,4.500
1028,19-Feb-19 07:45:00,5.000,13.589,12.847,10.410,4.490
1029,19-Feb-19 08:00:00,5.000,13.575,12.966,10.460,4.500
1030,19-Feb-19 08:15:00,5.000,13.628,13.205,10.460,4.520
1031,19-Feb-19 08:30:00,5.000,13.630,13.563,10.430,4.520
1032,19-Feb-19 08:45:00,5.063,13.616,13.891,10.480,4.540
1033,19-Feb-19 09:00:00,5.063,13.640,13.891,10.560,4.540
1034,19-Feb-19 09:15:00,5.063,13.604,13.891,10.620,4.550
1035,19-Feb-19 09:30:00,5.125,13.610,13.920,11.070,4.560
1036,19-Feb-19 09:45:00,5.125,13.638,13.920,11.360,4.580
1037,19-Feb-19 10:00:00,5.188,13.627,13.920,11.490,4.600
1038,19-Feb-19 10:15:00,5.188,13.600,13.920,11.560,4.610
1039,19-Feb-19 10:30:00,5.188,13.606,13.891,11.510,4.610
1040,19-Feb-19 10:45:00,5.188,13.606,13.920,11.550,4.640
1041,19-Feb-19 11:00:00,5.188,13.593,13.920,11.550,4.680
1042,19-Feb-19 11:15:00,5.250,13.579,13.891,11.560,4.710
1043,19-Feb-19 11:30:00,5.313,13.526,13.920,11.660,4.750
1044,19-Feb-19 11:45:00,5.375,13.614,13.920,11.630,4.790
1045,19-Feb-19 12:00:00,5.438,13.608,13.891,11.610,4.760
1046,19-Feb-19 12:15:00,5.500,13.598,13.920,11.720,4.850
1047,19-Feb-19 12:30:00,5.625,13.603,13.920,11.720,4.930
1048,19-Feb-19 12:45:00,5.688,13.589,13.920,11.750,5.000
1049,19-Feb-19 13:00:00,5.750,13.587,13.891,11.760,4.960
1050,19-Feb-19 13:15:00,5.813,13.587,13.920,11.800,5.190
1051,19-Feb-19 13:30:00,5.813,13.573,13.891,11.750,5.140
1052,19-Feb-19 13:45:00,5.813,13.554,13.920,11.740,5.110
1053,19-Feb-19 14:00:00,5.813,13.556,13.891,11.770,5.130
1054,19-Feb-19 14:15:00,5.813,13.537,13.920,11.730,5.000
1055,19-Feb-19 14:30:00,5.750,13.557,13.920,11.560,5.050
1056,19-Feb-19 14:45:00,5.750,13.550,13.920,11.450,5.040
1057,19-Feb-19 15:00:00,5.750,13.553,13.920,11.420,5.000
1058,19-Feb-19 15:15:00,5.688,13.573,13.920,11.380,4.960
1059,19-Feb-19 15:30:00,5.750,13.567,13.891,11.470,4.930
1060,19-Feb-19 15:45:00,5.750,13.669,13.920,11.360,4.920
1061,19-Feb-19 16:00:00,5.750,13.253,13.831,11.160,4.930
1062,19-Feb-19 16:15:00,5.688,13.554,13.831,11.080,4.930
1063,19-Feb-19 16:30:00,5.625,13.567,13.831,11.010,4.940
1064,19-Feb-19 16:45:00,5.563,13.552,13.205,10.960,4.920
1065,19-Feb-19 17:00:00,5.500,13.589,13.741,10.870,4.920
1066,19-Feb-19 17:15:00,5.500,13.540,13.324,10.770,4.910
1067,19-Feb-19 17:30:00,5.438,13.572,13.205,10.690,4.900
1068,19-Feb-19 17:45:00,5.438,13.580,13.086,10.670,4.900
1069,19-Feb-19 18:00:00,5.438,13.597,13.086,10.660,4.900
1070,19-Feb-19 18:15:00,5.375,13.607,13.026,10.620,4.890
1071,19-Feb-19 18:30:00,5.438,13.616,12.996,10.560,4.890
1072,19-Feb-19 18:45:00,5.375,13.589,12.996,10.490,4.890
1073,19-Feb-19 19:00:00,5.375,13.592,12.996,10.410,4.890
1074,19-Feb-19 19:15:00,5.375,13.614,12.966,10.270,4.880
1075,19-Feb-19 19:30:00,5.375,13.573,12.966,10.150,4.870
1076,19-Feb-19 19:45:00,5.375,13.615,12.966,10.020,4.860
1077,19-Feb-19 20:00:00,5.375,13.627,12.966,9.930,4.850
1078,19-Feb-19 20:15:00,5.375,13.622,12.907,9.880,4.830
1079,19-Feb-19 20:30:00,5.313,13.606,12.937,9.980,4.810
1080,19-Feb-19 20:45:00,5.313,13.571,12.937,10.180,4.800
1081,19-Feb-19 21:00:00,5.313,13.571,12.937,10.280,4.800
1082,19-Feb-19 21:15:00,5.250,13.610,12.907,10.490,4.800
1083,19-Feb-19 21:30:00,5.313,13.568,12.907,10.570,4.790
1084,19-Feb-19 21:45:00,5.250,13.608,12.937,10.540,4.790
1085,19-Feb-19 22:00:00,5.250,13.626,12.907,10.590,4.790
1086,19-Feb-19 22:15:00,5.250,13.577,12.877,10.570,4.780
1087,19-Feb-19 22:30:00,5.313,13.612,12.877,10.630,4.780
1088,19-Feb-19 22:45:00,5.250,13.653,12.877,10.600,4.770
1089,19-Feb-19 23:00:00,5.250,13.629,12.877,10.630,4.760
1090,19-Feb-19 23:15:00,5.250,13.622,12.847,10.600,4.750
1091,19-Feb-19 23:30:00,5.250,13.624,12.847,10.630,4.750
1092,19-Feb-19 23:45:00,5.188,13.608,12.877,10.600,4.740
1093,20-Feb-19 00:00:00,5.250,13.621,12.877,10.620,4.720
1094,20-Feb-19 00:15:00,5.188,13.595,12.817,10.570,4.700
1095,20-Feb-19 00:30:00,5.125,13.569,12.639,10.690,4.660
1096,20-Feb-19 00:45:00,5.125,13.600,12.847,10.770,4.650
1097,20-Feb-19 01:00:00,5.125,13.582,12.847,10.760,4.620
1098,20-Feb-19 01:15:00,5.125,13.571,12.817,10.750,4.630
1099,20-Feb-19 01:30:00,5.063,13.597,12.817,10.790,4.570
1100,20-Feb-19 01:45:00,5.063,13.589,12.817,10.740,4.570
1101,20-Feb-19 02:00:00,5.063,13.577,12.817,10.660,4.590
1102,20-Feb-19 02:15:00,5.000,13.532,12.788,10.600,4.580
1103,20-Feb-19 02:30:00,4.938,13.632,12.817,10.630,4.500
1104,20-Feb-19 02:45:00,4.938,13.626,12.817,10.680,4.480
1105,20-Feb-19 03:00:00,4.875,13.610,12.817,10.740,4.340
1106,20-Feb-19 03:15:00,4.813,13.607,12.788,10.940,4.320
1107,20-Feb-19 03:30:00,4.813,13.585,12.788,10.850,4.410
1108,20-Feb-19 03:45:00,4.875,13.613,12.788,10.780,4.430
1109,20-Feb-19 04:00:00,4.875,13.573,12.758,10.800,4.420
1110,20-Feb-19 04:15:00,4.875,13.574,12.758,10.850,4.430
1111,20-Feb-19 04:30:00,4.875,13.522,12.758,10.950,4.440
1112,20-Feb-19 04:45:00,4.875,13.573,12.788,11.000,4.440
1113,20-Feb-19 05:00:00,4.938,13.580,12.758,10.980,4.430
1114,20-Feb-19 05:15:00,4.875,13.583,12.728,11.100,4.400
1115,20-Feb-19 05:30:00,4.875,13.571,12.758,11.140,4.400
1116,20-Feb-19 05:45:00,4.875,13.602,12.758,11.140,4.380
1117,20-Feb-19 06:00:00,4.875,13.622,12.758,11.130,4.380
1118,20-Feb-19 06:15:00,4.875,13.584,12.728,11.080,4.370
1119,20-Feb-19 06:30:00,4.875,13.558,12.758,10.980,4.370
1120,20-Feb-19 06:45:00,4.875,13.573,12.758,10.950,4.380
1121,20-Feb-19 07:00:00,4.875,13.605,12.758,10.910,4.390
1122,20-Feb-19 07:15:00,4.875,13.609,12.728,10.860,4.400
1123,20-Feb-19 07:30:00,4.875,13.577,12.728,10.790,4.400
1124,20-Feb-19 07:45:00,4.875,13.587,12.728,10.650,4.400
1125,20-Feb-19 08:00:00,4.875,13.570,12.728,10.610,4.370
1126,20-Feb-19 08:15:00,4.813,13.567,12.728,10.570,4.370
1127,20-Feb-19 08:30:00,4.875,13.569,12.758,10.590,4.370
1128,20-Feb-19 08:45:00,4.875,13.580,12.728,10.630,4.360
1129,20-Feb-19 09:00:00,4.875,13.591,12.728,10.780,4.350
1130,20-Feb-19 09:15:00,4.813,13.571,12.668,10.810,4.340
1131,20-Feb-19 09:30:00,4.813,13.584,12.668,10.930,4.330
1132,20-Feb-19 09:45:00,4.875,13.538,12.639,10.930,4.340
1133,20-Feb-19 10:00:00,4.875,13.584,12.698,10.990,4.340
1134,20-Feb-19 10:15:00,4.875,13.597,12.668,11.030,4.330
1135,20-Feb-19 10:30:00,4.875,13.541,12.668,11.050,4.340
1136,20-Feb-19 10:45:00,4.813,13.590,12.668,11.000,4.340
1137,20-Feb-19 11:00:00,4.875,13.569,12.668,10.980,4.330
1138,20-Feb-19 11:15:00,4.875,13.544,12.668,10.980,4.330
1139,20-Feb-19 11:30:00,4.875,13.545,12.668,11.070,4.310
1140,20-Feb-19 11:45:00,4.813,13.562,12.668,11.030,4.310
1141,20-Feb-19 12:00:00,4.875,13.570,12.668,11.010,4.330
1142,20-Feb-19 12:15:00,4.875,13.551,12.668,10.940,4.330
1143,20-Feb-19 12:30:00,4.875,13.538,12.668,10.950,4.320
1144,20-Feb-19 12:45:00,4.875,13.538,12.668,10.920,4.310
1145,20-Feb-19 13:00:00,4.875,13.520,12.698,10.930,4.290
1146,20-Feb-19 13:15:00,4.875,13.542,12.698,10.950,4.340
1147,20-Feb-19 13:30:00,4.875,13.510,12.698,10.860,4.350
1148,20-Feb-19 13:45:00,4.875,13.513,12.668,10.840,4.350
1149,20-Feb-19 14:00:00,4.875,13.552,12.668,10.780,4.340
1150,20-Feb-19 14:15:00,4.875,13.530,12.698,10.710,4.350
1151,20-Feb-19 14:30:00,4.875,13.533,12.698,10.630,4.350
1152,20-Feb-19 14:45:00,4.813,13.498,12.698,10.660,4.350
1153,20-Feb-19 15:00:00,4.813,13.507,12.698,10.750,4.310
1154,20-Feb-19 15:15:00,4.813,13.472,12.698,10.650,4.300
1155,20-Feb-19 15:30:00,4.813,13.492,12.668,10.620,4.290
1156,20-Feb-19 15:45:00,4.813,13.453,12.698,10.540,4.280
1157,20-Feb-19 16:00:00,4.750,12.558,12.728,10.510,4.260
1158,20-Feb-19 16:15:00,4.750,13.477,12.728,10.490,4.260
1159,20-Feb-19 16:30:00,4.750,13.503,12.758,10.520,4.260
1160,20-Feb-19 16:45:00,4.750,13.481,12.758,10.530,4.260
1161,20-Feb-19 17:00:00,4.813,13.499,12.758,10.440,4.270
1162,20-Feb-19 17:15:00,4.750,13.545,12.728,10.390,4.270
1163,20-Feb-19 17:30:00,4.750,13.536,12.728,10.290,4.250
1164,20-Feb-19 17:45:00,4.750,13.536,12.758,10.320,4.220
1165,20-Feb-19 18:00:00,4.688,13.492,12.758,10.390,4.210
1166,20-Feb-19 18:15:00,4.688,13.471,12.728,10.410,4.210
1167,20-Feb-19 18:30:00,4.688,13.480,12.728,10.570,4.200
1168,20-Feb-19 18:45:00,4.688,13.473,12.758,10.600,4.210
1169,20-Feb-19 19:00:00,4.688,13.221,12.758,10.630,4.220
1170,20-Feb-19 19:15:00,4.688,13.476,12.728,10.600,4.220
1171,20-Feb-19 19:30:00,4.688,13.492,12.728,10.540,4.230
1172,20-Feb-19 19:45:00,4.688,13.470,12.788,10.560,4.220
1173,20-Feb-19 20:00:00,4.688,13.409,12.758,10.570,4.220
1174,20-Feb-19 20:15:00,4.688,13.498,12.728,10.520,4.210
1175,20-Feb-19 20:30:00,4.688,13.522,12.728,10.540,4.210
1176,20-Feb-19 20:45:00,4.688,13.490,12.758,10.540,4.210
1177,20-Feb-19 21:00:00,4.688,13.507,12.758,10.570,4.210
1178,20-Feb-19 21:15:00,4.688,13.464,12.728,10.620,4.200
1179,20-Feb-19 21:30:00,4.688,13.466,12.728,10.580,4.200
1180,20-Feb-19 21:45:00,4.688,13.425,12.758,10.530,4.200
1181,20-Feb-19 22:00:00,4.688,13.449,12.758,10.500,4.200
1182,20-Feb-19 22:15:00,4.688,13.418,12.758,10.420,4.190
1183,20-Feb-19 22:30:00,4.688,13.469,12.728,10.440,4.190
1184,20-Feb-19 22:45:00,4.688,13.453,12.758,10.470,4.180
1185,20-Feb-19 23:00:00,4.688,13.447,12.758,10.440,4.180
1186,20-Feb-19 23:15:00,4.688,13.427,12.728,10.450,4.190
1187,20-Feb-19 23:30:00,4.688,13.428,12.728,10.470,4.180
1188,20-Feb-19 23:45:00,4.688,13.426,12.758,10.490,4.180
1189,21-Feb-19 00:00:00,4.688,13.448,12.728,10.480,4.180
1190,21-Feb-19 00:15:00,4.688,13.445,12.728,10.520,4.170
1191,21-Feb-19 00:30:00,4.688,13.452,12.758,10.490,4.170
1192,21-Feb-19 00:45:00,4.688,13.425,12.728,10.480,4.170
1193,21-Feb-19 01:00:00,4.688,13.379,12.728,10.400,4.150
1194,21-Feb-19 01:15:00,4.625,13.404,12.758,10.290,4.150
1195,21-Feb-19 01:30:00,4.625,13.415,12.758,10.210,4.150
1196,21-Feb-19 01:45:00,4.625,13.443,12.758,10.130,4.150
1197,21-Feb-19 02:00:00,4.625,13.448,12.728,10.110,4.140
1198,21-Feb-19 02:15:00,4.625,13.455,12.728,10.040,4.140
1199,21-Feb-19 02:30:00,4.625,13.463,12.758,10.030,4.140
1200,21-Feb-19 02:45:00,4.688,13.417,12.758,10.070,4.140
1201,21-Feb-19 03:00:00,4.625,13.450,12.758,10.000,4.150
1202,21-Feb-19 03:15:00,4.625,13.437,12.758,9.960,4.150
1203,21-Feb-19 03:30:00,4.688,13.432,12.728,9.910,4.150
1204,21-Feb-19 03:45:00,4.625,13.422,12.728,10.130,4.140
1205,21-Feb-19 04:00:00,4.625,13.387,12.758,10.380,4.140
1206,21-Feb-19 04:15:00,4.625,13.436,12.758,10.410,4.130
1207,21-Feb-19 04:30:00,4.625,13.442,12.758,10.440,4.130
1208,21-Feb-19 04:45:00,4.625,13.288,12.758,10.780,4.120
1209,21-Feb-19 05:00:00,4.625,13.364,12.758,10.970,4.110
1210,21-Feb-19 05:15:00,4.625,13.394,12.788,10.990,4.110
1211,21-Feb-19 05:30:00,4.625,13.303,12.788,10.950,4.100
1212,21-Feb-19 05:45:00,4.625,13.411,12.758,10.840,4.100
1213,21-Feb-19 06:00:00,4.625,13.430,12.788,10.900,4.110
1214,21-Feb-19 06:15:00,4.625,13.350,12.788,10.980,4.110
1215,21-Feb-19 06:30:00,4.625,13.340,12.788,11.050,4.110
1216,21-Feb-19 06:45:00,4.625,13.383,12.788,11.110,4.110
1217,21-Feb-19 07:00:00,4.625,13.392,12.788,11.160,4.110
1218,21-Feb-19 07:15:00,4.625,13.374,12.728,11.140,4.110
1219,21-Feb-19 07:30:00,4.625,13.389,12.788,11.120,4.110
1220,21-Feb-19 07:45:00,4.625,13.410,12.788,11.070,4.110
1221,21-Feb-19 08:00:00,4.625,13.439,12.966,11.140,4.120
1222,21-Feb-19 08:15:00,4.688,13.403,13.205,11.130,4.130
1223,21-Feb-19 08:30:00,4.688,13.437,13.294,11.090,4.120
1224,21-Feb-19 08:45:00,4.688,13.408,13.503,11.070,4.130
1225,21-Feb-19 09:00:00,4.750,13.430,13.622,11.120,4.150
1226,21-Feb-19 09:15:00,4.750,13.412,13.831,11.140,4.180
1227,21-Feb-19 09:30:00,4.813,13.449,13.861,11.220,4.200
1228,21-Feb-19 09:45:00,4.813,13.426,13.891,11.330,4.210
1229,21-Feb-19 10:00:00,4.875,13.451,13.891,11.350,4.260
1230,21-Feb-19 10:15:00,4.938,13.479,13.891,11.440,4.220
1231,21-Feb-19 10:30:00,4.938,13.462,13.891,11.430,4.230
1232,21-Feb-19 10:45:00,4.938,13.475,13.891,11.500,4.280
1233,21-Feb-19 11:00:00,5.000,13.474,13.920,11.540,4.330
1234,21-Feb-19 11:15:00,5.063,13.423,13.891,11.580,4.360
1235,21-Feb-19 11:30:00,5.063,13.432,13.891,11.630,4.420
1236,21-Feb-19 11:45:00,5.125,13.444,13.891,11.650,4.510
1237,21-Feb-19 12:00:00,5.250,13.463,13.891,11.670,4.500
1238,21-Feb-19 12:15:00,5.313,13.457,13.891,11.720,4.640
1239,21-Feb-19 12:30:00,5.375,13.431,13.891,11.740,4.610
1240,21-Feb-19 12:45:00,5.375,13.435,13.861,11.710,4.600
1241,21-Feb-19 13:00:00,5.375,13.440,13.891,11.690,4.660
1242,21-Feb-19 13:15:00,5.438,13.435,13.920,11.660,4.690
1243,21-Feb-19 13:30:00,5.438,13.434,13.891,11.680,4.770
1244,21-Feb-19 13:45:00,5.438,13.430,13.920,11.680,4.810
1245,21-Feb-19 14:00:00,5.500,13.431,13.891,11.640,4.760
1246,21-Feb-19 14:15:00,5.563,13.438,13.920,11.700,4.770
1247,21-Feb-19 14:30:00,5.625,13.250,13.891,11.620,4.850
1248,21-Feb-19 14:45:00,5.625,13.291,13.920,11.580,4.830
1249,21-Feb-19 15:00:00,5.625,13.307,13.891,11.520,4.780
1250,21-Feb-19 15:15:00,5.625,13.258,13.920,11.470,4.810
1251,21-Feb-19 15:30:00,5.625,13.301,13.920,11.450,4.910
1252,21-Feb-19 15:45:00,5.563,13.312,13.891,11.420,4.850
1253,21-Feb-19 16:00:00,5.500,13.224,13.920,11.470,4.880
1254,21-Feb-19 16:15:00,5.500,13.243,13.891,11.400,4.880
1255,21-Feb-19 16:30:00,5.438,13.299,13.801,11.350,4.850
1256,21-Feb-19 16:45:00,5.438,13.305,13.891,11.330,4.850
1257,21-Feb-19 17:00:00,5.438,13.301,13.801,11.300,4.860
1258,21-Feb-19 17:15:00,5.438,13.352,13.622,11.200,4.890
1259,21-Feb-19 17:30:00,5.438,13.381,13.384,11.110,4.940
1260,21-Feb-19 17:45:00,5.500,13.346,13.354,11.100,4.940
1261,21-Feb-19 18:00:00,5.500,13.285,13.175,11.070,4.930
1262,21-Feb-19 18:15:00,5.500,13.295,13.116,10.970,4.920
1263,21-Feb-19 18:30:00,5.438,13.289,13.116,10.870,4.870
1264,21-Feb-19 18:45:00,5.438,13.311,13.086,10.810,4.870
1265,21-Feb-19 19:00:00,5.438,13.326,13.086,10.800,4.900
1266,21-Feb-19 19:15:00,5.438,13.320,13.056,10.800,4.900
1267,21-Feb-19 19:30:00,5.438,13.357,13.056,10.730,4.880
1268,21-Feb-19 19:45:00,5.438,13.375,13.026,10.660,4.870
1269,21-Feb-19 20:00:00,5.375,13.346,13.026,10.580,4.870
