
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000000,-0.000189,0.995379,-0.000032,0.003576,0.347366,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:38,1.000000,0.130000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230019 ,,Modbus Addr., 1 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 130"
Sensor Name,FCR DO (1),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_DO_8m_20190318,,Exported,"Aqua4Plus 1.9.10"
# Records,  2685 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,5.563,26.212,12.579,7.810,5.510,
,Maximum,8.875,26.597,13.980,11.250,7.710,
,Mean,6.768,26.412,13.281,9.572,6.565,
,Variance,0.3837,0.0075,0.2377,0.7779,0.3645,
,Std Deviation,0.6195,0.0868,0.4875,0.8820,0.6038,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
56,19-Mar-19 01:45:00,5.813,26.523,12.788,11.140,5.780
57,19-Mar-19 02:00:00,5.813,26.529,12.817,11.110,5.760
58,19-Mar-19 02:15:00,5.813,26.550,12.788,11.130,5.750
59,19-Mar-19 02:30:00,5.875,26.534,12.788,11.110,5.770
60,19-Mar-19 02:45:00,5.875,26.547,12.788,11.110,5.730
61,19-Mar-19 03:00:00,5.813,26.522,12.758,11.090,5.630
62,19-Mar-19 03:15:00,5.813,26.546,12.758,11.050,5.670
63,19-Mar-19 03:30:00,7.125,26.577,12.639,11.050,5.730
64,19-Mar-19 03:45:00,5.938,26.549,12.728,11.030,5.650
65,19-Mar-19 04:00:00,5.813,26.528,12.698,11.040,5.610
66,19-Mar-19 04:15:00,5.688,26.523,12.698,11.020,5.600
67,19-Mar-19 04:30:00,5.625,26.557,12.728,11.030,5.580
68,19-Mar-19 04:45:00,5.563,26.537,12.698,10.880,5.560
69,19-Mar-19 05:00:00,5.563,26.532,12.698,10.820,5.560
70,19-Mar-19 05:15:00,5.625,26.563,12.668,10.920,5.570
71,19-Mar-19 05:30:00,5.625,26.540,12.698,10.980,5.580
72,19-Mar-19 05:45:00,5.625,26.535,12.698,11.020,5.580
73,19-Mar-19 06:00:00,5.625,26.559,12.698,11.000,5.580
74,19-Mar-19 06:15:00,5.563,26.544,12.668,10.960,5.580
75,19-Mar-19 06:30:00,5.563,26.566,12.668,10.970,5.570
76,19-Mar-19 06:45:00,5.563,26.565,12.698,10.890,5.570
77,19-Mar-19 07:00:00,5.563,26.539,12.668,10.950,5.570
78,19-Mar-19 07:15:00,5.625,26.575,12.698,11.020,5.580
79,19-Mar-19 07:30:00,5.688,26.575,12.639,11.020,5.600
80,19-Mar-19 07:45:00,5.688,26.543,12.639,11.030,5.610
81,19-Mar-19 08:00:00,5.688,26.578,12.668,11.050,5.620
82,19-Mar-19 08:15:00,5.688,26.574,12.639,11.060,5.610
83,19-Mar-19 08:30:00,5.750,26.579,12.698,11.110,5.580
84,19-Mar-19 08:45:00,5.750,26.587,12.817,11.130,5.590
85,19-Mar-19 09:00:00,5.750,26.581,12.937,11.160,5.580
86,19-Mar-19 09:15:00,5.750,26.592,13.086,11.120,5.580
87,19-Mar-19 09:30:00,5.688,26.597,13.265,11.120,5.590
88,19-Mar-19 09:45:00,5.688,26.596,13.443,11.070,5.590
89,19-Mar-19 10:00:00,5.688,26.581,13.533,11.090,5.590
90,19-Mar-19 10:15:00,5.688,26.593,13.592,11.070,5.580
91,19-Mar-19 10:30:00,5.688,26.580,13.622,11.070,5.580
92,19-Mar-19 10:45:00,5.625,26.579,13.652,11.030,5.570
93,19-Mar-19 11:00:00,5.688,26.590,13.682,11.010,5.570
94,19-Mar-19 11:15:00,5.688,26.570,13.682,11.030,5.590
95,19-Mar-19 11:30:00,5.688,26.584,13.741,11.050,5.600
96,19-Mar-19 11:45:00,5.688,26.564,13.771,11.050,5.600
97,19-Mar-19 12:00:00,5.688,26.564,13.831,11.070,5.620
98,19-Mar-19 12:15:00,5.688,26.572,13.861,11.110,5.630
99,19-Mar-19 12:30:00,5.688,26.549,13.920,11.130,5.630
100,19-Mar-19 12:45:00,5.625,26.575,13.920,11.100,5.620
101,19-Mar-19 13:00:00,5.625,26.561,13.891,11.070,5.600
102,19-Mar-19 13:15:00,5.625,26.579,13.920,10.940,5.600
103,19-Mar-19 13:30:00,5.625,26.580,13.920,10.910,5.590
104,19-Mar-19 13:45:00,5.625,26.575,13.950,10.850,5.590
105,19-Mar-19 14:00:00,5.688,26.570,13.920,10.900,5.590
106,19-Mar-19 14:15:00,5.688,26.565,13.950,11.020,5.630
107,19-Mar-19 14:30:00,5.750,26.556,13.950,11.110,5.640
108,19-Mar-19 14:45:00,5.750,26.556,13.950,11.070,5.650
109,19-Mar-19 15:00:00,5.750,26.544,13.950,11.080,5.590
110,19-Mar-19 15:15:00,5.688,26.543,13.920,11.020,5.570
111,19-Mar-19 15:30:00,5.688,26.530,13.920,10.930,5.570
112,19-Mar-19 15:45:00,5.625,26.540,13.950,10.860,5.570
113,19-Mar-19 16:00:00,5.625,26.540,13.950,10.880,5.570
114,19-Mar-19 16:15:00,5.688,26.515,13.920,10.900,5.580
115,19-Mar-19 16:30:00,5.625,26.530,13.920,10.930,5.580
116,19-Mar-19 16:45:00,5.688,26.520,13.920,11.000,5.600
117,19-Mar-19 17:00:00,5.688,26.532,13.920,10.990,5.590
118,19-Mar-19 17:15:00,5.688,26.540,13.920,11.030,5.610
119,19-Mar-19 17:30:00,5.750,26.525,13.950,11.070,5.630
120,19-Mar-19 17:45:00,5.750,26.531,13.920,11.040,5.650
121,19-Mar-19 18:00:00,5.750,26.522,13.920,11.070,5.670
122,19-Mar-19 18:15:00,5.813,26.531,13.324,11.100,5.640
123,19-Mar-19 18:30:00,5.750,26.521,13.354,11.070,5.610
124,19-Mar-19 18:45:00,5.688,26.535,13.354,11.130,5.620
125,19-Mar-19 19:00:00,5.750,26.504,13.116,11.120,5.630
126,19-Mar-19 19:15:00,5.813,26.533,13.086,11.090,5.640
127,19-Mar-19 19:30:00,5.875,26.522,12.996,11.070,5.620
128,19-Mar-19 19:45:00,5.813,26.521,12.996,11.090,5.630
129,19-Mar-19 20:00:00,5.750,26.485,12.996,11.080,5.610
130,19-Mar-19 20:15:00,5.688,26.541,12.966,11.050,5.630
131,19-Mar-19 20:30:00,5.688,26.546,12.966,11.150,5.630
132,19-Mar-19 20:45:00,5.688,26.529,12.937,11.060,5.610
133,19-Mar-19 21:00:00,5.688,26.533,12.937,10.960,5.570
134,19-Mar-19 21:15:00,5.625,26.538,12.907,10.810,5.570
135,19-Mar-19 21:30:00,5.625,26.553,12.937,10.770,5.570
136,19-Mar-19 21:45:00,5.625,26.546,12.937,10.800,5.590
137,19-Mar-19 22:00:00,5.625,26.529,12.877,10.980,5.630
138,19-Mar-19 22:15:00,5.688,26.550,12.907,11.010,5.640
139,19-Mar-19 22:30:00,5.688,26.552,12.907,11.020,5.620
140,19-Mar-19 22:45:00,5.688,26.527,12.877,10.920,5.600
141,19-Mar-19 23:00:00,5.688,26.545,12.907,10.870,5.590
142,19-Mar-19 23:15:00,5.688,26.549,12.847,10.810,5.570
143,19-Mar-19 23:30:00,5.688,26.533,12.847,10.820,5.590
144,19-Mar-19 23:45:00,5.625,26.547,12.877,10.890,5.590
145,20-Mar-19 00:00:00,5.625,26.549,12.847,10.910,5.590
146,20-Mar-19 00:15:00,5.563,26.538,12.847,10.860,5.590
147,20-Mar-19 00:30:00,5.625,26.516,12.817,10.860,5.580
148,20-Mar-19 00:45:00,5.625,26.522,12.817,10.880,5.590
149,20-Mar-19 01:00:00,5.625,26.552,12.847,10.940,5.600
150,20-Mar-19 01:15:00,5.625,26.527,12.788,10.790,5.610
151,20-Mar-19 01:30:00,5.688,26.532,12.817,10.940,5.610
152,20-Mar-19 01:45:00,5.750,26.495,12.788,10.940,5.620
153,20-Mar-19 02:00:00,5.750,26.546,12.817,11.030,5.660
154,20-Mar-19 02:15:00,5.750,26.537,12.788,11.110,5.670
155,20-Mar-19 02:30:00,5.688,26.511,12.758,11.100,5.640
156,20-Mar-19 02:45:00,5.688,26.538,12.817,10.990,5.610
157,20-Mar-19 03:00:00,5.688,26.531,12.817,10.910,5.610
158,20-Mar-19 03:15:00,5.688,26.521,12.788,11.040,5.660
159,20-Mar-19 03:30:00,5.750,26.520,12.788,11.010,5.650
160,20-Mar-19 03:45:00,5.750,26.521,12.758,11.040,5.670
161,20-Mar-19 04:00:00,5.750,26.541,12.817,11.020,5.690
162,20-Mar-19 04:15:00,5.813,26.529,12.758,11.060,5.690
163,20-Mar-19 04:30:00,5.813,26.527,12.758,11.070,5.710
164,20-Mar-19 04:45:00,5.875,26.528,12.788,11.100,5.740
165,20-Mar-19 05:00:00,5.813,26.537,12.758,11.100,5.790
166,20-Mar-19 05:15:00,5.875,26.525,12.728,11.060,5.820
167,20-Mar-19 05:30:00,5.875,26.533,12.728,11.100,5.790
168,20-Mar-19 05:45:00,5.875,26.529,12.758,11.100,5.750
169,20-Mar-19 06:00:00,5.875,26.524,12.728,11.070,5.680
170,20-Mar-19 06:15:00,5.875,26.530,12.728,11.040,5.650
171,20-Mar-19 06:30:00,5.875,26.534,12.758,10.940,5.630
172,20-Mar-19 06:45:00,5.813,26.526,12.758,10.910,5.620
173,20-Mar-19 07:00:00,5.750,26.533,12.728,10.910,5.620
174,20-Mar-19 07:15:00,5.688,26.518,12.698,10.790,5.600
175,20-Mar-19 07:30:00,5.688,26.511,12.668,10.720,5.610
176,20-Mar-19 07:45:00,5.688,26.533,12.698,10.820,5.640
177,20-Mar-19 08:00:00,5.688,26.534,12.728,10.920,5.640
178,20-Mar-19 08:15:00,5.688,26.521,12.817,10.960,5.640
179,20-Mar-19 08:30:00,5.688,26.538,12.937,11.020,5.630
180,20-Mar-19 08:45:00,5.688,26.543,13.145,11.020,5.620
181,20-Mar-19 09:00:00,5.688,26.542,13.414,11.040,5.630
182,20-Mar-19 09:15:00,5.688,26.550,13.682,11.030,5.640
183,20-Mar-19 09:30:00,5.750,26.528,13.831,11.000,5.650
184,20-Mar-19 09:45:00,5.750,26.506,13.891,11.040,5.640
185,20-Mar-19 10:00:00,5.750,26.552,13.891,11.010,5.640
186,20-Mar-19 10:15:00,5.750,26.553,13.920,10.990,5.650
187,20-Mar-19 10:30:00,5.750,26.549,13.920,10.970,5.640
188,20-Mar-19 10:45:00,5.750,26.550,13.891,10.980,5.640
189,20-Mar-19 11:00:00,5.750,26.546,13.920,11.010,5.640
190,20-Mar-19 11:15:00,5.750,26.521,13.950,11.010,5.650
191,20-Mar-19 11:30:00,5.750,26.526,13.920,11.050,5.620
192,20-Mar-19 11:45:00,5.750,26.518,13.891,10.930,5.610
193,20-Mar-19 12:00:00,5.750,26.527,13.861,10.870,5.610
194,20-Mar-19 12:15:00,5.750,26.535,13.861,10.890,5.600
195,20-Mar-19 12:30:00,5.750,26.521,13.920,10.910,5.600
196,20-Mar-19 12:45:00,5.750,26.529,13.920,10.880,5.610
197,20-Mar-19 13:00:00,5.688,26.506,13.920,10.920,5.610
198,20-Mar-19 13:15:00,5.688,26.513,13.920,10.910,5.610
199,20-Mar-19 13:30:00,5.750,26.517,13.950,10.910,5.600
200,20-Mar-19 13:45:00,5.688,26.504,13.950,10.930,5.610
201,20-Mar-19 14:00:00,5.688,26.503,13.920,10.920,5.630
202,20-Mar-19 14:15:00,5.750,26.481,13.920,10.950,5.640
203,20-Mar-19 14:30:00,5.750,26.490,13.950,10.970,5.640
204,20-Mar-19 14:45:00,5.750,26.483,13.920,10.940,5.650
205,20-Mar-19 15:00:00,5.813,26.482,13.950,10.950,5.730
206,20-Mar-19 15:15:00,5.875,26.476,13.920,10.970,5.720
207,20-Mar-19 15:30:00,5.875,26.475,13.920,10.940,5.710
208,20-Mar-19 15:45:00,5.875,26.430,13.950,10.960,5.700
209,20-Mar-19 16:00:00,5.813,26.409,13.920,11.030,5.690
210,20-Mar-19 16:15:00,5.813,26.448,13.891,11.020,5.640
211,20-Mar-19 16:30:00,5.750,26.458,13.950,10.860,5.620
212,20-Mar-19 16:45:00,5.688,26.443,13.891,10.810,5.620
213,20-Mar-19 17:00:00,5.688,26.463,13.950,10.740,5.620
214,20-Mar-19 17:15:00,5.688,26.452,13.950,10.930,5.680
215,20-Mar-19 17:30:00,5.750,26.462,13.920,10.990,5.700
216,20-Mar-19 17:45:00,5.750,26.456,13.920,10.960,5.700
217,20-Mar-19 18:00:00,5.750,26.440,13.920,10.930,5.730
218,20-Mar-19 18:15:00,5.813,26.448,13.473,11.050,5.760
219,20-Mar-19 18:30:00,5.875,26.433,13.473,11.030,5.850
220,20-Mar-19 18:45:00,5.938,26.439,13.563,11.060,5.680
221,20-Mar-19 19:00:00,5.875,26.436,13.354,10.890,5.660
222,20-Mar-19 19:15:00,5.813,26.453,13.145,10.910,5.630
223,20-Mar-19 19:30:00,5.813,26.453,13.056,10.860,5.630
224,20-Mar-19 19:45:00,5.750,26.447,13.026,10.890,5.640
225,20-Mar-19 20:00:00,5.750,26.430,13.026,10.890,5.630
226,20-Mar-19 20:15:00,5.688,26.428,12.966,10.940,5.660
227,20-Mar-19 20:30:00,5.750,26.453,12.996,10.940,5.660
228,20-Mar-19 20:45:00,5.750,26.437,12.966,10.950,5.660
229,20-Mar-19 21:00:00,5.750,26.443,12.937,10.920,5.670
230,20-Mar-19 21:15:00,5.750,26.419,12.937,10.930,5.650
231,20-Mar-19 21:30:00,5.750,26.417,12.937,10.960,5.660
232,20-Mar-19 21:45:00,5.750,26.415,12.877,10.940,5.690
233,20-Mar-19 22:00:00,5.750,26.442,12.907,10.930,5.690
234,20-Mar-19 22:15:00,5.750,26.448,12.907,10.930,5.690
235,20-Mar-19 22:30:00,5.750,26.449,12.907,10.860,5.690
236,20-Mar-19 22:45:00,5.750,26.413,12.907,10.940,5.670
237,20-Mar-19 23:00:00,5.750,26.452,12.907,10.970,5.640
238,20-Mar-19 23:15:00,5.750,26.438,12.877,10.910,5.620
239,20-Mar-19 23:30:00,5.688,26.401,12.847,10.930,5.620
240,20-Mar-19 23:45:00,5.625,26.397,12.877,10.890,5.620
241,21-Mar-19 00:00:00,5.625,26.431,12.847,10.860,5.620
242,21-Mar-19 00:15:00,5.625,26.409,12.847,10.880,5.620
243,21-Mar-19 00:30:00,5.625,26.405,12.847,10.830,5.620
244,21-Mar-19 00:45:00,5.688,26.422,12.847,10.840,5.670
245,21-Mar-19 01:00:00,5.750,26.397,12.847,10.940,5.770
246,21-Mar-19 01:15:00,5.813,26.409,12.847,11.000,5.740
247,21-Mar-19 01:30:00,5.813,26.361,12.817,10.940,5.780
248,21-Mar-19 01:45:00,7.125,26.449,12.728,10.950,5.940
249,21-Mar-19 02:00:00,6.000,26.389,12.817,10.980,5.960
250,21-Mar-19 02:15:00,6.000,26.418,12.817,11.020,5.960
251,21-Mar-19 02:30:00,6.063,26.387,12.817,11.000,5.940
252,21-Mar-19 02:45:00,6.063,26.382,12.788,11.050,5.870
253,21-Mar-19 03:00:00,6.000,26.398,12.817,10.940,5.750
254,21-Mar-19 03:15:00,5.938,26.376,12.817,10.880,5.730
255,21-Mar-19 03:30:00,5.938,26.375,12.817,10.870,5.690
256,21-Mar-19 03:45:00,5.875,26.340,12.788,10.830,5.670
257,21-Mar-19 04:00:00,5.875,26.393,12.788,10.850,5.640
258,21-Mar-19 04:15:00,5.813,26.391,12.788,10.850,5.640
259,21-Mar-19 04:30:00,5.813,26.358,12.788,10.800,5.660
260,21-Mar-19 04:45:00,5.750,26.359,12.758,10.840,5.680
261,21-Mar-19 05:00:00,5.750,26.354,12.758,10.820,5.700
262,21-Mar-19 05:15:00,5.750,26.375,12.758,10.840,5.720
263,21-Mar-19 05:30:00,5.813,26.366,12.758,10.850,5.720
264,21-Mar-19 05:45:00,5.813,26.364,12.758,10.830,5.700
265,21-Mar-19 06:00:00,5.750,26.370,12.758,10.820,5.680
266,21-Mar-19 06:15:00,5.750,26.364,12.728,10.780,5.650
267,21-Mar-19 06:30:00,5.750,26.352,12.728,10.800,5.660
268,21-Mar-19 06:45:00,5.750,26.360,12.758,10.760,5.670
269,21-Mar-19 07:00:00,5.750,26.355,12.728,10.830,5.660
270,21-Mar-19 07:15:00,5.750,26.355,12.728,10.810,5.710
271,21-Mar-19 07:30:00,5.813,26.361,12.758,10.860,5.740
272,21-Mar-19 07:45:00,5.875,26.355,12.728,10.900,5.740
273,21-Mar-19 08:00:00,5.875,26.344,12.698,10.790,5.690
274,21-Mar-19 08:15:00,5.813,26.357,12.698,10.750,5.670
275,21-Mar-19 08:30:00,5.813,26.352,12.728,10.760,5.670
276,21-Mar-19 08:45:00,5.813,26.343,12.698,10.710,5.660
277,21-Mar-19 09:00:00,5.750,26.349,12.758,10.690,5.660
278,21-Mar-19 09:15:00,5.813,26.350,12.788,10.700,5.680
279,21-Mar-19 09:30:00,5.813,26.340,12.817,10.770,5.680
280,21-Mar-19 09:45:00,5.813,26.353,13.026,10.770,5.670
281,21-Mar-19 10:00:00,5.813,26.346,13.503,10.730,5.640
282,21-Mar-19 10:15:00,5.813,26.348,13.801,10.720,5.650
283,21-Mar-19 10:30:00,5.750,26.339,13.891,10.790,5.650
284,21-Mar-19 10:45:00,5.688,26.348,13.920,10.830,5.650
285,21-Mar-19 11:00:00,5.750,26.331,13.920,10.810,5.650
286,21-Mar-19 11:15:00,5.750,26.341,13.891,10.780,5.670
287,21-Mar-19 11:30:00,5.875,26.337,13.920,10.780,5.700
288,21-Mar-19 11:45:00,5.875,26.326,13.920,10.800,5.690
289,21-Mar-19 12:00:00,5.875,26.330,13.950,10.810,5.690
290,21-Mar-19 12:15:00,5.813,26.322,13.920,10.820,5.700
291,21-Mar-19 12:30:00,5.750,26.320,13.950,10.800,5.700
292,21-Mar-19 12:45:00,5.813,26.311,13.920,10.810,5.720
293,21-Mar-19 13:00:00,5.875,26.293,13.920,10.820,5.740
294,21-Mar-19 13:15:00,5.938,26.308,13.950,10.860,5.750
295,21-Mar-19 13:30:00,5.875,26.293,13.920,10.860,5.710
296,21-Mar-19 13:45:00,5.875,26.302,13.920,10.860,5.700
297,21-Mar-19 14:00:00,5.938,26.292,13.920,10.850,5.690
298,21-Mar-19 14:15:00,5.938,26.279,13.920,10.860,5.690
299,21-Mar-19 14:30:00,5.875,26.284,13.920,10.860,5.710
300,21-Mar-19 14:45:00,7.375,26.308,13.950,10.810,5.870
301,21-Mar-19 15:00:00,6.000,26.261,13.920,10.850,5.770
302,21-Mar-19 15:15:00,5.875,26.262,13.920,10.810,5.740
303,21-Mar-19 15:30:00,5.875,26.248,13.920,10.810,5.720
304,21-Mar-19 15:45:00,5.813,26.260,13.920,10.800,5.720
305,21-Mar-19 16:00:00,5.875,26.251,13.891,10.800,5.720
306,21-Mar-19 16:15:00,5.813,26.262,13.920,10.820,5.730
307,21-Mar-19 16:30:00,5.875,26.264,13.920,10.720,5.710
308,21-Mar-19 16:45:00,5.813,26.253,13.861,10.780,5.710
309,21-Mar-19 17:00:00,5.750,26.256,13.891,10.800,5.730
310,21-Mar-19 17:15:00,5.813,26.240,13.831,10.860,5.710
311,21-Mar-19 17:30:00,5.750,26.260,13.652,10.820,5.670
312,21-Mar-19 17:45:00,5.750,26.258,13.622,10.790,5.670
313,21-Mar-19 18:00:00,5.750,26.245,13.265,10.790,5.680
314,21-Mar-19 18:15:00,5.750,26.247,13.414,10.840,5.680
315,21-Mar-19 18:30:00,5.750,26.267,13.354,10.690,5.670
316,21-Mar-19 18:45:00,5.750,26.257,13.324,10.620,5.700
317,21-Mar-19 19:00:00,5.813,26.258,13.116,10.790,5.740
318,21-Mar-19 19:15:00,5.813,26.221,13.056,10.850,5.780
319,21-Mar-19 19:30:00,5.813,26.271,13.026,10.840,5.780
320,21-Mar-19 19:45:00,5.875,26.267,13.026,10.870,5.870
321,21-Mar-19 20:00:00,6.000,26.257,13.026,10.910,6.040
322,21-Mar-19 20:15:00,6.125,26.255,12.966,10.910,6.170
323,21-Mar-19 20:30:00,6.250,26.252,12.937,10.910,6.260
324,21-Mar-19 20:45:00,6.313,26.271,12.966,10.920,6.320
325,21-Mar-19 21:00:00,6.375,26.270,12.966,10.990,5.970
326,21-Mar-19 21:15:00,6.375,26.259,12.937,10.780,5.780
327,21-Mar-19 21:30:00,6.375,26.272,12.966,10.840,5.780
328,21-Mar-19 21:45:00,6.375,26.278,12.937,10.780,5.790
329,21-Mar-19 22:00:00,6.125,26.271,12.937,10.790,5.740
