
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000000,-0.000189,0.995379,-0.000032,0.003576,0.347366,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:38,1.000000,0.130000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230019 ,,Modbus Addr., 1 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 130"
Sensor Name,FCR DO (1),,Uploaded,"Aqua4Plus 1.9.10"
File Name,DO_8m_20190208,,Exported,"Aqua4Plus 1.9.10"
# Records,  3631 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,4.250,26.193,12.639,11.020,4.130,
,Maximum,6.813,26.722,14.010,13.210,6.290,
,Mean,5.104,26.457,13.220,12.088,5.058,
,Variance,0.1800,0.0102,0.2307,0.2508,0.1533,
,Std Deviation,0.4242,0.1008,0.4803,0.5008,0.3915,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
887,17-Feb-19 20:30:00,5.000,26.327,12.907,12.460,5.030
888,17-Feb-19 20:45:00,5.000,26.345,12.877,12.450,5.030
889,17-Feb-19 21:00:00,5.000,26.322,12.847,12.420,5.020
890,17-Feb-19 21:15:00,5.000,26.321,12.847,12.430,5.040
891,17-Feb-19 21:30:00,5.000,26.346,12.877,12.420,5.050
892,17-Feb-19 21:45:00,5.000,26.333,12.877,12.440,5.040
893,17-Feb-19 22:00:00,5.000,26.338,12.847,12.380,5.050
894,17-Feb-19 22:15:00,5.000,26.294,12.817,12.420,5.040
895,17-Feb-19 22:30:00,5.000,26.343,12.847,12.450,5.040
896,17-Feb-19 22:45:00,6.313,26.369,12.728,12.450,5.140
897,17-Feb-19 23:00:00,5.125,26.346,12.817,12.460,5.060
898,17-Feb-19 23:15:00,5.063,26.339,12.788,12.480,5.040
899,17-Feb-19 23:30:00,5.000,26.341,12.817,12.470,5.030
900,17-Feb-19 23:45:00,5.000,26.326,12.788,12.400,5.020
901,18-Feb-19 00:00:00,5.000,26.323,12.788,12.390,5.010
902,18-Feb-19 00:15:00,5.000,26.283,12.758,12.230,4.980
903,18-Feb-19 00:30:00,5.000,26.339,12.788,12.220,4.970
904,18-Feb-19 00:45:00,5.000,26.329,12.788,12.200,4.980
905,18-Feb-19 01:00:00,5.000,26.309,12.758,12.230,4.980
906,18-Feb-19 01:15:00,5.000,26.315,12.758,12.270,4.970
907,18-Feb-19 01:30:00,5.000,26.303,12.758,12.270,4.990
908,18-Feb-19 01:45:00,5.000,26.325,12.788,12.320,4.980
909,18-Feb-19 02:00:00,5.000,26.321,12.788,12.320,4.990
910,18-Feb-19 02:15:00,5.000,26.309,12.639,12.350,5.010
911,18-Feb-19 02:30:00,5.000,26.316,12.758,12.360,5.010
912,18-Feb-19 02:45:00,5.000,26.314,12.728,12.320,5.000
913,18-Feb-19 03:00:00,5.000,26.309,12.758,12.350,5.010
914,18-Feb-19 03:15:00,5.000,26.317,12.758,12.370,5.020
915,18-Feb-19 03:30:00,5.000,26.318,12.788,12.470,5.010
916,18-Feb-19 03:45:00,5.000,26.297,12.758,12.470,5.020
917,18-Feb-19 04:00:00,5.000,26.299,12.788,12.390,5.020
918,18-Feb-19 04:15:00,5.000,26.298,12.758,12.420,5.010
919,18-Feb-19 04:30:00,5.000,26.303,12.788,12.380,5.010
920,18-Feb-19 04:45:00,5.000,26.283,12.758,12.420,5.010
921,18-Feb-19 05:00:00,5.000,26.295,12.788,12.480,5.020
922,18-Feb-19 05:15:00,5.000,26.329,12.788,12.500,5.010
923,18-Feb-19 05:30:00,5.000,26.314,12.788,12.520,5.020
924,18-Feb-19 05:45:00,5.000,26.316,12.788,12.530,5.010
925,18-Feb-19 06:00:00,5.000,26.279,12.788,12.510,5.020
926,18-Feb-19 06:15:00,5.000,26.327,12.788,12.480,5.020
927,18-Feb-19 06:30:00,5.000,26.336,12.817,12.470,5.020
928,18-Feb-19 06:45:00,5.000,26.298,12.788,12.480,5.020
929,18-Feb-19 07:00:00,5.000,26.351,12.817,12.480,5.020
930,18-Feb-19 07:15:00,5.000,26.351,12.788,12.440,5.010
931,18-Feb-19 07:30:00,5.000,26.337,12.788,12.420,4.990
932,18-Feb-19 07:45:00,5.000,26.338,12.817,12.430,5.010
933,18-Feb-19 08:00:00,5.000,26.348,12.996,12.410,5.010
934,18-Feb-19 08:15:00,4.938,26.375,13.205,12.430,5.010
935,18-Feb-19 08:30:00,5.000,26.380,13.354,12.450,5.000
936,18-Feb-19 08:45:00,5.000,26.388,13.563,12.470,5.000
937,18-Feb-19 09:00:00,5.000,26.361,13.950,12.480,5.020
938,18-Feb-19 09:15:00,5.000,26.383,13.950,12.470,5.010
939,18-Feb-19 09:30:00,5.000,26.373,13.950,12.500,5.010
940,18-Feb-19 09:45:00,5.000,26.395,13.950,12.490,5.040
941,18-Feb-19 10:00:00,5.000,26.413,13.920,12.510,5.060
942,18-Feb-19 10:15:00,5.000,26.401,13.950,12.500,5.050
943,18-Feb-19 10:30:00,5.000,26.416,13.950,12.500,5.050
944,18-Feb-19 10:45:00,5.063,26.414,13.950,12.510,5.060
945,18-Feb-19 11:00:00,5.000,26.414,13.950,12.520,5.050
946,18-Feb-19 11:15:00,5.000,26.415,13.950,12.530,5.020
947,18-Feb-19 11:30:00,5.000,26.433,13.950,12.500,4.980
948,18-Feb-19 11:45:00,5.000,26.403,13.950,12.460,5.000
949,18-Feb-19 12:00:00,5.000,26.425,13.950,12.470,4.940
950,18-Feb-19 12:15:00,5.000,26.427,13.950,12.500,4.930
951,18-Feb-19 12:30:00,5.000,26.372,13.950,12.480,4.920
952,18-Feb-19 12:45:00,4.938,26.398,13.950,12.460,4.920
953,18-Feb-19 13:00:00,4.938,26.420,13.950,12.400,4.920
954,18-Feb-19 13:15:00,4.938,26.406,13.950,12.450,4.900
955,18-Feb-19 13:30:00,4.938,26.414,13.980,12.410,4.890
956,18-Feb-19 13:45:00,4.938,26.365,13.950,12.430,4.890
957,18-Feb-19 14:00:00,4.875,26.402,13.950,12.430,4.900
958,18-Feb-19 14:15:00,4.875,26.429,13.980,12.410,4.890
959,18-Feb-19 14:30:00,4.938,26.421,13.950,12.410,4.890
960,18-Feb-19 14:45:00,4.875,26.433,13.980,12.450,4.890
961,18-Feb-19 15:00:00,4.875,26.409,13.950,12.450,4.870
962,18-Feb-19 15:15:00,4.875,26.436,13.950,12.420,4.880
963,18-Feb-19 15:30:00,4.875,26.437,13.950,12.430,4.870
964,18-Feb-19 15:45:00,4.875,26.464,13.950,12.430,4.860
965,18-Feb-19 16:00:00,4.875,26.447,13.950,12.430,4.860
966,18-Feb-19 16:15:00,4.875,26.428,13.950,12.410,4.860
967,18-Feb-19 16:30:00,4.875,26.444,13.950,12.420,4.860
968,18-Feb-19 16:45:00,4.875,26.450,13.771,12.400,4.870
969,18-Feb-19 17:00:00,4.875,26.482,13.801,12.410,4.870
970,18-Feb-19 17:15:00,4.938,26.491,13.473,12.420,4.870
971,18-Feb-19 17:30:00,5.000,26.499,13.533,12.450,4.880
972,18-Feb-19 17:45:00,5.000,26.491,13.324,12.450,4.880
973,18-Feb-19 18:00:00,5.000,26.496,13.205,12.440,4.870
974,18-Feb-19 18:15:00,4.875,26.473,13.116,12.420,4.880
975,18-Feb-19 18:30:00,4.875,26.490,13.116,12.420,4.880
976,18-Feb-19 18:45:00,4.875,26.495,13.086,12.390,4.870
977,18-Feb-19 19:00:00,4.875,26.522,13.056,12.370,4.870
978,18-Feb-19 19:15:00,4.875,26.538,13.026,12.400,4.870
979,18-Feb-19 19:30:00,4.875,26.530,13.026,12.390,4.860
980,18-Feb-19 19:45:00,4.875,26.506,12.966,12.390,4.890
981,18-Feb-19 20:00:00,4.938,26.507,12.996,12.420,4.930
982,18-Feb-19 20:15:00,5.000,26.545,12.996,12.460,4.980
983,18-Feb-19 20:30:00,5.063,26.535,12.966,12.510,5.040
984,18-Feb-19 20:45:00,5.063,26.525,12.996,12.550,5.090
985,18-Feb-19 21:00:00,5.063,26.550,12.966,12.560,5.090
986,18-Feb-19 21:15:00,5.063,26.540,12.937,12.540,5.080
987,18-Feb-19 21:30:00,5.063,26.554,12.966,12.560,5.020
988,18-Feb-19 21:45:00,5.000,26.532,12.937,12.520,4.890
989,18-Feb-19 22:00:00,5.000,26.527,12.937,12.400,5.000
990,18-Feb-19 22:15:00,5.000,26.527,12.937,12.540,5.040
991,18-Feb-19 22:30:00,5.000,26.554,12.937,12.570,5.040
992,18-Feb-19 22:45:00,5.000,26.573,12.937,12.570,5.040
993,18-Feb-19 23:00:00,5.000,26.571,12.907,12.590,5.030
994,18-Feb-19 23:15:00,5.000,26.583,12.907,12.590,5.020
995,18-Feb-19 23:30:00,5.000,26.580,12.907,12.570,5.030
996,18-Feb-19 23:45:00,5.000,26.577,12.937,12.570,5.030
997,19-Feb-19 00:00:00,5.000,26.562,12.907,12.570,5.010
998,19-Feb-19 00:15:00,5.000,26.589,12.907,12.580,4.960
999,19-Feb-19 00:30:00,4.938,26.584,12.907,12.500,4.960
1000,19-Feb-19 00:45:00,4.938,26.596,12.877,12.500,4.950
1001,19-Feb-19 01:00:00,4.938,26.599,12.907,12.520,4.940
1002,19-Feb-19 01:15:00,4.938,26.591,12.877,12.470,4.940
1003,19-Feb-19 01:30:00,4.938,26.602,12.877,12.510,4.940
1004,19-Feb-19 01:45:00,4.938,26.592,12.907,12.520,4.940
1005,19-Feb-19 02:00:00,4.938,26.599,12.877,12.520,4.950
1006,19-Feb-19 02:15:00,6.188,26.635,12.728,12.450,5.050
1007,19-Feb-19 02:30:00,5.000,26.598,12.847,12.440,4.980
1008,19-Feb-19 02:45:00,4.938,26.564,12.847,12.470,4.950
1009,19-Feb-19 03:00:00,4.938,26.611,12.877,12.490,4.930
1010,19-Feb-19 03:15:00,4.938,26.603,12.877,12.500,4.920
1011,19-Feb-19 03:30:00,4.875,26.588,12.877,12.520,4.900
1012,19-Feb-19 03:45:00,4.875,26.597,12.877,12.530,4.910
1013,19-Feb-19 04:00:00,4.875,26.598,12.847,12.520,4.900
1014,19-Feb-19 04:15:00,4.875,26.616,12.847,12.530,4.910
1015,19-Feb-19 04:30:00,4.875,26.622,12.847,12.490,4.900
1016,19-Feb-19 04:45:00,4.875,26.611,12.847,12.540,4.890
1017,19-Feb-19 05:00:00,4.875,26.584,12.817,12.510,4.870
1018,19-Feb-19 05:15:00,4.875,26.615,12.817,12.520,4.870
1019,19-Feb-19 05:30:00,4.813,26.621,12.788,12.500,4.860
1020,19-Feb-19 05:45:00,4.875,26.628,12.817,12.490,4.860
1021,19-Feb-19 06:00:00,4.813,26.630,12.847,12.470,4.850
1022,19-Feb-19 06:15:00,4.813,26.621,12.788,12.510,4.830
1023,19-Feb-19 06:30:00,4.813,26.630,12.847,12.510,4.840
1024,19-Feb-19 06:45:00,4.813,26.637,12.817,12.500,4.840
1025,19-Feb-19 07:00:00,4.813,26.627,12.788,12.500,4.850
1026,19-Feb-19 07:15:00,4.813,26.606,12.758,12.460,4.860
1027,19-Feb-19 07:30:00,4.813,26.606,12.758,12.540,4.840
1028,19-Feb-19 07:45:00,4.813,26.637,12.877,12.480,4.820
1029,19-Feb-19 08:00:00,4.813,26.626,12.966,12.470,4.830
1030,19-Feb-19 08:15:00,4.813,26.619,13.205,12.500,4.780
1031,19-Feb-19 08:30:00,4.813,26.660,13.592,12.490,4.790
1032,19-Feb-19 08:45:00,4.813,26.646,13.950,12.510,4.780
1033,19-Feb-19 09:00:00,4.813,26.660,13.950,12.510,4.780
1034,19-Feb-19 09:15:00,4.813,26.656,13.950,12.540,4.780
1035,19-Feb-19 09:30:00,4.813,26.656,13.950,12.510,4.790
1036,19-Feb-19 09:45:00,4.750,26.657,13.980,12.530,4.790
1037,19-Feb-19 10:00:00,4.813,26.665,13.980,12.530,4.820
1038,19-Feb-19 10:15:00,4.813,26.632,13.950,12.540,4.830
1039,19-Feb-19 10:30:00,4.875,26.664,13.980,12.570,4.860
1040,19-Feb-19 10:45:00,4.875,26.630,13.950,12.550,4.890
1041,19-Feb-19 11:00:00,4.875,26.661,13.950,12.560,4.900
1042,19-Feb-19 11:15:00,4.875,26.645,13.980,12.540,4.910
1043,19-Feb-19 11:30:00,4.875,26.657,13.980,12.560,4.910
1044,19-Feb-19 11:45:00,4.938,26.643,13.980,12.550,4.930
1045,19-Feb-19 12:00:00,4.938,26.651,13.980,12.540,4.960
1046,19-Feb-19 12:15:00,4.938,26.634,13.980,12.540,4.960
1047,19-Feb-19 12:30:00,4.938,26.609,13.980,12.540,4.980
1048,19-Feb-19 12:45:00,4.938,26.626,13.950,12.520,4.980
1049,19-Feb-19 13:00:00,4.938,26.601,13.950,12.520,4.900
1050,19-Feb-19 13:15:00,4.938,26.613,13.980,12.520,4.890
1051,19-Feb-19 13:30:00,4.938,26.616,13.980,12.530,4.890
1052,19-Feb-19 13:45:00,4.938,26.604,13.980,12.510,4.830
1053,19-Feb-19 14:00:00,4.938,26.618,13.920,12.510,4.830
1054,19-Feb-19 14:15:00,4.938,26.605,13.980,12.530,4.860
1055,19-Feb-19 14:30:00,4.875,26.622,13.980,12.540,4.830
1056,19-Feb-19 14:45:00,4.875,26.621,13.950,12.520,4.830
1057,19-Feb-19 15:00:00,4.813,26.620,13.950,12.520,4.810
1058,19-Feb-19 15:15:00,4.813,26.618,13.950,12.460,4.830
1059,19-Feb-19 15:30:00,4.813,26.602,13.831,12.480,4.830
1060,19-Feb-19 15:45:00,4.875,26.617,13.861,12.460,4.830
1061,19-Feb-19 16:00:00,4.875,26.621,13.712,12.470,4.830
1062,19-Feb-19 16:15:00,4.875,26.608,13.712,12.490,4.840
1063,19-Feb-19 16:30:00,4.875,26.609,13.712,12.480,4.840
1064,19-Feb-19 16:45:00,6.250,26.645,13.324,12.400,4.970
1065,19-Feb-19 17:00:00,4.938,26.616,13.503,12.430,4.880
1066,19-Feb-19 17:15:00,4.875,26.616,13.324,12.430,4.850
1067,19-Feb-19 17:30:00,4.875,26.621,13.235,12.470,4.850
1068,19-Feb-19 17:45:00,4.875,26.622,13.116,12.490,4.860
1069,19-Feb-19 18:00:00,4.875,26.621,13.116,12.520,4.860
1070,19-Feb-19 18:15:00,4.875,26.607,12.996,12.520,4.860
1071,19-Feb-19 18:30:00,4.875,26.616,13.056,12.540,4.870
1072,19-Feb-19 18:45:00,4.875,26.638,13.026,12.530,4.870
1073,19-Feb-19 19:00:00,4.875,26.615,12.996,12.530,4.860
1074,19-Feb-19 19:15:00,4.875,26.623,12.996,12.520,4.860
1075,19-Feb-19 19:30:00,4.813,26.643,12.996,12.500,4.860
1076,19-Feb-19 19:45:00,4.875,26.632,12.996,12.480,4.850
1077,19-Feb-19 20:00:00,4.813,26.622,12.996,12.450,4.850
1078,19-Feb-19 20:15:00,4.813,26.577,12.937,12.450,4.830
1079,19-Feb-19 20:30:00,4.813,26.620,12.966,12.470,4.830
1080,19-Feb-19 20:45:00,4.813,26.626,12.966,12.460,4.840
1081,19-Feb-19 21:00:00,4.813,26.581,12.937,12.410,4.840
1082,19-Feb-19 21:15:00,4.813,26.634,12.966,12.470,4.840
1083,19-Feb-19 21:30:00,4.813,26.631,12.937,12.490,4.840
1084,19-Feb-19 21:45:00,4.813,26.605,12.907,12.480,4.840
1085,19-Feb-19 22:00:00,4.813,26.640,12.937,12.480,4.840
1086,19-Feb-19 22:15:00,4.813,26.641,12.937,12.450,4.840
1087,19-Feb-19 22:30:00,4.813,26.618,12.907,12.410,4.850
1088,19-Feb-19 22:45:00,4.813,26.624,12.907,12.400,4.850
1089,19-Feb-19 23:00:00,4.813,26.612,12.877,12.430,4.850
1090,19-Feb-19 23:15:00,4.813,26.643,12.877,12.460,4.850
1091,19-Feb-19 23:30:00,4.813,26.634,12.907,12.460,4.850
1092,19-Feb-19 23:45:00,4.813,26.616,12.877,12.460,4.850
1093,20-Feb-19 00:00:00,4.875,26.622,12.877,12.450,4.860
1094,20-Feb-19 00:15:00,4.813,26.619,12.847,12.420,4.850
1095,20-Feb-19 00:30:00,6.125,26.646,12.758,12.370,4.960
1096,20-Feb-19 00:45:00,4.875,26.610,12.847,12.320,4.910
1097,20-Feb-19 01:00:00,4.813,26.622,12.847,12.360,4.880
1098,20-Feb-19 01:15:00,4.813,26.601,12.847,12.400,4.850
1099,20-Feb-19 01:30:00,4.813,26.598,12.847,12.410,4.850
1100,20-Feb-19 01:45:00,4.813,26.590,12.847,12.440,4.850
1101,20-Feb-19 02:00:00,4.813,26.597,12.847,12.430,4.840
1102,20-Feb-19 02:15:00,4.813,26.599,12.817,12.460,4.830
1103,20-Feb-19 02:30:00,4.813,26.611,12.817,12.510,4.820
1104,20-Feb-19 02:45:00,4.813,26.603,12.817,12.520,4.760
1105,20-Feb-19 03:00:00,4.750,26.607,12.847,12.550,4.710
1106,20-Feb-19 03:15:00,4.750,26.588,12.788,12.570,4.680
1107,20-Feb-19 03:30:00,4.688,26.611,12.817,12.580,4.560
1108,20-Feb-19 03:45:00,4.625,26.609,12.817,12.550,4.660
1109,20-Feb-19 04:00:00,4.688,26.581,12.758,12.590,4.530
1110,20-Feb-19 04:15:00,4.563,26.593,12.788,12.540,4.580
1111,20-Feb-19 04:30:00,4.625,26.595,12.788,12.540,4.650
1112,20-Feb-19 04:45:00,4.625,26.587,12.788,12.550,4.650
1113,20-Feb-19 05:00:00,4.625,26.592,12.817,12.540,4.670
1114,20-Feb-19 05:15:00,4.625,26.589,12.758,12.540,4.670
1115,20-Feb-19 05:30:00,4.625,26.583,12.758,12.520,4.680
1116,20-Feb-19 05:45:00,4.625,26.601,12.788,12.530,4.680
1117,20-Feb-19 06:00:00,4.625,26.586,12.788,12.510,4.670
1118,20-Feb-19 06:15:00,4.688,26.570,12.728,12.510,4.670
1119,20-Feb-19 06:30:00,4.688,26.592,12.758,12.480,4.700
1120,20-Feb-19 06:45:00,4.688,26.579,12.758,12.480,4.700
1121,20-Feb-19 07:00:00,4.688,26.552,12.758,12.490,4.720
1122,20-Feb-19 07:15:00,4.688,26.575,12.758,12.510,4.710
1123,20-Feb-19 07:30:00,4.688,26.577,12.728,12.480,4.700
1124,20-Feb-19 07:45:00,4.688,26.580,12.788,12.510,4.680
1125,20-Feb-19 08:00:00,4.688,26.567,12.758,12.470,4.700
1126,20-Feb-19 08:15:00,4.688,26.549,12.728,12.470,4.690
1127,20-Feb-19 08:30:00,4.688,26.578,12.758,12.490,4.680
1128,20-Feb-19 08:45:00,4.688,26.539,12.728,12.490,4.670
1129,20-Feb-19 09:00:00,4.625,26.581,12.758,12.470,4.670
1130,20-Feb-19 09:15:00,4.625,26.577,12.728,12.510,4.650
1131,20-Feb-19 09:30:00,4.625,26.529,12.668,12.490,4.650
1132,20-Feb-19 09:45:00,4.625,26.584,12.698,12.460,4.660
1133,20-Feb-19 10:00:00,4.625,26.556,12.698,12.490,4.640
1134,20-Feb-19 10:15:00,4.625,26.571,12.698,12.500,4.600
1135,20-Feb-19 10:30:00,4.563,26.555,12.698,12.520,4.600
1136,20-Feb-19 10:45:00,4.625,26.571,12.698,12.490,4.640
1137,20-Feb-19 11:00:00,4.625,26.559,12.698,12.500,4.620
1138,20-Feb-19 11:15:00,4.625,26.571,12.698,12.490,4.620
1139,20-Feb-19 11:30:00,4.625,26.563,12.698,12.470,4.610
1140,20-Feb-19 11:45:00,4.625,26.544,12.698,12.520,4.620
1141,20-Feb-19 12:00:00,4.625,26.574,12.698,12.520,4.610
1142,20-Feb-19 12:15:00,4.625,26.559,12.698,12.530,4.610
1143,20-Feb-19 12:30:00,4.625,26.552,12.698,12.510,4.600
1144,20-Feb-19 12:45:00,4.625,26.553,12.698,12.510,4.610
1145,20-Feb-19 13:00:00,4.625,26.553,12.728,12.560,4.600
1146,20-Feb-19 13:15:00,4.625,26.539,12.728,12.520,4.600
1147,20-Feb-19 13:30:00,4.563,26.544,12.728,12.500,4.620
1148,20-Feb-19 13:45:00,4.625,26.526,12.698,12.530,4.600
1149,20-Feb-19 14:00:00,4.563,26.526,12.698,12.540,4.600
1150,20-Feb-19 14:15:00,4.625,26.538,12.728,12.520,4.590
1151,20-Feb-19 14:30:00,4.625,26.529,12.698,12.530,4.570
1152,20-Feb-19 14:45:00,4.563,26.516,12.728,12.510,4.590
1153,20-Feb-19 15:00:00,4.563,26.529,12.728,12.510,4.580
1154,20-Feb-19 15:15:00,4.563,26.514,12.698,12.500,4.580
1155,20-Feb-19 15:30:00,4.563,26.502,12.698,12.510,4.590
1156,20-Feb-19 15:45:00,4.625,26.523,12.728,12.530,4.590
1157,20-Feb-19 16:00:00,4.563,26.519,12.758,12.530,4.590
1158,20-Feb-19 16:15:00,4.563,26.520,12.758,12.520,4.570
1159,20-Feb-19 16:30:00,4.563,26.519,12.788,12.510,4.590
1160,20-Feb-19 16:45:00,4.563,26.519,12.758,12.470,4.580
1161,20-Feb-19 17:00:00,4.563,26.506,12.758,12.530,4.580
1162,20-Feb-19 17:15:00,4.563,26.535,12.758,12.520,4.580
1163,20-Feb-19 17:30:00,4.563,26.533,12.788,12.500,4.580
1164,20-Feb-19 17:45:00,4.563,26.531,12.788,12.500,4.580
1165,20-Feb-19 18:00:00,4.563,26.485,12.758,12.520,4.580
1166,20-Feb-19 18:15:00,4.563,26.483,12.758,12.530,4.570
1167,20-Feb-19 18:30:00,4.563,26.508,12.758,12.540,4.510
1168,20-Feb-19 18:45:00,4.500,26.498,12.788,12.550,4.500
1169,20-Feb-19 19:00:00,4.500,26.498,12.788,12.530,4.500
1170,20-Feb-19 19:15:00,4.500,26.493,12.758,12.530,4.510
1171,20-Feb-19 19:30:00,4.500,26.501,12.788,12.520,4.510
1172,20-Feb-19 19:45:00,4.500,26.501,12.788,12.500,4.490
1173,20-Feb-19 20:00:00,4.500,26.497,12.788,12.490,4.480
1174,20-Feb-19 20:15:00,4.500,26.473,12.728,12.500,4.460
1175,20-Feb-19 20:30:00,4.438,26.508,12.788,12.510,4.450
1176,20-Feb-19 20:45:00,4.500,26.500,12.758,12.530,4.460
1177,20-Feb-19 21:00:00,4.500,26.496,12.788,12.550,4.400
1178,20-Feb-19 21:15:00,4.500,26.492,12.758,12.530,4.440
1179,20-Feb-19 21:30:00,4.500,26.477,12.758,12.550,4.430
1180,20-Feb-19 21:45:00,4.438,26.478,12.758,12.520,4.420
1181,20-Feb-19 22:00:00,4.375,26.466,12.758,12.540,4.360
1182,20-Feb-19 22:15:00,4.375,26.467,12.728,12.550,4.320
1183,20-Feb-19 22:30:00,4.375,26.475,12.758,12.510,4.370
1184,20-Feb-19 22:45:00,4.375,26.472,12.758,12.540,4.340
1185,20-Feb-19 23:00:00,4.375,26.470,12.788,12.540,4.290
1186,20-Feb-19 23:15:00,4.313,26.476,12.788,12.530,4.310
1187,20-Feb-19 23:30:00,4.313,26.470,12.788,12.560,4.230
1188,20-Feb-19 23:45:00,4.250,26.472,12.788,12.550,4.220
1189,21-Feb-19 00:00:00,4.250,26.474,12.788,12.560,4.220
1190,21-Feb-19 00:15:00,4.250,26.468,12.758,12.550,4.230
1191,21-Feb-19 00:30:00,4.250,26.457,12.758,12.560,4.240
1192,21-Feb-19 00:45:00,4.250,26.431,12.758,12.570,4.260
1193,21-Feb-19 01:00:00,4.250,26.424,12.758,12.560,4.270
1194,21-Feb-19 01:15:00,4.250,26.454,12.758,12.530,4.250
1195,21-Feb-19 01:30:00,4.250,26.432,12.758,12.540,4.250
1196,21-Feb-19 01:45:00,4.250,26.436,12.788,12.530,4.250
1197,21-Feb-19 02:00:00,4.313,26.459,12.758,12.510,4.260
1198,21-Feb-19 02:15:00,4.250,26.436,12.758,12.530,4.250
1199,21-Feb-19 02:30:00,4.250,26.428,12.758,12.520,4.250
1200,21-Feb-19 02:45:00,4.250,26.451,12.788,12.540,4.230
1201,21-Feb-19 03:00:00,4.250,26.433,12.788,12.520,4.240
1202,21-Feb-19 03:15:00,4.250,26.421,12.758,12.520,4.250
1203,21-Feb-19 03:30:00,4.250,26.441,12.788,12.540,4.250
1204,21-Feb-19 03:45:00,4.250,26.423,12.758,12.560,4.260
1205,21-Feb-19 04:00:00,4.250,26.421,12.788,12.540,4.250
1206,21-Feb-19 04:15:00,4.250,26.399,12.758,12.500,4.250
1207,21-Feb-19 04:30:00,4.250,26.441,12.788,12.520,4.260
1208,21-Feb-19 04:45:00,4.313,26.432,12.758,12.550,4.280
1209,21-Feb-19 05:00:00,4.313,26.398,12.758,12.560,4.310
1210,21-Feb-19 05:15:00,4.375,26.451,12.817,12.540,4.380
1211,21-Feb-19 05:30:00,4.438,26.445,12.817,12.520,4.400
1212,21-Feb-19 05:45:00,4.375,26.432,12.817,12.510,4.430
1213,21-Feb-19 06:00:00,4.438,26.436,12.817,12.520,4.370
1214,21-Feb-19 06:15:00,4.375,26.431,12.788,12.520,4.370
1215,21-Feb-19 06:30:00,4.438,26.454,12.817,12.500,4.420
1216,21-Feb-19 06:45:00,4.438,26.459,12.817,12.510,4.400
1217,21-Feb-19 07:00:00,4.438,26.464,12.847,12.510,4.400
1218,21-Feb-19 07:15:00,4.438,26.434,12.758,12.510,4.430
1219,21-Feb-19 07:30:00,4.438,26.456,12.788,12.500,4.430
1220,21-Feb-19 07:45:00,4.438,26.464,12.817,12.520,4.430
1221,21-Feb-19 08:00:00,4.438,26.470,12.996,12.520,4.440
1222,21-Feb-19 08:15:00,4.438,26.476,13.235,12.540,4.440
1223,21-Feb-19 08:30:00,4.438,26.465,13.324,12.520,4.440
1224,21-Feb-19 08:45:00,4.438,26.483,13.592,12.510,4.440
1225,21-Feb-19 09:00:00,4.438,26.464,13.652,12.500,4.440
1226,21-Feb-19 09:15:00,4.438,26.475,13.891,12.520,4.430
1227,21-Feb-19 09:30:00,4.438,26.481,13.920,12.500,4.440
1228,21-Feb-19 09:45:00,4.438,26.491,13.920,12.550,4.440
1229,21-Feb-19 10:00:00,4.500,26.488,13.950,12.520,4.470
1230,21-Feb-19 10:15:00,4.500,26.488,13.950,12.530,4.480
1231,21-Feb-19 10:30:00,4.500,26.487,13.950,12.530,4.470
1232,21-Feb-19 10:45:00,4.438,26.473,13.920,12.540,4.450
1233,21-Feb-19 11:00:00,4.438,26.490,13.980,12.560,4.450
1234,21-Feb-19 11:15:00,4.438,26.480,13.950,12.550,4.440
1235,21-Feb-19 11:30:00,4.438,26.490,13.950,12.530,4.470
1236,21-Feb-19 11:45:00,4.500,26.495,13.950,12.550,4.510
1237,21-Feb-19 12:00:00,4.563,26.488,13.950,12.540,4.490
1238,21-Feb-19 12:15:00,4.563,26.496,13.950,12.540,4.500
