
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000001,-0.000219,1.003133,-0.000022,0.001997,0.421111,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:42,1.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/File information
Sensor SN, 21230023 ,,Modbus Addr., 3 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 131"
Sensor Name,FCR DO 1m  (3),,Uploaded,"Aqua4Plus 1.9.10"
File Name,FCR_DO_1m_20181119,,Exported,"Aqua4Plus 1.9.10"
# Records,  7788 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,1.188,5.636,12.341,5.970,0.960,
,Maximum,9.563,15.322,14.010,13.650,8.930,
,Mean,4.981,14.661,13.118,10.768,4.455,
,Variance,2.7206,0.7806,0.1872,0.6470,2.6032,
,Std Deviation,1.6494,0.8835,0.4326,0.8044,1.6135,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
1,19-Nov-18 12:00:00,8.625,15.053,13.861,8.730,7.940
2,19-Nov-18 12:15:00,8.750,15.046,13.861,8.760,7.920
3,19-Nov-18 12:30:00,8.813,15.028,13.861,8.750,7.950
4,19-Nov-18 12:45:00,8.875,15.047,13.861,8.770,7.970
5,19-Nov-18 13:00:00,8.750,15.040,13.861,8.790,8.020
6,19-Nov-18 13:15:00,8.750,15.041,13.861,8.810,8.060
7,19-Nov-18 13:30:00,8.750,15.031,13.861,8.930,7.950
8,19-Nov-18 13:45:00,8.813,15.021,13.861,8.950,7.930
9,19-Nov-18 14:00:00,8.813,15.019,13.831,8.980,7.960
10,19-Nov-18 14:15:00,8.813,15.024,13.861,9.040,7.940
11,19-Nov-18 14:30:00,8.813,15.012,13.861,9.030,8.140
12,19-Nov-18 14:45:00,8.750,15.012,13.771,8.970,8.180
13,19-Nov-18 15:00:00,8.688,15.020,13.712,8.960,8.220
14,19-Nov-18 15:15:00,8.750,15.014,13.443,8.920,8.270
15,19-Nov-18 15:30:00,8.688,15.016,13.563,8.920,8.280
16,19-Nov-18 15:45:00,8.750,15.004,13.652,8.940,8.270
17,19-Nov-18 16:00:00,8.750,15.002,13.324,8.920,8.260
18,19-Nov-18 16:15:00,8.688,15.001,13.324,8.880,8.090
19,19-Nov-18 16:30:00,8.688,15.011,13.294,8.870,8.050
20,19-Nov-18 16:45:00,8.688,14.993,13.265,8.830,8.110
21,19-Nov-18 17:00:00,8.688,14.999,13.056,8.840,8.190
22,19-Nov-18 17:15:00,8.688,15.011,12.996,8.840,8.210
23,19-Nov-18 17:30:00,8.625,15.003,13.026,8.860,8.220
24,19-Nov-18 17:45:00,8.625,15.008,12.996,8.850,8.220
25,19-Nov-18 18:00:00,8.625,15.007,12.966,8.830,8.250
26,19-Nov-18 18:15:00,8.688,15.007,12.937,8.830,8.280
27,19-Nov-18 18:30:00,8.688,15.011,12.966,8.820,8.300
28,19-Nov-18 18:45:00,8.688,15.013,12.937,8.810,8.310
29,19-Nov-18 19:00:00,8.750,15.011,12.937,8.800,8.320
30,19-Nov-18 19:15:00,8.688,15.001,12.907,8.790,8.310
31,19-Nov-18 19:30:00,8.688,15.013,12.907,8.810,8.300
32,19-Nov-18 19:45:00,8.688,15.011,12.907,8.790,8.290
33,19-Nov-18 20:00:00,8.688,15.014,12.877,8.810,8.270
34,19-Nov-18 20:15:00,8.625,15.007,12.907,8.790,8.260
35,19-Nov-18 20:30:00,8.625,14.998,12.907,8.800,8.250
36,19-Nov-18 20:45:00,8.625,15.010,12.877,8.790,8.230
37,19-Nov-18 21:00:00,8.625,15.002,12.877,8.800,8.220
38,19-Nov-18 21:15:00,8.625,14.991,12.877,8.800,8.210
39,19-Nov-18 21:30:00,8.625,14.997,12.877,8.830,8.200
40,19-Nov-18 21:45:00,8.625,14.994,12.877,8.840,8.210
41,19-Nov-18 22:00:00,8.625,14.999,12.877,8.820,8.230
42,19-Nov-18 22:15:00,8.625,14.996,12.877,8.810,8.240
43,19-Nov-18 22:30:00,8.625,14.987,12.877,8.800,8.260
44,19-Nov-18 22:45:00,8.688,14.982,12.877,8.800,8.260
45,19-Nov-18 23:00:00,8.688,14.988,12.877,8.810,8.260
46,19-Nov-18 23:15:00,8.688,14.984,12.847,8.820,8.270
47,19-Nov-18 23:30:00,8.688,14.982,12.847,8.840,8.280
48,19-Nov-18 23:45:00,8.688,14.979,12.847,8.820,8.280
49,20-Nov-18 00:00:00,8.688,14.982,12.847,8.840,8.260
50,20-Nov-18 00:15:00,8.688,14.986,12.847,8.870,8.250
51,20-Nov-18 00:30:00,8.625,14.987,12.847,8.870,8.240
52,20-Nov-18 00:45:00,8.688,14.982,12.847,8.840,8.230
53,20-Nov-18 01:00:00,8.625,14.975,12.847,8.860,8.210
54,20-Nov-18 01:15:00,8.625,14.986,12.817,8.880,8.210
55,20-Nov-18 01:30:00,8.625,14.976,12.817,8.870,8.210
56,20-Nov-18 01:45:00,8.625,14.976,12.817,8.890,8.210
57,20-Nov-18 02:00:00,8.625,14.983,12.847,8.870,8.200
58,20-Nov-18 02:15:00,8.563,14.976,12.817,8.870,8.210
59,20-Nov-18 02:30:00,8.625,14.971,12.817,8.880,8.210
60,20-Nov-18 02:45:00,8.625,14.967,12.817,8.900,8.210
61,20-Nov-18 03:00:00,8.625,14.968,12.817,8.890,8.220
62,20-Nov-18 03:15:00,8.625,14.973,12.817,8.910,8.220
63,20-Nov-18 03:30:00,8.625,14.979,12.817,8.900,8.220
64,20-Nov-18 03:45:00,8.625,14.971,12.817,8.870,8.220
65,20-Nov-18 04:00:00,8.625,14.979,12.817,8.870,8.210
66,20-Nov-18 04:15:00,8.625,14.980,12.788,8.850,8.200
67,20-Nov-18 04:30:00,8.625,14.979,12.788,8.870,8.210
68,20-Nov-18 04:45:00,8.625,14.974,12.788,8.880,8.220
69,20-Nov-18 05:00:00,8.625,14.985,12.788,8.900,8.230
70,20-Nov-18 05:15:00,8.625,14.986,12.758,8.870,8.230
71,20-Nov-18 05:30:00,8.625,14.985,12.758,8.880,8.230
72,20-Nov-18 05:45:00,8.625,14.990,12.758,8.860,8.230
73,20-Nov-18 06:00:00,8.625,14.987,12.758,8.870,8.230
74,20-Nov-18 06:15:00,8.625,14.995,12.728,8.860,8.230
75,20-Nov-18 06:30:00,8.625,14.994,12.728,8.850,8.230
76,20-Nov-18 06:45:00,8.625,14.999,12.758,8.890,8.220
77,20-Nov-18 07:00:00,8.625,14.983,12.728,8.870,8.200
78,20-Nov-18 07:15:00,8.563,14.981,12.698,8.890,8.170
79,20-Nov-18 07:30:00,8.563,14.994,12.698,8.890,8.160
80,20-Nov-18 07:45:00,8.563,15.008,12.698,8.870,8.130
81,20-Nov-18 08:00:00,8.563,14.997,12.728,8.880,7.990
82,20-Nov-18 08:15:00,8.563,15.004,12.758,8.830,7.860
83,20-Nov-18 08:30:00,8.563,15.015,12.847,8.780,7.800
84,20-Nov-18 08:45:00,8.563,15.026,13.056,8.770,7.800
85,20-Nov-18 09:00:00,8.563,15.005,13.592,8.750,7.810
86,20-Nov-18 09:15:00,8.563,15.017,13.771,8.770,7.900
87,20-Nov-18 09:30:00,8.563,15.020,13.771,8.830,7.920
88,20-Nov-18 09:45:00,8.625,15.033,13.682,8.840,7.870
89,20-Nov-18 10:00:00,8.688,15.023,13.712,8.890,7.840
90,20-Nov-18 10:15:00,8.688,15.028,13.712,8.900,8.010
91,20-Nov-18 10:30:00,8.688,15.027,13.622,8.870,8.110
92,20-Nov-18 10:45:00,8.688,15.037,13.861,8.860,8.170
93,20-Nov-18 11:00:00,8.688,15.033,13.563,8.900,8.220
94,20-Nov-18 11:15:00,8.688,15.032,13.592,8.920,8.270
95,20-Nov-18 11:30:00,8.813,15.023,13.861,8.940,8.310
96,20-Nov-18 11:45:00,8.938,15.034,13.861,8.950,8.260
97,20-Nov-18 12:00:00,9.063,15.031,13.891,8.910,8.130
98,20-Nov-18 12:15:00,9.125,15.039,13.891,8.880,8.120
99,20-Nov-18 12:30:00,9.125,15.034,13.861,8.960,8.150
100,20-Nov-18 12:45:00,9.188,15.011,13.861,9.000,8.310
101,20-Nov-18 13:00:00,9.250,15.024,13.861,9.020,8.450
102,20-Nov-18 13:15:00,9.250,15.031,13.891,8.990,8.500
103,20-Nov-18 13:30:00,9.313,15.027,13.891,9.010,8.650
104,20-Nov-18 13:45:00,9.375,15.030,13.861,9.030,8.760
105,20-Nov-18 14:00:00,9.500,15.026,13.861,9.060,8.820
106,20-Nov-18 14:15:00,9.500,15.023,13.861,9.080,8.910
107,20-Nov-18 14:30:00,9.563,15.022,13.861,9.070,8.930
108,20-Nov-18 14:45:00,9.438,15.031,13.861,9.090,8.850
109,20-Nov-18 15:00:00,9.375,15.035,13.831,9.100,8.810
110,20-Nov-18 15:15:00,9.313,15.024,13.891,9.110,8.800
111,20-Nov-18 15:30:00,9.313,15.035,13.503,9.120,8.900
112,20-Nov-18 15:45:00,9.375,15.042,13.533,9.110,8.860
113,20-Nov-18 16:00:00,9.438,15.047,13.414,9.120,8.820
114,20-Nov-18 16:15:00,9.375,15.053,13.384,9.120,8.850
115,20-Nov-18 16:30:00,9.438,15.032,13.324,9.110,8.760
116,20-Nov-18 16:45:00,9.375,15.022,13.116,9.110,8.750
117,20-Nov-18 17:00:00,9.313,15.029,13.026,9.140,8.770
118,20-Nov-18 17:15:00,9.188,15.042,12.966,9.120,8.740
119,20-Nov-18 17:30:00,9.125,15.045,12.937,9.100,8.740
120,20-Nov-18 17:45:00,9.125,15.048,12.966,9.110,8.730
121,20-Nov-18 18:00:00,9.125,15.046,12.937,9.110,8.700
122,20-Nov-18 18:15:00,9.063,15.047,12.937,9.130,8.680
123,20-Nov-18 18:30:00,9.125,15.031,12.907,9.090,8.680
124,20-Nov-18 18:45:00,9.063,15.053,12.907,9.100,8.670
125,20-Nov-18 19:00:00,9.063,15.058,12.877,9.110,8.650
126,20-Nov-18 19:15:00,9.063,15.058,12.877,9.110,8.610
127,20-Nov-18 19:30:00,9.000,15.062,12.847,9.090,8.570
128,20-Nov-18 19:45:00,9.000,15.066,12.877,9.090,8.550
129,20-Nov-18 20:00:00,8.938,15.069,12.877,9.100,8.540
130,20-Nov-18 20:15:00,8.938,15.059,12.847,9.070,8.520
131,20-Nov-18 20:30:00,8.875,15.063,12.847,9.080,8.490
132,20-Nov-18 20:45:00,8.813,15.071,12.847,9.080,8.430
133,20-Nov-18 21:00:00,8.813,15.072,12.877,9.090,8.420
134,20-Nov-18 21:15:00,8.813,15.079,12.847,9.050,8.410
135,20-Nov-18 21:30:00,8.813,15.068,12.847,9.060,8.390
136,20-Nov-18 21:45:00,8.813,15.076,12.847,9.060,8.380
137,20-Nov-18 22:00:00,8.750,15.058,12.847,9.030,8.360
138,20-Nov-18 22:15:00,8.750,15.060,12.847,9.040,8.340
139,20-Nov-18 22:30:00,8.688,15.078,12.847,9.050,8.310
140,20-Nov-18 22:45:00,8.688,15.083,12.817,9.040,8.300
141,20-Nov-18 23:00:00,8.688,15.071,12.847,9.010,8.300
142,20-Nov-18 23:15:00,8.688,15.080,12.817,9.010,8.290
143,20-Nov-18 23:30:00,8.688,15.080,12.817,8.990,8.290
144,20-Nov-18 23:45:00,8.688,15.086,12.817,8.960,8.280
145,21-Nov-18 00:00:00,8.688,15.078,12.817,8.990,8.260
146,21-Nov-18 00:15:00,8.688,15.078,12.788,9.000,8.250
147,21-Nov-18 00:30:00,8.625,15.078,12.817,8.970,8.250
148,21-Nov-18 00:45:00,8.625,15.080,12.817,8.970,8.240
149,21-Nov-18 01:00:00,8.625,15.067,12.788,8.960,8.200
150,21-Nov-18 01:15:00,8.563,15.074,12.817,8.980,8.190
151,21-Nov-18 01:30:00,8.563,15.073,12.788,8.970,8.180
152,21-Nov-18 01:45:00,8.563,15.077,12.788,8.980,8.180
153,21-Nov-18 02:00:00,8.500,15.068,12.817,8.950,8.160
154,21-Nov-18 02:15:00,8.500,15.076,12.788,8.930,8.120
155,21-Nov-18 02:30:00,8.500,15.078,12.758,8.930,8.100
156,21-Nov-18 02:45:00,8.500,15.084,12.788,8.970,8.100
157,21-Nov-18 03:00:00,8.500,15.086,12.788,8.960,8.100
158,21-Nov-18 03:15:00,8.500,15.076,12.728,8.960,8.090
159,21-Nov-18 03:30:00,8.500,15.070,12.758,8.930,8.070
160,21-Nov-18 03:45:00,8.438,15.082,12.758,8.940,8.040
161,21-Nov-18 04:00:00,8.438,15.084,12.758,8.950,8.030
162,21-Nov-18 04:15:00,8.375,15.071,12.728,8.940,8.010
163,21-Nov-18 04:30:00,8.375,15.075,12.728,8.910,8.000
164,21-Nov-18 04:45:00,8.375,15.066,12.698,8.910,7.990
165,21-Nov-18 05:00:00,8.375,15.076,12.728,8.880,7.970
166,21-Nov-18 05:15:00,8.313,15.071,12.668,8.890,7.940
167,21-Nov-18 05:30:00,8.375,15.069,12.668,8.930,7.940
168,21-Nov-18 05:45:00,8.313,15.061,12.668,8.900,7.930
169,21-Nov-18 06:00:00,8.313,15.068,12.668,8.910,7.910
170,21-Nov-18 06:15:00,8.313,15.068,12.639,8.890,7.890
171,21-Nov-18 06:30:00,8.250,15.056,12.668,8.910,7.850
172,21-Nov-18 06:45:00,8.250,15.073,12.668,8.920,7.850
173,21-Nov-18 07:00:00,8.250,15.067,12.639,8.910,7.840
174,21-Nov-18 07:15:00,8.250,15.075,12.609,8.910,7.840
175,21-Nov-18 07:30:00,8.188,15.076,12.609,8.900,7.830
176,21-Nov-18 07:45:00,8.188,15.075,12.609,8.940,7.800
177,21-Nov-18 08:00:00,8.188,15.086,12.668,8.960,7.780
178,21-Nov-18 08:15:00,8.188,15.075,12.698,8.960,7.790
179,21-Nov-18 08:30:00,8.188,15.094,12.788,8.960,7.790
180,21-Nov-18 08:45:00,8.188,15.089,12.877,8.950,7.780
181,21-Nov-18 09:00:00,8.188,15.082,12.966,8.950,7.780
182,21-Nov-18 09:15:00,8.188,15.083,13.026,8.970,7.770
183,21-Nov-18 09:30:00,8.188,15.101,13.175,8.990,7.770
184,21-Nov-18 09:45:00,8.188,15.081,13.294,9.020,7.790
185,21-Nov-18 10:00:00,8.250,15.080,13.384,9.000,7.810
186,21-Nov-18 10:15:00,8.250,15.084,13.384,9.020,7.830
187,21-Nov-18 10:30:00,8.250,15.084,13.443,9.000,7.880
188,21-Nov-18 10:45:00,8.375,15.090,13.592,9.000,7.910
189,21-Nov-18 11:00:00,8.438,15.083,13.861,8.980,7.950
190,21-Nov-18 11:15:00,8.500,15.090,13.861,9.010,7.990
191,21-Nov-18 11:30:00,8.563,15.091,13.891,9.070,8.050
192,21-Nov-18 11:45:00,8.688,15.087,13.891,9.110,8.060
193,21-Nov-18 12:00:00,8.813,15.082,13.891,9.080,8.050
194,21-Nov-18 12:15:00,8.875,15.077,13.861,9.050,8.050
195,21-Nov-18 12:30:00,8.875,15.071,13.861,9.030,8.080
196,21-Nov-18 12:45:00,8.875,15.066,13.861,9.020,8.050
197,21-Nov-18 13:00:00,8.875,15.068,13.861,9.060,8.040
198,21-Nov-18 13:15:00,8.813,15.064,13.861,9.010,8.130
199,21-Nov-18 13:30:00,8.750,15.058,13.861,9.100,8.200
200,21-Nov-18 13:45:00,8.750,15.053,13.861,9.120,8.250
201,21-Nov-18 14:00:00,8.750,15.061,13.831,9.120,8.290
202,21-Nov-18 14:15:00,8.813,15.060,13.861,9.110,8.320
203,21-Nov-18 14:30:00,8.938,15.056,13.861,9.170,8.360
204,21-Nov-18 14:45:00,8.938,15.062,13.861,9.190,8.370
205,21-Nov-18 15:00:00,9.000,15.060,13.861,9.180,8.380
206,21-Nov-18 15:15:00,9.000,15.050,13.861,9.200,8.290
207,21-Nov-18 15:30:00,8.938,15.060,13.384,9.160,8.240
208,21-Nov-18 15:45:00,8.875,15.065,13.622,9.120,8.200
209,21-Nov-18 16:00:00,8.813,15.072,13.354,9.120,8.200
210,21-Nov-18 16:15:00,8.813,15.070,13.354,9.110,8.220
211,21-Nov-18 16:30:00,8.750,15.076,13.145,9.110,8.220
212,21-Nov-18 16:45:00,8.750,15.069,13.056,9.090,8.210
213,21-Nov-18 17:00:00,8.625,15.082,12.966,9.100,8.170
214,21-Nov-18 17:15:00,8.625,15.074,12.907,9.120,8.160
215,21-Nov-18 17:30:00,8.563,15.084,12.966,9.100,8.150
216,21-Nov-18 17:45:00,8.563,15.079,12.937,9.080,8.130
217,21-Nov-18 18:00:00,8.563,15.087,12.937,9.070,8.110
218,21-Nov-18 18:15:00,8.500,15.097,12.907,9.060,8.070
219,21-Nov-18 18:30:00,8.500,15.087,12.907,9.080,8.060
220,21-Nov-18 18:45:00,8.500,15.083,12.907,9.040,8.050
221,21-Nov-18 19:00:00,8.438,15.083,12.907,9.030,8.030
222,21-Nov-18 19:15:00,8.438,15.095,12.877,9.060,8.020
223,21-Nov-18 19:30:00,8.438,15.085,12.877,9.050,8.020
224,21-Nov-18 19:45:00,8.375,15.078,12.758,9.030,8.000
225,21-Nov-18 20:00:00,8.375,15.096,12.847,9.020,7.980
226,21-Nov-18 20:15:00,8.375,15.092,12.817,8.980,7.970
227,21-Nov-18 20:30:00,8.375,15.097,12.877,8.970,7.940
228,21-Nov-18 20:45:00,8.313,15.095,12.817,9.040,7.930
229,21-Nov-18 21:00:00,8.313,15.100,12.877,9.040,7.890
230,21-Nov-18 21:15:00,8.313,15.104,12.847,9.070,7.860
231,21-Nov-18 21:30:00,8.250,15.096,12.847,9.080,7.840
232,21-Nov-18 21:45:00,8.250,15.104,12.847,9.060,7.840
233,21-Nov-18 22:00:00,8.250,15.110,12.847,9.090,7.820
234,21-Nov-18 22:15:00,8.250,15.099,12.788,9.100,7.820
235,21-Nov-18 22:30:00,8.188,15.090,12.788,9.090,7.810
236,21-Nov-18 22:45:00,8.188,15.110,12.817,9.080,7.830
237,21-Nov-18 23:00:00,8.250,15.097,12.817,9.060,7.840
238,21-Nov-18 23:15:00,8.250,15.106,12.817,9.050,7.820
239,21-Nov-18 23:30:00,8.250,15.092,12.788,9.040,7.810
240,21-Nov-18 23:45:00,8.188,15.117,12.817,9.060,7.800
241,22-Nov-18 00:00:00,8.188,15.107,12.817,9.050,7.820
242,22-Nov-18 00:15:00,8.250,15.118,12.788,9.050,7.820
243,22-Nov-18 00:30:00,8.188,15.114,12.817,9.020,7.820
244,22-Nov-18 00:45:00,8.188,15.104,12.758,9.040,7.800
245,22-Nov-18 01:00:00,8.188,15.113,12.758,9.050,7.790
246,22-Nov-18 01:15:00,8.188,15.107,12.758,9.030,7.790
247,22-Nov-18 01:30:00,8.188,15.113,12.728,9.050,7.770
248,22-Nov-18 01:45:00,8.188,15.119,12.788,9.000,7.760
249,22-Nov-18 02:00:00,8.188,15.117,12.758,9.040,7.750
250,22-Nov-18 02:15:00,8.125,15.101,12.698,9.010,7.730
251,22-Nov-18 02:30:00,8.125,15.109,12.728,9.030,7.730
252,22-Nov-18 02:45:00,8.125,15.118,12.728,9.010,7.740
253,22-Nov-18 03:00:00,8.125,15.115,12.698,9.030,7.720
254,22-Nov-18 03:15:00,8.125,15.096,12.698,9.010,7.710
255,22-Nov-18 03:30:00,8.125,15.122,12.698,9.010,7.720
256,22-Nov-18 03:45:00,8.125,15.115,12.728,8.990,7.720
257,22-Nov-18 04:00:00,8.125,15.124,12.728,8.980,7.710
258,22-Nov-18 04:15:00,8.125,15.128,12.668,8.970,7.700
259,22-Nov-18 04:30:00,8.125,15.120,12.668,8.930,7.690
260,22-Nov-18 04:45:00,8.125,15.129,12.668,8.950,7.690
261,22-Nov-18 05:00:00,8.063,15.119,12.609,8.960,7.690
262,22-Nov-18 05:15:00,8.063,15.125,12.639,8.980,7.680
263,22-Nov-18 05:30:00,8.063,15.133,12.639,8.980,7.660
264,22-Nov-18 05:45:00,8.000,15.139,12.639,8.980,7.620
265,22-Nov-18 06:00:00,8.000,15.139,12.639,8.990,7.620
266,22-Nov-18 06:15:00,8.000,15.135,12.609,8.980,7.620
267,22-Nov-18 06:30:00,8.000,15.139,12.609,8.980,7.600
268,22-Nov-18 06:45:00,8.000,15.144,12.639,9.010,7.600
269,22-Nov-18 07:00:00,8.000,15.138,12.609,9.000,7.600
270,22-Nov-18 07:15:00,8.000,15.144,12.549,9.020,7.580
271,22-Nov-18 07:30:00,8.000,15.130,12.549,8.990,7.590
272,22-Nov-18 07:45:00,8.000,15.150,12.579,9.010,7.570
273,22-Nov-18 08:00:00,7.938,15.150,12.609,9.030,7.560
274,22-Nov-18 08:15:00,8.000,15.148,12.668,9.020,7.560
275,22-Nov-18 08:30:00,8.000,15.157,12.758,9.040,7.570
276,22-Nov-18 08:45:00,8.000,15.167,12.907,9.030,7.570
277,22-Nov-18 09:00:00,8.000,15.154,13.056,9.030,7.570
278,22-Nov-18 09:15:00,8.000,15.160,13.175,9.010,7.560
279,22-Nov-18 09:30:00,8.000,15.165,13.324,9.050,7.570
280,22-Nov-18 09:45:00,8.000,15.153,13.443,9.040,7.600
281,22-Nov-18 10:00:00,8.063,15.150,13.503,9.090,7.630
282,22-Nov-18 10:15:00,8.063,15.167,13.533,9.120,7.650
283,22-Nov-18 10:30:00,8.125,15.161,13.533,9.150,7.670
284,22-Nov-18 10:45:00,8.125,15.164,13.741,9.100,7.690
285,22-Nov-18 11:00:00,8.188,15.155,13.831,9.160,7.730
286,22-Nov-18 11:15:00,8.250,15.151,13.861,9.190,7.800
287,22-Nov-18 11:30:00,8.313,15.157,13.861,9.180,7.850
288,22-Nov-18 11:45:00,8.438,15.160,13.861,9.320,7.900
289,22-Nov-18 12:00:00,8.438,15.162,13.861,9.380,7.960
290,22-Nov-18 12:15:00,8.500,15.136,13.861,9.320,8.020
291,22-Nov-18 12:30:00,8.563,15.146,13.831,9.490,8.040
292,22-Nov-18 12:45:00,8.563,15.153,13.861,9.540,8.020
293,22-Nov-18 13:00:00,8.563,15.152,13.771,9.460,8.090
294,22-Nov-18 13:15:00,8.563,15.149,13.861,9.380,8.080
295,22-Nov-18 13:30:00,8.625,15.128,13.741,9.310,8.030
296,22-Nov-18 13:45:00,8.625,15.145,13.801,9.270,8.000
297,22-Nov-18 14:00:00,8.625,15.144,13.741,9.210,8.000
298,22-Nov-18 14:15:00,8.688,15.129,13.592,9.220,7.990
299,22-Nov-18 14:30:00,8.688,15.126,13.592,9.230,7.970
300,22-Nov-18 14:45:00,8.688,15.129,13.503,9.210,7.970
301,22-Nov-18 15:00:00,8.688,15.136,13.622,9.230,7.980
302,22-Nov-18 15:15:00,8.625,15.128,13.473,9.240,7.980
303,22-Nov-18 15:30:00,8.563,15.124,13.563,9.270,7.970
304,22-Nov-18 15:45:00,8.438,15.139,13.414,9.230,7.960
305,22-Nov-18 16:00:00,8.438,15.134,13.414,9.230,7.950
306,22-Nov-18 16:15:00,8.438,15.134,13.384,9.280,7.930
307,22-Nov-18 16:30:00,8.438,15.125,13.175,9.290,7.920
308,22-Nov-18 16:45:00,8.375,15.146,13.056,9.280,7.890
309,22-Nov-18 17:00:00,8.313,15.147,12.907,9.280,7.880
310,22-Nov-18 17:15:00,8.313,15.146,12.907,9.280,7.870
311,22-Nov-18 17:30:00,8.313,15.144,12.907,9.250,7.870
312,22-Nov-18 17:45:00,8.250,15.151,12.907,9.270,7.870
313,22-Nov-18 18:00:00,8.250,15.159,12.877,9.240,7.850
314,22-Nov-18 18:15:00,8.250,15.152,12.847,9.220,7.840
315,22-Nov-18 18:30:00,8.250,15.140,12.877,9.230,7.820
316,22-Nov-18 18:45:00,8.250,15.167,12.847,9.210,7.810
317,22-Nov-18 19:00:00,8.188,15.165,12.847,9.220,7.780
318,22-Nov-18 19:15:00,8.188,15.173,12.847,9.200,7.770
319,22-Nov-18 19:30:00,8.188,15.176,12.877,9.210,7.750
320,22-Nov-18 19:45:00,8.125,15.170,12.877,9.170,7.720
321,22-Nov-18 20:00:00,8.125,15.181,12.847,9.200,7.710
322,22-Nov-18 20:15:00,8.125,15.182,12.817,9.200,7.690
323,22-Nov-18 20:30:00,8.125,15.178,12.847,9.150,7.640
324,22-Nov-18 20:45:00,8.063,15.188,12.817,9.150,7.620
325,22-Nov-18 21:00:00,8.063,15.186,12.817,9.130,7.580
326,22-Nov-18 21:15:00,8.000,15.176,12.788,9.140,7.570
327,22-Nov-18 21:30:00,8.000,15.195,12.788,9.120,7.540
328,22-Nov-18 21:45:00,7.938,15.203,12.817,9.100,7.530
329,22-Nov-18 22:00:00,7.938,15.191,12.817,9.100,7.520
330,22-Nov-18 22:15:00,7.938,15.192,12.788,9.100,7.510
331,22-Nov-18 22:30:00,7.938,15.198,12.788,9.080,7.500
332,22-Nov-18 22:45:00,7.938,15.186,12.847,9.040,7.500
333,22-Nov-18 23:00:00,7.875,15.207,12.788,9.070,7.490
334,22-Nov-18 23:15:00,7.875,15.190,12.758,9.050,7.480
335,22-Nov-18 23:30:00,7.875,15.198,12.817,9.050,7.470
336,22-Nov-18 23:45:00,7.875,15.190,12.728,9.050,7.470
337,23-Nov-18 00:00:00,7.875,15.203,12.758,9.070,7.490
338,23-Nov-18 00:15:00,7.875,15.201,12.788,9.080,7.480
339,23-Nov-18 00:30:00,7.875,15.209,12.788,9.050,7.470
340,23-Nov-18 00:45:00,7.875,15.212,12.788,9.090,7.460
341,23-Nov-18 01:00:00,7.875,15.203,12.758,9.060,7.470
342,23-Nov-18 01:15:00,7.875,15.206,12.758,9.010,7.460
343,23-Nov-18 01:30:00,7.813,15.202,12.728,9.010,7.450
344,23-Nov-18 01:45:00,7.813,15.199,12.758,9.050,7.430
345,23-Nov-18 02:00:00,7.813,15.199,12.728,9.030,7.440
346,23-Nov-18 02:15:00,7.813,15.201,12.698,9.030,7.430
347,23-Nov-18 02:30:00,7.813,15.207,12.758,9.060,7.420
348,23-Nov-18 02:45:00,7.813,15.200,12.728,9.030,7.410
349,23-Nov-18 03:00:00,7.813,15.203,12.728,9.040,7.420
350,23-Nov-18 03:15:00,7.813,15.201,12.698,9.030,7.380
351,23-Nov-18 03:30:00,7.750,15.195,12.639,9.030,7.380
352,23-Nov-18 03:45:00,7.750,15.197,12.728,9.020,7.380
353,23-Nov-18 04:00:00,7.750,15.193,12.698,9.030,7.350
354,23-Nov-18 04:15:00,7.750,15.187,12.698,9.050,7.360
355,23-Nov-18 04:30:00,7.750,15.194,12.728,9.030,7.350
356,23-Nov-18 04:45:00,7.750,15.191,12.728,9.040,7.340
357,23-Nov-18 05:00:00,7.750,15.202,12.698,9.040,7.350
358,23-Nov-18 05:15:00,7.750,15.196,12.668,9.020,7.330
359,23-Nov-18 05:30:00,7.750,15.197,12.609,9.010,7.330
